"""Fiskální rok/období"""FISCPER:0FISCPER;"""Kapitola"""FM_AREA:0FM_AREA;"""Prur. a spec. ukazat"""/BIC/ZC_PSUK:ZC_PSUK;"""Schválený rozpočet 0"""KYF_0001:ZU_ROZSCH;"""Rozpočet po změnách 0"""KYF_0002:ZU_ROZPZM;"""Konečný rozpočet 0"""KYF_0003:ZU_KROZP;"""Skutečnost 0"""KYF_0004:ZU_ROZKZ;"""Mimorozpočtové prostředky"""KYF_0005:ZU_ROZKZ;"""Čerpání nároků z nespotřebovaných výdajů"""KYF_0006:ZU_ROZKZ
2025001;0301;PU10010000;124634668.00 ;124634668.00 ;124634668.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10020000;42532118.00 ;42532118.00 ;42532118.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10030000;1173640.00 ;1173640.00 ;1173640.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10060000;117364047.00 ;117364047.00 ;117364047.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10080000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10080100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10080101;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10090000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10230000;111840000.00 ;111840000.00 ;111840000.00 ;0.00 ;0.00 ;0.00 
0000000;0301;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;PU10250000;60000000.00 ;60000000.00 ;60000000.00 ;0.00 ;0.00 ;0.00 
0000000;0301;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;SU1030000000;100000.00 ;100000.00 ;0.00 ;11844.00 ;0.00 ;0.00 
0000000;0301;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0301;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0301;SU1030040000;100000.00 ;100000.00 ;0.00 ;11844.00 ;0.00 ;0.00 
2025001;0301;SU5010000000;201393839.00 ;201393839.00 ;201393839.00 ;711353.47 ;0.00 ;0.00 
2025001;0301;SU5020000000;266645753.00 ;266645753.00 ;266645753.00 ;13983813.00 ;0.00 ;0.00 
2025001;0301;SU5030000000;35275000.00 ;35275000.00 ;35275000.00 ;1856250.00 ;0.00 ;0.00 
2025001;0302;PU10010000;608771243.00 ;608771243.00 ;608771243.00 ;20000.00 ;0.00 ;0.00 
2025001;0302;PU10020000;204414678.00 ;204414678.00 ;204414678.00 ;0.00 ;0.00 ;0.00 
2025001;0302;PU10030000;2431877.00 ;2431877.00 ;2431877.00 ;0.00 ;0.00 ;0.00 
2025001;0302;PU10060000;243187695.00 ;243187695.00 ;243187695.00 ;20000.00 ;0.00 ;0.00 
2025001;0302;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0302;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0302;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0302;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0302;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0302;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0302;PU10230000;93000000.00 ;93000000.00 ;93000000.00 ;38357.00 ;0.00 ;0.00 
0000000;0302;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0302;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0302;SU1030000000;9000000.00 ;9000000.00 ;0.00 ;705668.94 ;0.00 ;0.00 
2025001;0302;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0302;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0302;SU1030040000;9000000.00 ;9000000.00 ;0.00 ;705668.94 ;0.00 ;0.00 
2025001;0302;SU5010000000;1716056800.00 ;1716056800.00 ;1716056800.00 ;38533107.93 ;0.00 ;0.00 
2025001;0303;PU10010000;285727130.00 ;285727130.00 ;285727130.00 ;0.00 ;0.00 ;0.00 
2025001;0303;PU10020000;96550926.00 ;96550926.00 ;96550926.00 ;0.00 ;0.00 ;0.00 
2025001;0303;PU10030000;1387127.00 ;1387127.00 ;1387127.00 ;0.00 ;0.00 ;0.00 
2025001;0303;PU10060000;136228061.00 ;136228061.00 ;136228061.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0303;PU10230000;24571000.00 ;24571000.00 ;24571000.00 ;0.00 ;0.00 ;0.00 
0000000;0303;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0303;SU1030000000;3400000.00 ;3400000.00 ;0.00 ;312758.20 ;0.00 ;0.00 
0000000;0303;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0303;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0303;SU1030040000;3400000.00 ;3400000.00 ;0.00 ;312758.20 ;0.00 ;0.00 
2025001;0303;SU5010000000;719043218.00 ;719043218.00 ;719043218.00 ;16150420.51 ;0.00 ;0.00 
2025001;0304;PU10010000;504163458.00 ;504163458.00 ;504163458.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10020000;170390469.00 ;170390469.00 ;170390469.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10030000;4120175.00 ;4120175.00 ;4120175.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10060000;198672253.00 ;198672253.00 ;198672253.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10080000;69964282.00 ;69964282.00 ;69964282.00 ;3178.00 ;0.00 ;0.00 
2025001;0304;PU10080100;69964282.00 ;69964282.00 ;69964282.00 ;3178.00 ;0.00 ;0.00 
2025001;0304;PU10080101;69964282.00 ;69964282.00 ;69964282.00 ;3178.00 ;0.00 ;0.00 
0000000;0304;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0304;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0304;PU10120000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10160000;326909335.00 ;326909335.00 ;326909335.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10170000;30605000.00 ;30605000.00 ;30605000.00 ;30000.00 ;0.00 ;0.00 
0000000;0304;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10200000;155012912.00 ;155012912.00 ;155012912.00 ;79475.92 ;0.00 ;0.00 
2025001;0304;PU10200100;38159012.00 ;38159012.00 ;38159012.00 ;21559.46 ;0.00 ;0.00 
2025001;0304;PU10200200;116853900.00 ;116853900.00 ;116853900.00 ;57916.46 ;0.00 ;0.00 
2025001;0304;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10230000;117285467.00 ;117285467.00 ;117285467.00 ;0.00 ;0.00 ;0.00 
2025001;0304;PU10240000;213753157.00 ;213753157.00 ;213753157.00 ;0.00 ;0.00 ;0.00 
0000000;0304;PU10250000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0304;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;SU1030000000;118853900.00 ;118853900.00 ;0.00 ;349918.23 ;0.00 ;0.00 
2025001;0304;SU1030010000;116853900.00 ;116853900.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0304;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0304;SU1030040000;2000000.00 ;2000000.00 ;0.00 ;349918.23 ;0.00 ;0.00 
2025001;0304;SU5010000000;1572628161.00 ;1572628161.00 ;1572628161.00 ;8821624.69 ;0.00 ;0.00 
2025001;0304;SU5010010000;1065000858.00 ;1065000858.00 ;1065000858.00 ;8571400.77 ;0.00 ;0.00 
2025001;0304;SU5010020000;507627303.00 ;507627303.00 ;507627303.00 ;250223.92 ;0.00 ;0.00 
2025001;0305;PU10230000;120000000.00 ;120000000.00 ;147960758.97 ;14575134.43 ;0.00 ;14575134.43 
2025001;0305;PU10250000;0.00 ;45500000.00 ;45500000.00 ;0.00 ;0.00 ;0.00 
0000000;0305;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0305;SU1030000000;290000000.00 ;290000000.00 ;0.00 ;26566551.81 ;0.00 ;0.00 
2025001;0305;SU1030040000;290000000.00 ;290000000.00 ;0.00 ;26566551.81 ;0.00 ;0.00 
2025001;0305;SU5010000000;2368429858.00 ;2413929858.00 ;2448146598.33 ;54587741.95 ;0.00 ;15846743.21 
2025001;0306;PU10010000;1171214258.00 ;1171214258.00 ;1196722326.00 ;5302237.00 ;0.00 ;0.00 
2025001;0306;PU10020000;397620652.00 ;397620652.00 ;410450285.00 ;1585913.00 ;0.00 ;0.00 
2025001;0306;PU10030000;11737313.00 ;11737313.00 ;12288223.47 ;0.00 ;0.00 ;0.00 
2025001;0306;PU10060000;91991550.00 ;91991550.00 ;95892996.00 ;636251.00 ;0.00 ;0.00 
2025001;0306;PU10080000;31169160.00 ;31169160.00 ;31169160.00 ;0.00 ;0.00 ;0.00 
2025001;0306;PU10080100;31169160.00 ;31169160.00 ;31169160.00 ;0.00 ;0.00 ;0.00 
2025001;0306;PU10080101;31169160.00 ;31169160.00 ;31169160.00 ;0.00 ;0.00 ;0.00 
0000000;0306;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0306;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0306;PU10090000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0306;PU10110000;31169160.00 ;31169160.00 ;31169160.00 ;0.00 ;0.00 ;0.00 
2025001;0306;PU10140000;641820400.00 ;641820400.00 ;641820435.20 ;6624557.42 ;0.00 ;0.00 
2025001;0306;PU10180000;7900000.00 ;7900000.00 ;7900000.00 ;215462.01 ;0.00 ;0.00 
2025001;0306;PU10200000;338614686.00 ;338614686.00 ;572937139.77 ;3498148.20 ;0.00 ;0.00 
2025001;0306;PU10200100;73525368.00 ;73525368.00 ;114467252.23 ;5435.64 ;0.00 ;0.00 
2025001;0306;PU10200200;265089318.00 ;265089318.00 ;458469887.54 ;3492712.56 ;0.00 ;0.00 
2025001;0306;PU10230000;967864318.00 ;967864318.00 ;1423870505.16 ;100000000.00 ;0.00 ;0.00 
2025001;0306;PU10240000;1070785350.00 ;1070785350.00 ;1091521725.00 ;4575876.00 ;0.00 ;0.00 
2025001;0306;PU10250000;351473574.00 ;351473574.00 ;367998709.59 ;45330244.69 ;0.00 ;0.00 
2025001;0306;SU1010000000;910000000.00 ;910000000.00 ;0.00 ;47273509.04 ;0.00 ;0.00 
2025001;0306;SU1030000000;320089318.00 ;320089318.00 ;0.00 ;11528254.96 ;1613159.49 ;0.00 
2025001;0306;SU1030010000;265089318.00 ;265089318.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0306;SU1030040000;55000000.00 ;55000000.00 ;0.00 ;11528254.96 ;1613159.49 ;0.00 
2025001;0306;SU5010000000;9902703080.00 ;9902718080.00 ;10860741278.18 ;784224537.02 ;1613159.49 ;174006252.96 
2025001;0306;SU5010010000;100000000.00 ;100000000.00 ;100000000.00 ;47889.80 ;0.00 ;0.00 
2025001;0306;SU5010020000;165000000.00 ;165000000.00 ;167006618.43 ;278800.00 ;0.00 ;0.00 
2025001;0306;SU5010030000;1647398523.00 ;1647398523.00 ;1658132186.64 ;221228390.24 ;0.00 ;0.00 
2025001;0306;SU5010040000;42000000.00 ;42000000.00 ;42015737.81 ;0.00 ;0.00 ;0.00 
2025001;0306;SU5010050000;35000000.00 ;35000000.00 ;35000000.00 ;0.00 ;0.00 ;0.00 
2025001;0306;SU5010060000;35100000.00 ;35100000.00 ;35100000.00 ;6945814.18 ;0.00 ;0.00 
2025001;0306;SU5010070000;58883000.00 ;58883000.00 ;60132715.38 ;4788606.61 ;0.00 ;0.00 
2025001;0306;SU5010080000;2950000.00 ;2950000.00 ;12876295.25 ;423917.37 ;0.00 ;332846.37 
2025001;0306;SU5010100000;7167871557.00 ;7167886557.00 ;8055623848.19 ;549390684.39 ;1613159.49 ;173556296.07 
2025001;0306;SU5010130000;48500000.00 ;48500000.00 ;48500000.00 ;0.00 ;0.00 ;0.00 
2025001;0306;SU5010140000;100000000.00 ;100000000.00 ;108617407.55 ;162717.21 ;0.00 ;0.00 
2025001;0306;SU5010150000;500000000.00 ;500000000.00 ;537736468.93 ;957717.22 ;0.00 ;117110.52 
2025001;0307;PU10010000;23518816507.00 ;23518816507.00 ;23535819202.00 ;81232.00 ;0.00 ;0.00 
2025001;0307;PU10020000;8485461275.00 ;8485461275.00 ;8487791001.00 ;4138.00 ;0.00 ;0.00 
2025001;0307;PU10030000;220526291.00 ;220526291.00 ;220526291.00 ;120523806.00 ;0.00 ;0.00 
2025001;0307;PU10040000;17497348371.00 ;17497348371.00 ;17497348371.00 ;11158.00 ;0.00 ;0.00 
2025001;0307;PU10060000;3708112508.00 ;3752647938.00 ;3752687748.00 ;1074.00 ;0.00 ;0.00 
2025001;0307;PU10080000;454322882.00 ;454322882.00 ;454363882.00 ;1604062.68 ;5103.75 ;0.00 
2025001;0307;PU10080100;443268203.00 ;443268203.00 ;443268203.00 ;1598958.93 ;0.00 ;0.00 
2025001;0307;PU10080101;110028203.00 ;110028203.00 ;110028203.00 ;1598958.93 ;0.00 ;0.00 
2025001;0307;PU10080102;333240000.00 ;333240000.00 ;333240000.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10080200;11054679.00 ;11054679.00 ;11095679.00 ;5103.75 ;5103.75 ;0.00 
2025001;0307;PU10090000;333240000.00 ;333240000.00 ;333240000.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10100000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10110000;100119302.00 ;100119302.00 ;100119302.00 ;1598958.93 ;0.00 ;0.00 
2025001;0307;PU10120000;8534000.00 ;8534000.00 ;8534000.00 ;0.00 ;0.00 ;0.00 
0000000;0307;PU10140000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10150000;7000000.00 ;7000000.00 ;7000000.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10160000;1000000.00 ;1000000.00 ;1000000.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10180000;800000.00 ;800000.00 ;800000.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10200000;123549843.00 ;123549843.00 ;131524028.35 ;3485333.69 ;0.00 ;0.00 
2025001;0307;PU10200100;0.00 ;0.00 ;320585.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10200200;123549843.00 ;123549843.00 ;131203443.35 ;3485333.69 ;0.00 ;0.00 
0000000;0307;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0307;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0307;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10230000;66100748566.00 ;66100748566.00 ;66100748566.00 ;277481869.00 ;0.00 ;0.00 
2025001;0307;PU10240000;847168071.00 ;802632641.00 ;802632641.00 ;0.00 ;0.00 ;0.00 
2025001;0307;PU10250000;154395235248.00 ;154343123590.00 ;154466793214.29 ;4044482702.91 ;5103.75 ;0.00 
2025001;0307;SU1010000000;100000.00 ;100000.00 ;0.00 ;3487.20 ;0.00 ;0.00 
2025001;0307;SU1020000000;6579967438.00 ;6579967438.00 ;0.00 ;533932325.00 ;0.00 ;0.00 
2025001;0307;SU1020010000;5775520008.00 ;5775520008.00 ;0.00 ;468700149.00 ;0.00 ;0.00 
2025001;0307;SU1020020000;804447430.00 ;804447430.00 ;0.00 ;65232176.00 ;0.00 ;0.00 
2025001;0307;SU1030000000;1575358843.00 ;1575358843.00 ;0.00 ;74838130.83 ;7785513.41 ;0.00 
2025001;0307;SU1030010000;123549843.00 ;123549843.00 ;0.00 ;7430916.35 ;7430916.35 ;0.00 
0000000;0307;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0307;SU1030040000;1451809000.00 ;1451809000.00 ;0.00 ;67407214.48 ;354597.06 ;0.00 
2025001;0307;SU5010000000;116051744693.00 ;116051744693.00 ;116158835716.94 ;1301850210.28 ;0.00 ;0.00 
2025001;0307;SU5020000000;19607778327.00 ;19555666669.00 ;19572245269.35 ;369428193.33 ;5103.75 ;0.00 
2025001;0307;SU5040000000;7288400000.00 ;7288400000.00 ;7288400000.00 ;1545572222.86 ;0.00 ;0.00 
2025001;0307;SU5050000000;1112910687.00 ;1112910687.00 ;1112910687.00 ;19181404.41 ;0.00 ;0.00 
2025001;0307;SU5060000000;5948387000.00 ;5948387000.00 ;5948387000.00 ;479503560.32 ;0.00 ;0.00 
2025001;0307;SU5070000000;3631436000.00 ;3631436000.00 ;3631436000.00 ;290669843.00 ;0.00 ;0.00 
2025001;0307;SU5080000000;754578541.00 ;754578541.00 ;754578541.00 ;38277268.71 ;0.00 ;0.00 
2025001;0308;PU10010000;177502955.00 ;177502955.00 ;182096120.00 ;0.00 ;0.00 ;0.00 
2025001;0308;PU10020000;59995999.00 ;59995999.00 ;62110658.54 ;0.00 ;0.00 ;0.00 
2025001;0308;PU10030000;1760825.00 ;1760825.00 ;1760825.00 ;0.00 ;0.00 ;0.00 
2025001;0308;PU10060000;176082517.00 ;176082517.00 ;178568903.00 ;0.00 ;0.00 ;0.00 
0000000;0308;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0308;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0308;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0308;PU10230000;100715325.00 ;100715325.00 ;126341785.10 ;573872.75 ;0.00 ;0.00 
0000000;0308;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0308;PU10250000;422121486.00 ;422121486.00 ;484695646.42 ;8114348.29 ;0.00 ;15348.00 
2025001;0308;SU1010000000;300000.00 ;300000.00 ;0.00 ;20000.00 ;0.00 ;0.00 
2025001;0308;SU1030000000;550000.00 ;550000.00 ;0.00 ;182749.00 ;0.00 ;0.00 
0000000;0308;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0308;SU1030040000;550000.00 ;550000.00 ;0.00 ;182749.00 ;0.00 ;0.00 
2025001;0308;SU5010000000;422121486.00 ;422121486.00 ;484695646.42 ;8114348.29 ;0.00 ;15348.00 
2025001;0309;PU10010000;107206357.00 ;107206357.00 ;107206357.00 ;9651.97-;0.00 ;0.00 
2025001;0309;PU10020000;33711902.00 ;33711902.00 ;33711902.00 ;2739.00-;0.00 ;0.00 
2025001;0309;PU10030000;906098.00 ;906098.00 ;906098.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10060000;95195777.00 ;95195777.00 ;95195777.00 ;9651.97-;0.00 ;0.00 
2025001;0309;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10220000;1250000.00 ;1250000.00 ;1250000.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10220200;1250000.00 ;1250000.00 ;1250000.00 ;0.00 ;0.00 ;0.00 
2025001;0309;PU10230000;5500000.00 ;5500000.00 ;5500000.00 ;0.00 ;0.00 ;0.00 
0000000;0309;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0309;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;SU1030000000;1500000.00 ;1500000.00 ;0.00 ;113813.07 ;0.00 ;0.00 
0000000;0309;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;SU1030030000;1250000.00 ;1250000.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0309;SU1030040000;250000.00 ;250000.00 ;0.00 ;113813.07 ;0.00 ;0.00 
2025001;0309;SU5010000000;173427562.00 ;173427562.00 ;173727562.00 ;1632196.89 ;0.00 ;0.00 
2025001;0312;PU10010000;13698338262.00 ;13698338262.00 ;13699309145.43 ;4896.00 ;0.00 ;0.00 
2025001;0312;PU10020000;4628517325.00 ;4628517325.00 ;4628845484.00 ;935141.00 ;0.00 ;0.00 
2025001;0312;PU10030000;137773913.00 ;137773913.00 ;137792136.83 ;5124001.00 ;0.00 ;8515.00 
2025001;0312;PU10040000;2726954818.00 ;2726954818.00 ;2726954818.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10050000;131965200.00 ;131965200.00 ;131965200.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10060000;1819654067.00 ;1819654067.00 ;1819839531.00 ;1400.00-;0.00 ;0.00 
2025001;0312;PU10140000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10180000;120000.00 ;120000.00 ;120000.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10200000;451507063.00 ;451507063.00 ;469193013.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10200100;163624361.00 ;163624361.00 ;163624361.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10200200;287882702.00 ;287882702.00 ;305568652.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10220000;18285075.00 ;18285075.00 ;18285075.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10220100;1197512.00 ;1197512.00 ;1197512.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10220200;17087563.00 ;17087563.00 ;17087563.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10230000;1092676179.00 ;1092676179.00 ;1110362129.00 ;0.00 ;0.00 ;0.00 
2025001;0312;PU10240000;8962683255.00 ;8962683255.00 ;8963468674.43 ;0.00 ;0.00 ;0.00 
0000000;0312;PU10250000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0312;SU1010000000;54400000.00 ;54400000.00 ;0.00 ;7191371.40 ;0.00 ;0.00 
2025001;0312;SU1020000000;871423267.00 ;871423267.00 ;0.00 ;59303254.00 ;0.00 ;0.00 
2025001;0312;SU1020010000;764885626.00 ;764885626.00 ;0.00 ;52053081.00 ;0.00 ;0.00 
2025001;0312;SU1020020000;106537641.00 ;106537641.00 ;0.00 ;7250173.00 ;0.00 ;0.00 
2025001;0312;SU1030000000;11007714415.00 ;11007714415.00 ;0.00 ;685186769.28 ;17685950.00 ;0.00 
2025001;0312;SU1030010000;287882702.00 ;287882702.00 ;0.00 ;17753777.97 ;17685950.00 ;0.00 
2025001;0312;SU1030030000;17087563.00 ;17087563.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0312;SU1030040000;10702744150.00 ;10702744150.00 ;0.00 ;667432991.31 ;0.00 ;0.00 
2025001;0312;SU5010000000;13380864230.00 ;13380864230.00 ;13380864230.00 ;134214417.84 ;0.00 ;0.00 
2025001;0312;SU5020000000;2677669269.00 ;2677669269.00 ;2681225532.00 ;86778093.41 ;0.00 ;8515.00 
2025001;0312;SU5030000000;6984542082.00 ;6984542082.00 ;7002228032.00 ;154904400.47 ;0.00 ;0.00 
2025001;0312;SU5030010000;1162583521.00 ;1162583521.00 ;1162583521.00 ;85725273.00 ;0.00 ;0.00 
2025001;0312;SU5030020000;5821958561.00 ;5821958561.00 ;5839644511.00 ;69179127.47 ;0.00 ;0.00 
2025001;0312;SU5040000000;1723012967.00 ;1723012967.00 ;1723012967.00 ;32706433.44 ;0.00 ;0.00 
2025001;0312;SU5050000000;69051098.00 ;69051098.00 ;69051098.00 ;142121.73 ;0.00 ;0.00 
2025001;0312;SU5060000000;100689095.00 ;100689095.00 ;102386531.26 ;1071732.39 ;0.00 ;338358.23 
2025001;0313;PU10010000;9749782756.00 ;9749782756.00 ;9750305924.00 ;1473566.00-;0.00 ;0.00 
2025001;0313;PU10020000;3695250869.00 ;3695250869.00 ;3695427701.00 ;34149546.03 ;0.00 ;0.00 
2025001;0313;PU10030000;96487129.00 ;96487129.00 ;96487129.00 ;11276.14 ;0.00 ;0.00 
2025001;0313;PU10060000;1000990476.00 ;1002052872.00 ;1002052872.00 ;19840.00 ;0.00 ;0.00 
2025001;0313;PU10080000;88919000.00 ;88919000.00 ;88919000.00 ;0.00 ;0.00 ;0.00 
2025001;0313;PU10080100;88919000.00 ;88919000.00 ;88919000.00 ;0.00 ;0.00 ;0.00 
2025001;0313;PU10080101;88919000.00 ;88919000.00 ;88919000.00 ;0.00 ;0.00 ;0.00 
0000000;0313;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0313;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0313;PU10090000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0313;PU10110000;88569000.00 ;88569000.00 ;88569000.00 ;0.00 ;0.00 ;0.00 
2025001;0313;PU10140000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
