0FISCPER:0FISCPER;ZC_UCJED:ZC_UCJED;ZC_ICO:ZC_ICO;ZFUNDS_CT:ZFUNDS_CT;0FM_AREA:0FM_AREA;/BIC/ZC_PSUK:ZC_PSUK;/BIC/ZC_POLVK2:ZC_POLVK2;KYF_0001:ZU_ROZSCH;KYF_0002:ZU_ROZPZM;KYF_0003:ZU_KROZP;KYF_0004:ZU_OBLIG;KYF_0005:ZU_ROZKZ
2025001;1000011162;48510190;3360107;0336;SU1020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU1020010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU1020020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU5010020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU5020010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU5020020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011162;48510190;3360107;0336;SU5020030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;SU5010030000;;224362082.36 ;34986566.12 ;193563523.00 ;193563523.00 ;5748476.37 
2025001;1000011186;48513687;3580001;0358;SU5010010000;;50611200.00 ;0.00 ;50611200.00 ;50611200.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;SU5010000000;;274973282.36 ;34986566.12 ;244174723.00 ;244174723.00 ;5748476.37 
2025001;1000011186;48513687;3580001;0358;SU1030040000;;0.00 ;0.00 ;0.00 ;0.00 ;100123.00 
2025001;1000011186;48513687;3580001;0358;SU1030000000;;0.00 ;0.00 ;0.00 ;0.00 ;100123.00 
2025001;1000011186;48513687;3580001;0358;PU10230000;;24764861.54 ;9184825.33 ;14480332.00 ;14480332.00 ;1242033.33 
2025001;1000011186;48513687;3580001;0358;PU10060000;;84593669.00 ;0.00 ;84593669.00 ;84593669.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;PU10030000;;1352048.00 ;0.00 ;1352048.00 ;1352048.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;PU10020000;;46024065.00 ;0.00 ;46024065.00 ;46024065.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;PU10010000;;136165869.00 ;0.00 ;136165869.00 ;136165869.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011186;48513687;3580001;0358;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5010030000;;144506340.96 ;7145899.37 ;133778772.00 ;122443440.00 ;3119205.95 
2025001;1000011220;49467352;3360108;0336;SU5010020000;;137371000.00 ;0.00 ;137371000.00 ;137371000.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5010000000;;281877340.96 ;7145899.37 ;271149772.00 ;259814440.00 ;3119205.95 
2025001;1000011220;49467352;3360108;0336;SU1030040000;;0.00 ;0.00 ;240000.00 ;240000.00 ;11064.00 
2025001;1000011220;49467352;3360108;0336;SU1030000000;;0.00 ;0.00 ;240000.00 ;240000.00 ;11064.00 
2025001;1000011220;49467352;3360108;0336;PU10230000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10060000;;50480048.00 ;0.00 ;49968000.00 ;41559000.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10050000;;137371000.00 ;0.00 ;137371000.00 ;137371000.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10030000;;1879435.00 ;0.00 ;1873390.00 ;1789300.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10020000;;69976452.60 ;0.00 ;63354382.00 ;60512140.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10010000;;188124798.00 ;0.00 ;187439000.00 ;179030000.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10040000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10160000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;PU10250000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1020010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1020020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5010010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5020010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5020020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011220;49467352;3360108;0336;SU5020030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5040000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5030000000;;37551176.00 ;19140619.66 ;37551176.00 ;38327624.00 ;965456.00 
2025001;1000011248;60556552;3170003;0317;SU5019990000;;12388072.00 ;257565.00 ;12388072.00 ;12388072.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5010000000;;12388072.00 ;257565.00 ;12388072.00 ;12388072.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU1030040000;;0.00 ;0.00 ;0.00 ;0.00 ;280853.00 
2025001;1000011248;60556552;3170003;0317;SU1030010000;;0.00 ;0.00 ;11475180.00 ;11475180.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU1030000000;;0.00 ;0.00 ;11475180.00 ;11475180.00 ;280853.00 
2025001;1000011248;60556552;3170003;0317;PU10230000;;1120000.00 ;0.00 ;1120000.00 ;1120000.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10200200;;11475180.00 ;257565.00 ;11475180.00 ;11475180.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10200100;;912892.00 ;0.00 ;912892.00 ;912892.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10200000;;12388072.00 ;257565.00 ;12388072.00 ;12388072.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10060000;;15134415.00 ;9794415.00 ;15134415.00 ;15710415.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10030000;;151344.00 ;97944.00 ;151344.00 ;157104.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10020000;;5268485.00 ;3463565.00 ;5268485.00 ;5463173.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10010000;;15587232.00 ;10247232.00 ;15587232.00 ;16163232.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10170000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5010060000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5010100000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5020050000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011248;60556552;3170003;0317;SU5029990000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;SU5010000000;;332023493.00 ;36849316.84 ;325877462.00 ;325877462.00 ;4773674.22 
2025001;1000011315;65349423;3530001;0353;SU1030040000;;0.00 ;30000.00 ;8000000.00 ;8000000.00 ;948025.48 
2025001;1000011315;65349423;3530001;0353;SU1030000000;;0.00 ;30000.00 ;8000000.00 ;8000000.00 ;948025.48 
2025001;1000011315;65349423;3530001;0353;SU1010000000;;0.00 ;0.00 ;4100000.00 ;4100000.00 ;300000.00 
2025001;1000011315;65349423;3530001;0353;PU10240000;;144227101.00 ;0.00 ;141971101.00 ;141971101.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10230000;;54000000.00 ;12904705.15 ;54000000.00 ;54000000.00 ;1543389.10 
2025001;1000011315;65349423;3530001;0353;PU10060000;;24997760.00 ;0.00 ;23778080.00 ;23778080.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10050000;;11224800.00 ;0.00 ;11224800.00 ;11224800.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10030000;;1804498.00 ;1804498.00 ;1769740.00 ;1769740.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10020000;;61770463.00 ;0.00 ;60595681.00 ;60595681.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10010000;;182752843.00 ;1050000.00 ;179277163.00 ;179277163.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011315;65349423;3530001;0353;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;SU5010000000;;173727562.00 ;11921354.13 ;173427562.00 ;173427562.00 ;1632196.89 
2025001;1000011341;70836981;3090001;0309;SU1030040000;;0.00 ;0.00 ;250000.00 ;250000.00 ;113813.07 
2025001;1000011341;70836981;3090001;0309;SU1030030000;;0.00 ;0.00 ;1250000.00 ;1250000.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;SU1030000000;;0.00 ;0.00 ;1500000.00 ;1500000.00 ;113813.07 
2025001;1000011341;70836981;3090001;0309;PU10230000;;5500000.00 ;0.00 ;5500000.00 ;5500000.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10220200;;1250000.00 ;0.00 ;1250000.00 ;1250000.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10220000;;1250000.00 ;0.00 ;1250000.00 ;1250000.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10060000;;95195777.00 ;0.00 ;95195777.00 ;95195777.00 ;9651.97-
2025001;1000011341;70836981;3090001;0309;PU10030000;;906098.00 ;906098.00 ;906098.00 ;906098.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;PU10020000;;33711902.00 ;0.00 ;33711902.00 ;33711902.00 ;2739.00-
2025001;1000011341;70836981;3090001;0309;PU10010000;;107206357.00 ;0.00 ;107206357.00 ;107206357.00 ;9651.97-
2025001;1000011341;70836981;3090001;0309;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011341;70836981;3090001;0309;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU5080000000;;23600000.00 ;313404.00 ;23600000.00 ;23600000.00 ;2265106.00 
2025001;1000011350;70884099;3140016;0314;SU5020000000;;1127076975.90 ;108283237.31 ;1119390893.00 ;1115738507.00 ;7676714.89 
2025001;1000011350;70884099;3140016;0314;SU1030040000;;0.00 ;110000.00 ;41010981.00 ;41010981.00 ;15842853.74 
2025001;1000011350;70884099;3140016;0314;SU1030000000;;0.00 ;110000.00 ;41010981.00 ;41010981.00 ;15842853.74 
2025001;1000011350;70884099;3140016;0314;SU1020020000;;0.00 ;0.00 ;27428851.00 ;27323181.00 ;2335749.00 
2025001;1000011350;70884099;3140016;0314;SU1020010000;;0.00 ;0.00 ;196925082.00 ;196166426.00 ;18982091.00 
2025001;1000011350;70884099;3140016;0314;SU1020000000;;0.00 ;0.00 ;224353933.00 ;223489607.00 ;21317840.00 
2025001;1000011350;70884099;3140016;0314;PU10230000;;10976082.90 ;2173390.00 ;3290000.00 ;3290000.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10060000;;25449252.00 ;1951986.00 ;25449252.00 ;25449252.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10040000;;715981290.00 ;57693753.00 ;715981290.00 ;713271805.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10030000;;7414306.00 ;0.00 ;7414306.00 ;7387211.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10020000;;248278986.00 ;19874956.00 ;248278986.00 ;247363180.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10010000;;745724757.00 ;59792332.00 ;745724757.00 ;743015272.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10100000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10120000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10170000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;PU10250000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU5010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU5030000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU5060000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011350;70884099;3140016;0314;SU5070000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5030000000;;168770029.00 ;9479180.80 ;168770029.00 ;168770029.00 ;2055713.56 
2025001;1000011374;70979146;3140029;0314;SU1030040000;;0.00 ;0.00 ;500000.00 ;500000.00 ;306538.17 
2025001;1000011374;70979146;3140029;0314;SU1030000000;;0.00 ;0.00 ;500000.00 ;500000.00 ;306538.17 
2025001;1000011374;70979146;3140029;0314;PU10240000;;60868163.00 ;4760334.00 ;60868163.00 ;60868163.00 ;12745.00 
2025001;1000011374;70979146;3140029;0314;PU10230000;;7800000.00 ;0.00 ;7800000.00 ;7800000.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10060000;;28351619.00 ;2208090.00 ;28351619.00 ;28351619.00 ;26428.50 
2025001;1000011374;70979146;3140029;0314;PU10030000;;892197.00 ;0.00 ;892197.00 ;892197.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10020000;;30156284.00 ;2291695.00 ;30156284.00 ;30156284.00 ;3427.00 
2025001;1000011374;70979146;3140029;0314;PU10010000;;89951002.00 ;7040554.00 ;89951002.00 ;89951002.00 ;39173.50 
2025001;1000011374;70979146;3140029;0314;PU10040000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10100000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10120000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10170000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;PU10250000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1020010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1020020000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5060000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5070000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011374;70979146;3140029;0314;SU5080000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;SU5050000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;SU5010000000;;182843817.00 ;766362.88 ;182843817.00 ;182843817.00 ;1640679.02 
2025001;1000011395;71009191;3350008;0335;SU1030040000;;0.00 ;0.00 ;450000.00 ;450000.00 ;150344.00 
2025001;1000011395;71009191;3350008;0335;SU1030000000;;0.00 ;0.00 ;450000.00 ;450000.00 ;150344.00 
2025001;1000011395;71009191;3350008;0335;PU10240000;;109748634.00 ;0.00 ;109748634.00 ;109748634.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10230000;;1540000.00 ;0.00 ;1540000.00 ;1540000.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10060000;;12035049.00 ;0.00 ;12035049.00 ;12035049.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10030000;;1217836.00 ;0.00 ;1217836.00 ;1217836.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10020000;;41388053.00 ;0.00 ;41388053.00 ;41388053.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10010000;;122449858.00 ;0.00 ;122449858.00 ;122449858.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10160000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10190000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000011395;71009191;3350008;0335;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
