0FISCPER:0FISCPER;ZC_UCJED:ZC_UCJED;ZC_ICO:ZC_ICO;ZFUNDS_CT:ZFUNDS_CT;0FM_AREA:0FM_AREA;/BIC/ZC_PSUK:ZC_PSUK;/BIC/ZC_POLVK2:ZC_POLVK2;KYF_0001:ZU_ROZSCH;KYF_0002:ZU_ROZPZM;KYF_0003:ZU_KROZP;KYF_0004:ZU_OBLIG;KYF_0005:ZU_ROZKZ
2025001;1000000017;00003352;3270002;0327;PU10010000;;43677838.00 ;0.00 ;43677838.00 ;43677838.00 ;465795.00 
2025001;1000000017;00003352;3270002;0327;PU10020000;;14763108.00 ;0.00 ;14763108.00 ;14763108.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10030000;;435144.00 ;0.00 ;435144.00 ;435144.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10060000;;6554249.00 ;0.00 ;6554249.00 ;6554249.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10200000;;1055800.00 ;0.00 ;1055800.00 ;1055800.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10200100;;527900.00 ;0.00 ;527900.00 ;527900.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10200200;;527900.00 ;0.00 ;527900.00 ;527900.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10230000;;12200000.00 ;0.00 ;12200000.00 ;12200000.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10240000;;36960228.00 ;0.00 ;36960228.00 ;36960228.00 ;465795.00 
2025001;1000000017;00003352;3270002;0327;SU1010000000;;0.00 ;900.00 ;6200000.00 ;6200000.00 ;235680.00 
2025001;1000000017;00003352;3270002;0327;SU1030000000;;0.00 ;0.00 ;100000.00 ;100000.00 ;43261.00 
2025001;1000000017;00003352;3270002;0327;SU1030040000;;0.00 ;0.00 ;100000.00 ;100000.00 ;43261.00 
2025001;1000000017;00003352;3270002;0327;SU5040000000;;88766510.00 ;8649175.14 ;88766510.00 ;88766510.00 ;1773118.50 
2025001;1000000017;00003352;3270002;0327;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;PU10250000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU5010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU5030000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU5030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000017;00003352;3270002;0327;SU5030040000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;SU5010000000;;1716056800.00 ;188715793.18 ;1716056800.00 ;1716056800.00 ;38533107.93 
2025001;1000000018;00006572;3020001;0302;SU1030040000;;0.00 ;0.00 ;9000000.00 ;9000000.00 ;705668.94 
2025001;1000000018;00006572;3020001;0302;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;SU1030000000;;0.00 ;0.00 ;9000000.00 ;9000000.00 ;705668.94 
2025001;1000000018;00006572;3020001;0302;PU10230000;;93000000.00 ;2061643.00 ;93000000.00 ;93000000.00 ;38357.00 
2025001;1000000018;00006572;3020001;0302;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10060000;;243187695.00 ;0.00 ;243187695.00 ;243187695.00 ;20000.00 
2025001;1000000018;00006572;3020001;0302;PU10030000;;2431877.00 ;0.00 ;2431877.00 ;2431877.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10020000;;204414678.00 ;0.00 ;204414678.00 ;204414678.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10010000;;608771243.00 ;0.00 ;608771243.00 ;608771243.00 ;20000.00 
2025001;1000000018;00006572;3020001;0302;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000018;00006572;3020001;0302;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10210600;;787834000.00 ;0.00 ;787834000.00 ;787834000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10230000;;2946954720.00 ;21349730.91 ;2946954720.00 ;2946954720.00 ;12465282.27 
2025001;1000000020;00020478;3290001;0329;PU10240000;;376779291.00 ;0.00 ;376779291.00 ;376779291.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU1010000000;;0.00 ;0.00 ;1000000.00 ;1000000.00 ;98700.00 
2025001;1000000020;00020478;3290001;0329;SU1030000000;;0.00 ;3000000.00 ;37160426294.00 ;37160426294.00 ;9725045604.13 
2025001;1000000020;00020478;3290001;0329;SU1030010000;;0.00 ;0.00 ;154978673.00 ;154978673.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU1030020000;;0.00 ;0.00 ;29316447621.00 ;29316447621.00 ;9707165357.15 
2025001;1000000020;00020478;3290001;0329;SU1030040000;;0.00 ;3000000.00 ;7689000000.00 ;7689000000.00 ;17880246.98 
2025001;1000000020;00020478;3290001;0329;SU5010000000;;41321738415.00 ;1452901.00 ;41321738415.00 ;41321738415.00 ;1450892641.28 
2025001;1000000020;00020478;3290001;0329;SU5010010000;;39238738415.00 ;0.00 ;39238738415.00 ;39238738415.00 ;1430289684.47 
2025001;1000000020;00020478;3290001;0329;SU5010020000;;2083000000.00 ;1452901.00 ;2083000000.00 ;2083000000.00 ;20602956.81 
2025001;1000000020;00020478;3290001;0329;SU5020000000;;2350000000.00 ;0.00 ;2350000000.00 ;2350000000.00 ;557500000.00 
2025001;1000000020;00020478;3290001;0329;SU5020010000;;2230000000.00 ;0.00 ;2230000000.00 ;2230000000.00 ;557500000.00 
2025001;1000000020;00020478;3290001;0329;SU5020020000;;120000000.00 ;0.00 ;120000000.00 ;120000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU5030000000;;1500000000.00 ;0.00 ;1500000000.00 ;1500000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU5040000000;;2550000000.00 ;2388026.60 ;2550000000.00 ;2550000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU5050000000;;40000000.00 ;0.00 ;40000000.00 ;40000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;SU5060000000;;4731136623.00 ;85308771.65 ;4728886623.00 ;4717019957.00 ;130600425.28 
2025001;1000000020;00020478;3290001;0329;PU10210500;;172639000.00 ;0.00 ;172639000.00 ;172639000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10010000;;470535383.00 ;0.00 ;470535383.00 ;470535383.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10020000;;158429145.00 ;0.00 ;158429145.00 ;158429145.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10030000;;4514182.00 ;0.00 ;4514182.00 ;4514182.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10060000;;74638928.00 ;0.00 ;74638928.00 ;74638928.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10080000;;1153107167.00 ;0.00 ;1153107167.00 ;1153107167.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10080100;;1153107167.00 ;0.00 ;1153107167.00 ;1153107167.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10080101;;553107167.00 ;0.00 ;553107167.00 ;553107167.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10080102;;600000000.00 ;0.00 ;600000000.00 ;600000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10090000;;600000000.00 ;0.00 ;600000000.00 ;600000000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10110000;;547627167.00 ;0.00 ;547627167.00 ;547627167.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10210400;;7940273256.00 ;0.00 ;7940273256.00 ;7940273256.00 ;388593276.47 
2025001;1000000020;00020478;3290001;0329;PU10210300;;6084651794.00 ;0.00 ;6084651794.00 ;6084651794.00 ;652444158.17 
2025001;1000000020;00020478;3290001;0329;PU10210200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10210100;;20588340365.00 ;0.00 ;20588340365.00 ;20588340365.00 ;361752249.83 
2025001;1000000020;00020478;3290001;0329;PU10210000;;35573738415.00 ;0.00 ;35573738415.00 ;35573738415.00 ;1402789684.47 
2025001;1000000020;00020478;3290001;0329;PU10180000;;1700000.00 ;0.00 ;1700000.00 ;1700000.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10200000;;201078741.00 ;0.00 ;201078741.00 ;201078741.00 ;4055857.81 
2025001;1000000020;00020478;3290001;0329;PU10200200;;154978673.00 ;0.00 ;154978673.00 ;154978673.00 ;2839100.47 
2025001;1000000020;00020478;3290001;0329;PU10200100;;46100068.00 ;0.00 ;46100068.00 ;46100068.00 ;1216757.34 
2025001;1000000020;00020478;3290001;0329;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000020;00020478;3290001;0329;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU1010000000;;0.00 ;700.00 ;700000.00 ;700000.00 ;202600.00 
2025001;1000000023;00022985;3330001;0333;PU10250000;;6172000.00 ;0.00 ;6172000.00 ;0.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU1030000000;;0.00 ;0.00 ;15634263343.00 ;15634263343.00 ;3081406.92 
2025001;1000000023;00022985;3330001;0333;SU1030010000;;0.00 ;0.00 ;15500896440.00 ;15500896440.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU1030030000;;0.00 ;0.00 ;20147303.00 ;20147303.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10240000;;601385097.00 ;0.00 ;601385097.00 ;601385097.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10230000;;3103139391.00 ;865106721.74 ;3103139391.00 ;3103139391.00 ;48791484.46 
2025001;1000000023;00022985;3330001;0333;PU10220200;;20147303.00 ;0.00 ;20147303.00 ;20147303.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10220100;;13440000.00 ;0.00 ;13440000.00 ;13440000.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10220000;;33587303.00 ;0.00 ;33587303.00 ;33587303.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU1030040000;;0.00 ;0.00 ;113219600.00 ;113219600.00 ;3081406.92 
2025001;1000000023;00022985;3330001;0333;SU5010000000;;57787596031.00 ;4297935633.71 ;57787596031.00 ;57781424031.00 ;14934462790.83 
2025001;1000000023;00022985;3330001;0333;SU5010010000;;34911463494.00 ;632987400.20 ;34911463494.00 ;34905291494.00 ;5569081042.00 
2025001;1000000023;00022985;3330001;0333;SU5010020000;;22876132537.00 ;3664948233.51 ;22876132537.00 ;22876132537.00 ;9365381748.83 
2025001;1000000023;00022985;3330001;0333;SU5020000000;;216732593455.00 ;4245115753.27 ;216732593455.00 ;216732593455.00 ;37835699663.00 
2025001;1000000023;00022985;3330001;0333;SU5030000000;;299589252.00 ;1646134.00 ;299589252.00 ;297589252.00 ;17886722.46 
2025001;1000000023;00022985;3330001;0333;SU5040000000;;116821342.00 ;0.00 ;116821342.00 ;116821342.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU5040020000;;116821342.00 ;0.00 ;116821342.00 ;116821342.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;SU5050000000;;13284835089.00 ;6605198664.48 ;13284835089.00 ;13284835089.00 ;269256303.48 
2025001;1000000023;00022985;3330001;0333;SU5060000000;;1954322426.00 ;674783362.53 ;1954322426.00 ;1956322426.00 ;198840609.68 
2025001;1000000023;00022985;3330001;0333;PU10010000;;810168268.00 ;40747110.00 ;810168268.00 ;810168268.00 ;3315865.00 
2025001;1000000023;00022985;3330001;0333;PU10020000;;271028156.00 ;13738964.00 ;271028156.00 ;271028156.00 ;1376743.44 
2025001;1000000023;00022985;3330001;0333;PU10030000;;7358436.00 ;0.00 ;7358436.00 ;7358436.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10060000;;134521247.00 ;0.00 ;134521247.00 ;134521247.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10080000;;22876132537.00 ;3664948233.51 ;22876132537.00 ;22876132537.00 ;9365381748.83 
2025001;1000000023;00022985;3330001;0333;PU10080100;;18514308073.00 ;2196198965.28 ;18514308073.00 ;18514308073.00 ;9226558566.86 
2025001;1000000023;00022985;3330001;0333;PU10080101;;14091154616.00 ;929611831.28 ;14091154616.00 ;14091154616.00 ;8972265556.26 
2025001;1000000023;00022985;3330001;0333;PU10080102;;4423153457.00 ;1266587134.00 ;4423153457.00 ;4423153457.00 ;254293010.60 
2025001;1000000023;00022985;3330001;0333;PU10080200;;4361824464.00 ;1468749268.23 ;4361824464.00 ;4361824464.00 ;138823181.97 
2025001;1000000023;00022985;3330001;0333;PU10090000;;968846643.00 ;226262595.00 ;968846643.00 ;968846643.00 ;254293010.60 
2025001;1000000023;00022985;3330001;0333;PU10100000;;1048777200.00 ;1040324539.00 ;1048777200.00 ;1048777200.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10110000;;9570111989.00 ;0.00 ;9570111989.00 ;9570111989.00 ;7985217919.00 
2025001;1000000023;00022985;3330001;0333;PU10120000;;2596921000.00 ;816417455.41 ;2596921000.00 ;2596921000.00 ;929532421.26 
2025001;1000000023;00022985;3330001;0333;PU10140000;;112000000.00 ;0.00 ;112000000.00 ;112000000.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10150000;;31346100.00 ;0.00 ;31346100.00 ;31346100.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10160000;;4500000.00 ;0.00 ;4500000.00 ;4500000.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10170000;;17887500.00 ;0.00 ;17887500.00 ;17887500.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10180000;;360750.00 ;379913.86 ;360750.00 ;360750.00 ;0.00 
2025001;1000000023;00022985;3330001;0333;PU10200000;;19600977117.00 ;8190880436.79 ;19600977117.00 ;19600977117.00 ;464600458.89 
2025001;1000000023;00022985;3330001;0333;PU10200100;;4100080677.00 ;497946676.78 ;4100080677.00 ;4100080677.00 ;66256256.13 
2025001;1000000023;00022985;3330001;0333;PU10200200;;15500896440.00 ;7692933760.01 ;15500896440.00 ;15500896440.00 ;398344202.76 
2025001;1000000023;00022985;3330001;0333;SU5040010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5030000000;;51382716.00 ;8267604.68 ;51382716.00 ;51382716.00 ;630325.89 
2025001;1000000034;00023825;3350003;0335;SU1030040000;;0.00 ;0.00 ;1000000.00 ;1000000.00 ;316371.25 
2025001;1000000034;00023825;3350003;0335;SU1030000000;;0.00 ;0.00 ;1000000.00 ;1000000.00 ;316371.25 
2025001;1000000034;00023825;3350003;0335;PU10230000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10060000;;30483531.00 ;2158063.00 ;30483531.00 ;30483531.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10030000;;304836.00 ;0.00 ;304836.00 ;304836.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10020000;;10376923.00 ;707402.00 ;10376923.00 ;10376923.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10010000;;30700957.00 ;2166163.00 ;30700957.00 ;30700957.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10080000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10080100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10080101;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10080102;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10090000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10110000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10140000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10160000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10180000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10190000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10200000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10200100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10200200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10220000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10220200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10240000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;PU10250000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU1030010000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU1030030000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5010000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5020000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5040000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5050000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000034;00023825;3350003;0335;SU5060000000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;SU5060000000;;674144000.00 ;58638621.06 ;644144000.00 ;644144000.00 ;9949415.94 
2025001;1000000036;00024341;3350001;0335;SU5050000000;;7807752988.00 ;304014532.68 ;7807752988.00 ;7807752988.00 ;50846497.23 
2025001;1000000036;00024341;3350001;0335;SU5040000000;;3004901758.00 ;1435045936.65 ;3004901758.00 ;3004901758.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;SU5030000000;;1318669168.14 ;567160750.22 ;1317223636.00 ;1317223636.00 ;264805990.84 
2025001;1000000036;00024341;3350001;0335;SU5020000000;;1962759212.00 ;465857.00 ;1962759212.00 ;1962759212.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;SU5010000000;;632973493.00 ;83351152.11 ;626773493.00 ;626773493.00 ;13969922.17 
2025001;1000000036;00024341;3350001;0335;SU1030040000;;0.00 ;0.00 ;89800000.00 ;89800000.00 ;15218434.42 
2025001;1000000036;00024341;3350001;0335;SU1030030000;;0.00 ;0.00 ;1609050.00 ;1609050.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;SU1030010000;;0.00 ;0.00 ;7134287036.00 ;7134287036.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;SU1030000000;;0.00 ;0.00 ;7225696086.00 ;7225696086.00 ;15218434.42 
2025001;1000000036;00024341;3350001;0335;SU1010000000;;0.00 ;0.00 ;5200000.00 ;5200000.00 ;1502786.70 
2025001;1000000036;00024341;3350001;0335;PU10250000;;27000000.00 ;0.00 ;27000000.00 ;27000000.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10240000;;249799065.00 ;0.00 ;249799065.00 ;249799065.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10230000;;9829598698.00 ;1741542865.82 ;9829598698.00 ;9829598698.00 ;50751497.23 
2025001;1000000036;00024341;3350001;0335;PU10220200;;1609050.00 ;0.05-;1609050.00 ;1609050.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10220100;;283950.00 ;0.00 ;283950.00 ;283950.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10010000;;367634571.00 ;0.00 ;367634571.00 ;367634571.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10020000;;123620651.00 ;0.00 ;123620651.00 ;123620651.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10030000;;3163148.00 ;0.00 ;3163148.00 ;3163148.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10060000;;68408772.00 ;0.00 ;68408772.00 ;68408772.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10080000;;1962759212.00 ;465857.00 ;1962759212.00 ;1962759212.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10080100;;1962759212.00 ;465857.00 ;1962759212.00 ;1962759212.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10080101;;724399713.00 ;465857.00 ;724399713.00 ;724399713.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10080102;;1238359499.00 ;0.00 ;1238359499.00 ;1238359499.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10090000;;1238359499.00 ;0.00 ;1238359499.00 ;1238359499.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10110000;;724399713.00 ;0.00 ;724399713.00 ;724399713.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10140000;;3000000.00 ;2765120.60 ;3000000.00 ;3000000.00 ;234879.40 
2025001;1000000036;00024341;3350001;0335;PU10180000;;20000000.00 ;0.00 ;20000000.00 ;20000000.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10190000;;514000000.00 ;440540856.72 ;514000000.00 ;514000000.00 ;49651028.28 
2025001;1000000036;00024341;3350001;0335;PU10200000;;7738179562.00 ;308731929.22 ;7738179562.00 ;7738179562.00 ;50751497.18 
2025001;1000000036;00024341;3350001;0335;PU10200100;;603892526.00 ;54783479.62 ;603892526.00 ;603892526.00 ;17038791.81 
2025001;1000000036;00024341;3350001;0335;PU10200200;;7134287036.00 ;253948449.60 ;7134287036.00 ;7134287036.00 ;33712705.37 
2025001;1000000036;00024341;3350001;0335;PU10220000;;1893000.00 ;0.05-;1893000.00 ;1893000.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10080200;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10150000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000036;00024341;3350001;0335;PU10160000;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;SU5020030000;;248127513.00 ;50966000.00 ;248127513.00 ;228059513.00 ;105077612.00 
2025001;1000000037;00025429;3360001;0336;SU5020000000;;248127513.00 ;50966000.00 ;248127513.00 ;228059513.00 ;105077612.00 
2025001;1000000037;00025429;3360001;0336;SU5010030000;;2346466100.93 ;126342992.17 ;2219210846.60 ;2255451533.00 ;252304677.68 
2025001;1000000037;00025429;3360001;0336;SU5010000000;;2346466100.93 ;126342992.17 ;2219210846.60 ;2255451533.00 ;252304677.68 
2025001;1000000037;00025429;3360001;0336;SU1030040000;;0.00 ;0.00 ;347000000.00 ;347000000.00 ;59442776.51 
2025001;1000000037;00025429;3360001;0336;SU1030010000;;0.00 ;0.00 ;14363617.00 ;14363617.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;SU1030000000;;0.00 ;0.00 ;361363617.00 ;361363617.00 ;59442776.51 
2025001;1000000037;00025429;3360001;0336;SU1010000000;;0.00 ;0.00 ;0.00 ;0.00 ;390700.00 
2025001;1000000037;00025429;3360001;0336;PU10240000;;262598702.00 ;0.00 ;260870794.00 ;260870794.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10230000;;764617012.45 ;0.00 ;720684094.60 ;794749710.00 ;269981.25 
2025001;1000000037;00025429;3360001;0336;PU10220200;;0.00 ;19009.13 ;0.00 ;0.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10220100;;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10220000;;0.00 ;19009.13 ;0.00 ;0.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10200200;;20897917.00 ;0.00 ;14363617.00 ;14363617.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10200100;;40269139.54 ;0.00 ;17459673.00 ;17459673.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10200000;;61167056.54 ;0.00 ;31823290.00 ;31823290.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10180000;;150000.00 ;0.00 ;150000.00 ;150000.00 ;0.00 
2025001;1000000037;00025429;3360001;0336;PU10150000;;4900000.00 ;0.00 ;4900000.00 ;4900000.00 ;0.00 
