"ROK","IDFPROV","EMISE","EMI_MNO_T"
2022,420201092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7230
2022,420201352,"oxid uhelnatý (CO)",0.0820
2022,420201352,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2060
2022,420201352,"tuhé znečišťující látky (TZL)",0.1240
2022,420201402,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1450
2022,420201402,"oxid uhelnatý (CO)",0.0690
2022,420201402,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2350
2022,420201402,"tuhé znečišťující látky (TZL)",0.0030
2022,420201972,"oxid uhelnatý (CO)",0.03
2022,420201972,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8310
2022,420201972,"těkavé organické látky (VOC)",1.2410
2022,420202222,"tuhé znečišťující látky (TZL)",0.4720
2022,420202392,"oxid uhelnatý (CO)",0.0570
2022,420202392,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.93
2022,420202392,"tuhé znečišťující látky (TZL)",0.0920
2022,420270032,"tuhé znečišťující látky (TZL)",0.9640
2022,420270102,"oxid uhelnatý (CO)",1.2980
2022,420270102,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.3720
2022,420270112,"oxid uhelnatý (CO)",1.0120
2022,420270112,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.8290
2022,420270132,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0610
2022,420270132,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.0470
2022,420270132,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2450
2022,420270132,"oxid uhelnatý (CO)",1.3140
2022,420270132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6060
2022,420270132,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",2.0560
2022,420270132,"tuhé znečišťující látky (TZL)",0.5120
2022,420270162,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1660
2022,420270162,"oxid uhelnatý (CO)",0.0010
2022,420270162,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2022,420270162,"tuhé znečišťující látky (TZL)",0.0340
2022,420270342,"tuhé znečišťující látky (TZL)",0.3210
2022,420270392,"oxid uhelnatý (CO)",0.01
2022,420270392,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2860
2022,420270392,"těkavé organické látky (VOC)",1.65
2022,420270412,"tuhé znečišťující látky (TZL)",2.0820
2022,420300172,"oxid uhelnatý (CO)",0
2022,420300172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2350
2022,420300862,"oxid uhelnatý (CO)",0.0280
2022,420300862,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1160
2022,420300892,"oxid uhelnatý (CO)",0.0190
2022,420300892,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1690
2022,420301752,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1170
2022,420301752,"oxid uhelnatý (CO)",1.71
2022,420301752,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.6410
2022,420301752,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.5820
2022,420301752,"tuhé znečišťující látky (TZL)",1.2840
2022,420303442,"oxid uhelnatý (CO)",0.0210
2022,420303442,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4190
2022,420303442,"těkavé organické látky (VOC)",0.0190
2022,420304312,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0030
2022,420304312,"oxid uhelnatý (CO)",0.0150
2022,420304312,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.06
2022,420304312,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,420304312,"tuhé znečišťující látky (TZL)",0.0010
2022,420304422,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3420
2022,420304422,"oxid uhelnatý (CO)",0.02
2022,420304422,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2130
2022,420304762,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3780
2022,420304762,"oxid uhelnatý (CO)",0.0060
2022,420304762,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0050
2022,420305072,"těkavé organické látky (VOC)",0
2022,420305322,"tuhé znečišťující látky (TZL)",0.3940
2022,420305332,"tuhé znečišťující látky (TZL)",0.3910
2022,420305382,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0430
2022,420305382,"těkavé organické látky (VOC)",1.6470
2022,420370052,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0970
2022,420370052,"oxid uhelnatý (CO)",0.0010
2022,420370052,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0210
2022,420370052,"těkavé organické látky (VOC)",0.5020
2022,420370062,"oxid uhelnatý (CO)",0.0190
2022,420370062,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0860
2022,420370072,"oxid uhelnatý (CO)",2.2620
2022,420370072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.33
2022,420370372,"oxid uhelnatý (CO)",0
2022,420370372,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2022,420370372,"tuhé znečišťující látky (TZL)",0.3610
2022,420370392,"těkavé organické látky (VOC)",0.6260
2022,420370522,"oxid uhelnatý (CO)",7.6850
2022,420370522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.4910
2022,420370582,"tuhé znečišťující látky (TZL)",0.0190
2022,420400102,"oxid uhelnatý (CO)",0.2270
2022,420400102,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2660
2022,420400102,"tuhé znečišťující látky (TZL)",0.0370
2022,420400132,"oxid uhelnatý (CO)",0.0780
2022,420400132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2670
2022,420400132,"těkavé organické látky (VOC)",0.7690
2022,420400172,"oxid uhelnatý (CO)",0.30
2022,420400172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1290
2022,420400172,"tuhé znečišťující látky (TZL)",0.1770
2022,420400252,"oxid uhelnatý (CO)",0.5830
2022,420400252,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.3460
2022,420400252,"tuhé znečišťující látky (TZL)",0.2380
2022,420400272,"oxid uhelnatý (CO)",0.0030
2022,420400272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0630
2022,420400372,"oxid uhelnatý (CO)",0.0060
2022,420400372,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1350
2022,420400812,"oxid uhelnatý (CO)",0.0020
2022,420400812,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0410
2022,420400812,"tuhé znečišťující látky (TZL)",0
2022,420400812,"těkavé organické látky (VOC)",9.9710
2022,420401172,"oxid uhelnatý (CO)",0.0010
2022,420401172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2022,420401192,"oxid uhelnatý (CO)",4.2470
2022,420401192,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.4980
2022,420401302,"oxid uhelnatý (CO)",0.0010
2022,420401302,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0130
2022,420401302,"tuhé znečišťující látky (TZL)",0.2540
2022,420401432,"antimon",0.000090
2022,420401432,"arsen",0.000090
2022,420401432,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0390
2022,420401432,"chrom (bez šestimocného chromu)",0.000090
2022,420401432,"cín",0.000090
2022,420401432,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.01
2022,420401432,"kadmium",0.000090
2022,420401432,"kobalt (Co)",0.000090
2022,420401432,"mangan",0.000090
2022,420401432,"měď",0.007180
2022,420401432,"nikl",0.000090
2022,420401432,"olovo",0.000180
2022,420401432,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.07
2022,420401432,"oxid uhelnatý (CO)",9.6040
2022,420401432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",16.72
2022,420401432,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.8940
2022,420401432,"selen",0.000090
2022,420401432,"tuhé znečišťující látky (TZL)",3.7890
2022,420401432,"vanad",0.000090
2022,420401452,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0040
2022,420401452,"oxid uhelnatý (CO)",0
2022,420401452,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0480
2022,420401472,"těkavé organické látky (VOC)",0
2022,420401602,"oxid uhelnatý (CO)",1.1390
2022,420401602,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9920
2022,420401602,"tuhé znečišťující látky (TZL)",0.0220
2022,420470052,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.9050
2022,420470052,"oxid uhelnatý (CO)",0.0040
2022,420470052,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0120
2022,420470052,"těkavé organické látky (VOC)",1.6580
2022,420470062,"tuhé znečišťující látky (TZL)",2.6130
2022,420470072,"oxid uhelnatý (CO)",0.0620
2022,420470072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0750
2022,420470072,"tuhé znečišťující látky (TZL)",1.7880
2022,420470122,"tuhé znečišťující látky (TZL)",0.0010
2022,420470122,"těkavé organické látky (VOC)",3.0740
2022,420500392,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2160
2022,420500392,"oxid uhelnatý (CO)",0
2022,420500392,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2022,420500392,"těkavé organické látky (VOC)",0.2380
2022,420510562,"tuhé znečišťující látky (TZL)",0
2022,420510562,"těkavé organické látky (VOC)",1.2850
2022,420510592,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,420510592,"tuhé znečišťující látky (TZL)",0
2022,420510612,"těkavé organické látky (VOC)",0.9050
2022,420510632,"oxid uhelnatý (CO)",2.0760
2022,420510632,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.3410
2022,420510902,"oxid uhelnatý (CO)",0.0010
2022,420510902,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0210
2022,420510932,"tuhé znečišťující látky (TZL)",0.12
2022,420510942,"tuhé znečišťující látky (TZL)",11.3390
2022,420511402,"oxid uhelnatý (CO)",0.0010
2022,420511402,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0360
2022,420511402,"tuhé znečišťující látky (TZL)",0
2022,420511522,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.7320
2022,420511522,"oxid uhelnatý (CO)",0.0240
2022,420511522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0160
2022,420511522,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0040
2022,420511522,"tuhé znečišťující látky (TZL)",0.1730
2022,420511542,"těkavé organické látky (VOC)",1.7880
2022,420570022,"těkavé organické látky (VOC)",0.7080
2022,420570082,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.1980
2022,420570082,"těkavé organické látky (VOC)",2.7470
2022,420570292,"oxid uhelnatý (CO)",6.71
2022,420570292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.7690
2022,420570292,"tuhé znečišťující látky (TZL)",0.1440
2022,420570392,"tuhé znečišťující látky (TZL)",2.8210
2022,420600382,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,420600382,"oxid uhelnatý (CO)",0
2022,420600382,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0150
2022,420600382,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,420600382,"tuhé znečišťující látky (TZL)",0
2022,420600382,"těkavé organické látky (VOC)",0
2022,420600432,"oxid uhelnatý (CO)",0.0510
2022,420600432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0280
2022,420601522,"nikl",0.000947431520
2022,420601522,"oxid uhelnatý (CO)",1.0470
2022,420601522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1570
2022,420601522,"tuhé znečišťující látky (TZL)",0.6720
2022,420601522,"těkavé organické látky (VOC)",0.21
2022,420601552,"oxid uhelnatý (CO)",0.0010
2022,420601552,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2022,420601592,"tuhé znečišťující látky (TZL)",0.0790
2022,420601822,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6440
2022,420601822,"tuhé znečišťující látky (TZL)",0.1040
2022,420601832,"tuhé znečišťující látky (TZL)",0.0740
2022,420670052,"těkavé organické látky (VOC)",0.7120
2022,420670062,"tuhé znečišťující látky (TZL)",0.0550
2022,420670062,"těkavé organické látky (VOC)",1.3070
2022,420670082,"oxid uhelnatý (CO)",0.0060
2022,420670082,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1370
2022,420670222,"tuhé znečišťující látky (TZL)",0.0540
2022,420670222,"těkavé organické látky (VOC)",1.0050
2022,420700172,"oxid uhelnatý (CO)",0
2022,420700172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,420700172,"tuhé znečišťující látky (TZL)",0
2022,420700482,"oxid uhelnatý (CO)",0.0070
2022,420700482,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0290
2022,420700482,"tuhé znečišťující látky (TZL)",0.0020
2022,420700532,"oxid uhelnatý (CO)",0.0030
2022,420700532,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0830
2022,420700782,"tuhé znečišťující látky (TZL)",1.3610
2022,420701232,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.5850
2022,420701232,"oxid uhelnatý (CO)",0.0040
2022,420701232,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0990
2022,420701262,"oxid uhelnatý (CO)",0.0240
2022,420701262,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4060
2022,420701782,"tuhé znečišťující látky (TZL)",0
2022,420701972,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0240
2022,420701972,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.14
2022,420701972,"tuhé znečišťující látky (TZL)",0.1520
2022,420770072,"oxid uhelnatý (CO)",3.9230
2022,420770072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.3820
2022,420770082,"oxid uhelnatý (CO)",1.0290
2022,420770082,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.4560
2022,420770092,"oxid uhelnatý (CO)",0.1970
2022,420770092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.9570
2022,420770292,"oxid uhelnatý (CO)",7.80
2022,420770292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.52
2022,420800272,"oxid uhelnatý (CO)",0.1010
2022,420800272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2320
2022,420800272,"tuhé znečišťující látky (TZL)",0.0410
2022,420800302,"oxid uhelnatý (CO)",0.14
2022,420800302,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0070
2022,420800352,"oxid uhelnatý (CO)",0
2022,420800352,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2022,420800712,"oxid uhelnatý (CO)",0.0580
2022,420800712,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2290
2022,420800712,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0020
2022,420800712,"tuhé znečišťující látky (TZL)",0.0040
2022,420801002,"oxid uhelnatý (CO)",3.6150
2022,420801002,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.1270
2022,420801002,"tuhé znečišťující látky (TZL)",1.9540
2022,420801122,"oxid uhelnatý (CO)",0.0240
2022,420801122,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0990
2022,420900212,"oxid uhelnatý (CO)",1.0520
2022,420900212,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.6830
2022,420900212,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",7.7660
2022,420900212,"tuhé znečišťující látky (TZL)",0.0150
2022,420900242,"oxid uhelnatý (CO)",0.5250
2022,420900242,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.8850
2022,420900242,"tuhé znečišťující látky (TZL)",1.7960
2022,420900262,"tuhé znečišťující látky (TZL)",0.7530
2022,420900352,"těkavé organické látky (VOC)",1.9490
2022,420900362,"těkavé organické látky (VOC)",0.4290
2022,420900372,"oxid uhelnatý (CO)",0.0380
2022,420900372,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5390
2022,420900372,"tuhé znečišťující látky (TZL)",0.1540
2022,420900372,"těkavé organické látky (VOC)",0.0150
2022,420900392,"oxid uhelnatý (CO)",1.8050
2022,420900392,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1290
2022,420900582,"tuhé znečišťující látky (TZL)",0.4780
2022,420900832,"oxid uhelnatý (CO)",0.0120
2022,420900832,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0390
2022,420901312,"tuhé znečišťující látky (TZL)",0.3010
2022,420901442,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.01
2022,420901442,"těkavé organické látky (VOC)",0.0120
2022,420901762,"tuhé znečišťující látky (TZL)",24.9310
2022,420901782,"tuhé znečišťující látky (TZL)",4.6340
2022,420901872,"tuhé znečišťující látky (TZL)",0.0340
2022,420902052,"oxid uhelnatý (CO)",0
2022,420902052,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,420970212,"oxid uhelnatý (CO)",0
2022,420970212,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2022,421000292,"oxid uhelnatý (CO)",12.11
2022,421000292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.18
2022,421000292,"tuhé znečišťující látky (TZL)",4.44
2022,421001042,"oxid uhelnatý (CO)",0
2022,421001042,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,421001212,"oxid uhelnatý (CO)",0.0010
2022,421001212,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0560
2022,421001212,"tuhé znečišťující látky (TZL)",0.0020
2022,421001252,"oxid uhelnatý (CO)",1.4770
2022,421001252,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8690
2022,421001272,"oxid uhelnatý (CO)",0.0130
2022,421001272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1790
2022,421001272,"těkavé organické látky (VOC)",0.27
2022,421001302,"oxid uhelnatý (CO)",0.0010
2022,421001302,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0180
2022,421001302,"tuhé znečišťující látky (TZL)",0.0010
2022,421070022,"tuhé znečišťující látky (TZL)",0.0010
2022,421100252,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.07
2022,421100252,"oxid uhelnatý (CO)",0.93
2022,421100252,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.17
2022,421100252,"tuhé znečišťující látky (TZL)",0.28
2022,421100782,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0060
2022,421100782,"oxid uhelnatý (CO)",0.01
2022,421100782,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0780
2022,421100782,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.29
2022,421100782,"tuhé znečišťující látky (TZL)",0.0210
2022,421101132,"oxid uhelnatý (CO)",0.0220
2022,421101132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0390
2022,421101162,"oxid uhelnatý (CO)",0.0080
2022,421101162,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0110
2022,421101182,"oxid uhelnatý (CO)",0
2022,421101182,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1160
2022,421101182,"těkavé organické látky (VOC)",1.3680
2022,421170202,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0
2022,421170202,"chrom (bez šestimocného chromu)",0
2022,421170202,"měď",0
2022,421170202,"oxid uhelnatý (CO)",0
2022,421170202,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0150
2022,421170202,"silné anorganické kyseliny (kromě HCl) vyjádřené jako H+",0
2022,421170202,"těkavé organické látky (VOC)",3.3490
2022,421170202,"zinek",0
2022,421170282,"oxid uhelnatý (CO)",0.0230
2022,421170282,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0430
2022,421170282,"těkavé organické látky (VOC)",0.2240
2022,421200022,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.8680
2022,421200022,"oxid uhelnatý (CO)",0.0020
2022,421200022,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0580
2022,421200092,"oxid uhelnatý (CO)",0.0040
2022,421200092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0710
2022,421200092,"tuhé znečišťující látky (TZL)",0.0310
2022,421200442,"těkavé organické látky (VOC)",1.2320
2022,421200452,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.30
2022,421200472,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3930
2022,421200472,"oxid uhelnatý (CO)",0.0110
2022,421200472,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0650
2022,421200472,"těkavé organické látky (VOC)",0.0010
2022,421200582,"oxid uhelnatý (CO)",0.2120
2022,421200582,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1420
2022,421200582,"tuhé znečišťující látky (TZL)",0.0260
2022,421200632,"těkavé organické látky (VOC)",0.59
2022,421203022,"oxid uhelnatý (CO)",0
2022,421203022,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0090
2022,421203022,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,421203132,"oxid uhelnatý (CO)",0.1050
2022,421203132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0620
2022,421203302,"oxid uhelnatý (CO)",0.0070
2022,421203302,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0320
2022,421203302,"tuhé znečišťující látky (TZL)",0
2022,421203362,"tuhé znečišťující látky (TZL)",0.4250
2022,421270022,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,421270022,"oxid uhelnatý (CO)",0
2022,421270022,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0110
2022,421270022,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,421270022,"tuhé znečišťující látky (TZL)",0.0010
2022,421270242,"tuhé znečišťující látky (TZL)",32.8330
2022,421300412,"oxid uhelnatý (CO)",0.0420
2022,421300412,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5320
2022,421300642,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0390
2022,421300642,"tuhé znečišťující látky (TZL)",0.0130
2022,421300642,"těkavé organické látky (VOC)",0.2930
2022,421300672,"oxid uhelnatý (CO)",0.1040
2022,421300672,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4110
2022,421300672,"tuhé znečišťující látky (TZL)",0.0440
2022,421300692,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0420
2022,421300692,"oxid uhelnatý (CO)",0.15
2022,421300692,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3080
2022,421300712,"oxid uhelnatý (CO)",0.0040
2022,421300712,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0050
2022,421300712,"tuhé znečišťující látky (TZL)",0.3980
2022,421301072,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.5770
2022,421301072,"oxid uhelnatý (CO)",0.4480
2022,421301072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1890
2022,421301072,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0170
2022,421301072,"tuhé znečišťující látky (TZL)",0.8040
2022,421301182,"oxid uhelnatý (CO)",3.6630
2022,421301182,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.1890
2022,421302112,"oxid uhelnatý (CO)",0.0010
2022,421302112,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0150
2022,421302112,"těkavé organické látky (VOC)",0.85
2022,421302122,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1380
2022,421302122,"oxid uhelnatý (CO)",0.0030
2022,421302122,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.06
2022,421302782,"těkavé organické látky (VOC)",0.17
2022,421302792,"oxid uhelnatý (CO)",0.5530
2022,421302792,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4960
2022,421302792,"tuhé znečišťující látky (TZL)",0.4060
2022,421302862,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.5170
2022,421302862,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1140
2022,421302862,"oxid uhelnatý (CO)",14.0870
2022,421302862,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.3710
2022,421302862,"tuhé znečišťující látky (TZL)",0.6360
2022,421302862,"těkavé organické látky (VOC)",1.9990
2022,421302892,"těkavé organické látky (VOC)",0.0040
2022,421303402,"tuhé znečišťující látky (TZL)",0
2022,421303502,"těkavé organické látky (VOC)",0.3150
2022,421303702,"těkavé organické látky (VOC)",0.0010
2022,421370012,"oxid uhelnatý (CO)",0.1320
2022,421370012,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1950
2022,421370012,"tuhé znečišťující látky (TZL)",0.0420
2022,421370322,"tuhé znečišťující látky (TZL)",2.3290
2022,421370392,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.04
2022,421370392,"těkavé organické látky (VOC)",0.0820
2022,421370432,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0010
2022,421370432,"oxid uhelnatý (CO)",0.0190
2022,421370432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0590
2022,421370432,"tuhé znečišťující látky (TZL)",0.0180
2022,421370462,"těkavé organické látky (VOC)",4.6850
2022,421370472,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.88
2022,421370472,"oxid uhelnatý (CO)",0.0010
2022,421370472,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0060
2022,421370792,"oxid uhelnatý (CO)",0.0030
2022,421370792,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0710
2022,421370792,"tuhé znečišťující látky (TZL)",0
2022,421370792,"těkavé organické látky (VOC)",0.4970
2022,421370802,"oxid uhelnatý (CO)",1.3350
2022,421370802,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1840
2022,421370802,"tuhé znečišťující látky (TZL)",0.6720
2022,421370872,"tuhé znečišťující látky (TZL)",0.5820
2022,421370942,"oxid uhelnatý (CO)",0.0070
2022,421370942,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1760
2022,421370982,"oxid uhelnatý (CO)",0.4810
2022,421370982,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.2610
2022,421400402,"oxid uhelnatý (CO)",0.0360
2022,421400402,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1050
2022,421400402,"těkavé organické látky (VOC)",0
2022,421400522,"oxid uhelnatý (CO)",0.5210
2022,421400522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1240
2022,421400522,"tuhé znečišťující látky (TZL)",0.0020
2022,421400522,"těkavé organické látky (VOC)",0.10
2022,421400722,"oxid uhelnatý (CO)",2.6320
