"ROK","IDFPROV","EMISE","EMI_MNO_T"
2022,119809642,"oxid uhelnatý (CO)",6.6620
2022,119809642,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.66
2022,119809642,"těkavé organické látky (VOC)",4.2760
2022,119810592,"oxid uhelnatý (CO)",0.0030
2022,119810592,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,119812352,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1710
2022,119812352,"těkavé organické látky (VOC)",0.3430
2022,119813322,"oxid uhelnatý (CO)",0.0060
2022,119813322,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1480
2022,119813422,"oxid uhelnatý (CO)",0
2022,119813422,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1390
2022,119813912,"oxid uhelnatý (CO)",0.5930
2022,119813912,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.0320
2022,119813922,"oxid uhelnatý (CO)",0.2890
2022,119813922,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5030
2022,119814442,"oxid uhelnatý (CO)",0
2022,119814442,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2022,210100922,"oxid uhelnatý (CO)",0.0480
2022,210100922,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.60
2022,210101742,"oxid uhelnatý (CO)",0.0010
2022,210101742,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0040
2022,210102422,"tuhé znečišťující látky (TZL)",1.2880
2022,210103402,"tuhé znečišťující látky (TZL)",2.4710
2022,210103622,"oxid uhelnatý (CO)",0.0020
2022,210103622,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0420
2022,210105662,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0020
2022,210105662,"oxid uhelnatý (CO)",0.0040
2022,210105662,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0530
2022,210105662,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0010
2022,210105662,"tuhé znečišťující látky (TZL)",0.0090
2022,210106072,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1770
2022,210106072,"oxid uhelnatý (CO)",0.0020
2022,210106072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0490
2022,210106072,"těkavé organické látky (VOC)",0.10
2022,210106092,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.003483
2022,210106092,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1230
2022,210106092,"oxid uhelnatý (CO)",0.0050
2022,210106092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1080
2022,210106092,"tuhé znečišťující látky (TZL)",0.0080
2022,210106092,"těkavé organické látky (VOC)",1.2730
2022,210106912,"oxid uhelnatý (CO)",0.8970
2022,210106912,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.7990
2022,210106912,"tuhé znečišťující látky (TZL)",0.0140
2022,210107142,"oxid uhelnatý (CO)",0
2022,210107142,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2022,210107142,"těkavé organické látky (VOC)",1.8740
2022,210107312,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.15
2022,210107312,"oxid uhelnatý (CO)",1.12
2022,210107312,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.31
2022,210107312,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.45
2022,210107312,"tuhé znečišťující látky (TZL)",0.1520
2022,210107692,"oxid uhelnatý (CO)",0
2022,210107692,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0470
2022,210107692,"tuhé znečišťující látky (TZL)",0.0010
2022,210107692,"těkavé organické látky (VOC)",1.56
2022,210107932,"oxid uhelnatý (CO)",0.0030
2022,210107932,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0370
2022,210144602,"oxid uhelnatý (CO)",0.1760
2022,210144602,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0910
2022,210144602,"tuhé znečišťující látky (TZL)",0.2270
2022,210144622,"těkavé organické látky (VOC)",1.1630
2022,210144762,"tuhé znečišťující látky (TZL)",0.2530
2022,210144802,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3360
2022,210144802,"oxid uhelnatý (CO)",0
2022,210144802,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0590
2022,210144802,"těkavé organické látky (VOC)",0.8160
2022,210170432,"oxid uhelnatý (CO)",9.6920
2022,210170432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",9.7960
2022,210170472,"oxid uhelnatý (CO)",0.4380
2022,210170472,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5260
2022,210170472,"tuhé znečišťující látky (TZL)",0.11
2022,210200132,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0350
2022,210200132,"oxid uhelnatý (CO)",0.1890
2022,210200132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7770
2022,210200132,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0070
2022,210200132,"tuhé znečišťující látky (TZL)",0.0140
2022,210200292,"oxid uhelnatý (CO)",0.0360
2022,210200292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1390
2022,210200292,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0010
2022,210200292,"tuhé znečišťující látky (TZL)",0.0110
2022,210200312,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.1330
2022,210200312,"oxid uhelnatý (CO)",0.1640
2022,210200312,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.9740
2022,210200312,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.2010
2022,210200312,"tuhé znečišťující látky (TZL)",0
2022,210200332,"tuhé znečišťující látky (TZL)",3.2520
2022,210200342,"tuhé znečišťující látky (TZL)",2.0020
2022,210200452,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,210200452,"oxid uhelnatý (CO)",0.0180
2022,210200452,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.10
2022,210200452,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0050
2022,210200452,"tuhé znečišťující látky (TZL)",0.0010
2022,210200632,"tuhé znečišťující látky (TZL)",0.6730
2022,210200822,"tuhé znečišťující látky (TZL)",0.0010
2022,210200822,"těkavé organické látky (VOC)",0.0260
2022,210200842,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.07
2022,210200842,"tuhé znečišťující látky (TZL)",0.0010
2022,210200842,"těkavé organické látky (VOC)",0.10
2022,210202272,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0740
2022,210202272,"oxid uhelnatý (CO)",5.6860
2022,210202272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.9050
2022,210202292,"oxid uhelnatý (CO)",0.0310
2022,210202292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2050
2022,210202312,"těkavé organické látky (VOC)",0.4530
2022,210202452,"oxid uhelnatý (CO)",0.0010
2022,210202452,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0140
2022,210202452,"tuhé znečišťující látky (TZL)",0.2210
2022,210202522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0140
2022,210202522,"tuhé znečišťující látky (TZL)",0.4070
2022,210202732,"oxid uhelnatý (CO)",0.0890
2022,210202732,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1970
2022,210202732,"tuhé znečišťující látky (TZL)",9.6460
2022,210202762,"oxid uhelnatý (CO)",0.5560
2022,210202762,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6360
2022,210202762,"tuhé znečišťující látky (TZL)",0.12
2022,210203002,"tuhé znečišťující látky (TZL)",0.8810
2022,210270042,"tuhé znečišťující látky (TZL)",0.0410
2022,210270082,"oxid uhelnatý (CO)",0.0140
2022,210270082,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3340
2022,210270082,"tuhé znečišťující látky (TZL)",0.0050
2022,210270082,"těkavé organické látky (VOC)",14.4860
2022,210270202,"tuhé znečišťující látky (TZL)",3.1510
2022,210270222,"oxid uhelnatý (CO)",0.0010
2022,210270222,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0060
2022,210270222,"tuhé znečišťující látky (TZL)",0.3590
2022,210270242,"těkavé organické látky (VOC)",9.0170
2022,210270272,"těkavé organické látky (VOC)",14.8950
2022,210300142,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0040
2022,210300142,"oxid uhelnatý (CO)",0.0180
2022,210300142,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.11
2022,210300142,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0020
2022,210300142,"tuhé znečišťující látky (TZL)",0.0020
2022,210300142,"těkavé organické látky (VOC)",1.5680
2022,210300232,"oxid uhelnatý (CO)",0.0050
2022,210300232,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1170
2022,210300232,"tuhé znečišťující látky (TZL)",0.5880
2022,210300592,"tuhé znečišťující látky (TZL)",2.27
2022,210300712,"oxid uhelnatý (CO)",0.0020
2022,210300712,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0370
2022,210300742,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0160
2022,210300742,"oxid uhelnatý (CO)",0.0160
2022,210300742,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0780
2022,210300742,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.01
2022,210300742,"tuhé znečišťující látky (TZL)",0.0050
2022,210300752,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.01
2022,210300752,"oxid uhelnatý (CO)",0.0050
2022,210300752,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0870
2022,210300752,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0020
2022,210300752,"tuhé znečišťující látky (TZL)",0.0040
2022,210300762,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0120
2022,210300762,"oxid uhelnatý (CO)",0.0020
2022,210300762,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1020
2022,210300762,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0020
2022,210300762,"tuhé znečišťující látky (TZL)",0.0040
2022,210300782,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0320
2022,210300782,"oxid uhelnatý (CO)",1.2760
2022,210300782,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9310
2022,210300782,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0060
2022,210300782,"tuhé znečišťující látky (TZL)",0.0120
2022,210300842,"oxid uhelnatý (CO)",0.0170
2022,210300842,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4160
2022,210300842,"tuhé znečišťující látky (TZL)",2.8750
2022,210300842,"těkavé organické látky (VOC)",0.5370
2022,210300882,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0560
2022,210300882,"oxid uhelnatý (CO)",0.1240
2022,210300882,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.04
2022,210300882,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0040
2022,210300882,"tuhé znečišťující látky (TZL)",0.03
2022,210301132,"oxid uhelnatý (CO)",0.0030
2022,210301132,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0730
2022,210301132,"tuhé znečišťující látky (TZL)",0.0010
2022,210301362,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0430
2022,210301362,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1730
2022,210301362,"tuhé znečišťující látky (TZL)",0.0210
2022,210304242,"tuhé znečišťující látky (TZL)",0.6750
2022,210304272,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0010
2022,210304312,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0480
2022,210304492,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3020
2022,210304492,"oxid uhelnatý (CO)",0
2022,210304492,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0040
2022,210304492,"těkavé organické látky (VOC)",1.1180
2022,210304562,"oxid uhelnatý (CO)",0.0010
2022,210304562,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0260
2022,210304562,"těkavé organické látky (VOC)",0.3870
2022,210370042,"oxid uhelnatý (CO)",0.0040
2022,210370042,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0540
2022,210370042,"těkavé organické látky (VOC)",1.5940
2022,210370142,"oxid uhelnatý (CO)",0.0250
2022,210370142,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2580
2022,210370142,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0010
2022,210370142,"těkavé organické látky (VOC)",1.1550
2022,210370172,"tuhé znečišťující látky (TZL)",8.3910
2022,210370232,"oxid uhelnatý (CO)",0.0030
2022,210370232,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0890
2022,210370262,"tuhé znečišťující látky (TZL)",0.6040
2022,210370272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3220
2022,210370282,"těkavé organické látky (VOC)",0.0610
2022,210370292,"oxid uhelnatý (CO)",0.0310
2022,210370292,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0630
2022,210370292,"těkavé organické látky (VOC)",2.49
2022,210370342,"těkavé organické látky (VOC)",0.3070
2022,210370652,"těkavé organické látky (VOC)",0.0740
2022,210370672,"tuhé znečišťující látky (TZL)",0.0070
2022,210370672,"těkavé organické látky (VOC)",4.50
2022,210400242,"tuhé znečišťující látky (TZL)",4.1440
2022,210400242,"těkavé organické látky (VOC)",4.1640
2022,210400382,"tuhé znečišťující látky (TZL)",2.8990
2022,210400442,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0050
2022,210400442,"tuhé znečišťující látky (TZL)",0.0040
2022,210400452,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6390
2022,210400452,"oxid uhelnatý (CO)",0.5680
2022,210400452,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2610
2022,210400452,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.0360
2022,210400452,"tuhé znečišťující látky (TZL)",0.1140
2022,210400452,"těkavé organické látky (VOC)",0.1030
2022,210400532,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.26
2022,210400532,"tuhé znečišťující látky (TZL)",0.0190
2022,210400552,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",0
2022,210400552,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0620
2022,210400552,"oxid uhelnatý (CO)",0.0240
2022,210400552,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1030
2022,210400552,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0010
2022,210400552,"tuhé znečišťující látky (TZL)",0.0020
2022,210400552,"těkavé organické látky (VOC)",0
2022,210400562,"oxid uhelnatý (CO)",0.0080
2022,210400562,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1310
2022,210400562,"tuhé znečišťující látky (TZL)",0.1420
2022,210400682,"těkavé organické látky (VOC)",0.19
2022,210470052,"oxid uhelnatý (CO)",0.0040
2022,210470052,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0830
2022,210470052,"tuhé znečišťující látky (TZL)",2.0680
2022,210500362,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0050
2022,210500362,"oxid uhelnatý (CO)",0.0290
2022,210500362,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1190
2022,210500362,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,210500362,"tuhé znečišťující látky (TZL)",0.0010
2022,210500922,"oxid uhelnatý (CO)",0.1950
2022,210500922,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2010
2022,210500922,"tuhé znečišťující látky (TZL)",0.0610
2022,210500992,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.7020
2022,210500992,"oxid uhelnatý (CO)",0.0190
2022,210500992,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.04
2022,210500992,"tuhé znečišťující látky (TZL)",0.0110
2022,210500992,"těkavé organické látky (VOC)",6.37
2022,210501002,"oxid uhelnatý (CO)",0.0230
2022,210501002,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3130
2022,210502892,"oxid uhelnatý (CO)",4.3750
2022,210502892,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.7920
2022,210502892,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",63.9470
2022,210502892,"tuhé znečišťující látky (TZL)",0.6980
2022,210502892,"těkavé organické látky (VOC)",1.4460
2022,210503032,"tuhé znečišťující látky (TZL)",0.1170
2022,210503032,"těkavé organické látky (VOC)",2.6620
2022,210503072,"oxid uhelnatý (CO)",0.0020
2022,210503072,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0420
2022,210503852,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.03
2022,210503852,"oxid uhelnatý (CO)",0.14
2022,210503852,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.60
2022,210503852,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0040
2022,210503852,"tuhé znečišťující látky (TZL)",0.0090
2022,210557082,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0810
2022,210557172,"oxid uhelnatý (CO)",5.5820
2022,210557172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.2730
2022,210557172,"tuhé znečišťující látky (TZL)",0.0490
2022,210557562,"oxid uhelnatý (CO)",0.0050
2022,210557562,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0220
2022,210558072,"tuhé znečišťující látky (TZL)",0.0040
2022,210558072,"těkavé organické látky (VOC)",4.7040
2022,210558512,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.0920
2022,210558512,"těkavé organické látky (VOC)",2.7710
2022,210558552,"tuhé znečišťující látky (TZL)",0.1050
2022,210558572,"tuhé znečišťující látky (TZL)",0.3720
2022,210559842,"oxid uhelnatý (CO)",0.0010
2022,210559842,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0140
2022,210559842,"tuhé znečišťující látky (TZL)",0.65
2022,210570102,"tuhé znečišťující látky (TZL)",0.0710
2022,210570132,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.02
2022,210570132,"tuhé znečišťující látky (TZL)",0.0040
2022,210570202,"těkavé organické látky (VOC)",0.3910
2022,210570342,"oxid uhelnatý (CO)",0.0750
2022,210570342,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0810
2022,210570342,"tuhé znečišťující látky (TZL)",0.0080
2022,210570482,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,210570482,"oxid uhelnatý (CO)",37.4110
2022,210570482,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",8.3560
2022,210570482,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,210570482,"tuhé znečišťující látky (TZL)",0.0440
2022,210570512,"oxid uhelnatý (CO)",0
2022,210570512,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2022,210570512,"těkavé organické látky (VOC)",0.5850
2022,210570712,"methan",3.65
2022,210600182,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6060
2022,210600182,"tuhé znečišťující látky (TZL)",0.2820
2022,210600182,"těkavé organické látky (VOC)",0.3590
2022,210600322,"oxid uhelnatý (CO)",0.0210
2022,210600322,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1440
2022,210620952,"tuhé znečišťující látky (TZL)",0.0540
2022,210621022,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2180
2022,210670092,"oxid uhelnatý (CO)",0.0620
2022,210670092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3150
2022,210670102,"tuhé znečišťující látky (TZL)",0.5470
2022,210700022,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",0
2022,210700022,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.4160
2022,210700022,"oxid uhelnatý (CO)",0.1510
2022,210700022,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.9780
2022,210700022,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",2.5930
2022,210700022,"tuhé znečišťující látky (TZL)",0.2250
2022,210700022,"těkavé organické látky (VOC)",0
2022,210700432,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0460
2022,210700432,"oxid uhelnatý (CO)",0.0070
2022,210700432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0170
2022,210700432,"tuhé znečišťující látky (TZL)",0.0250
2022,210700432,"těkavé organické látky (VOC)",0.5150
2022,210700452,"oxid uhelnatý (CO)",5.4610
2022,210700452,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.5790
2022,210700482,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,210700482,"oxid uhelnatý (CO)",0.1630
2022,210700482,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0330
2022,210700482,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.1260
2022,210700482,"tuhé znečišťující látky (TZL)",0.0120
2022,210700532,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.6740
2022,210700532,"oxid uhelnatý (CO)",0.0010
2022,210700532,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.02
2022,210700532,"tuhé znečišťující látky (TZL)",0.0560
2022,210700532,"těkavé organické látky (VOC)",0.0610
2022,210700692,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.8070
2022,210700692,"oxid uhelnatý (CO)",4.2570
2022,210700692,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8810
2022,210700692,"tuhé znečišťující látky (TZL)",0.3810
2022,210770032,"tuhé znečišťující látky (TZL)",0.3240
2022,210802102,"oxid uhelnatý (CO)",0.0040
2022,210802102,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0370
2022,210802732,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.05
2022,210802732,"oxid uhelnatý (CO)",0.0370
2022,210802732,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4940
2022,210802732,"těkavé organické látky (VOC)",1.4890
2022,210802842,"tuhé znečišťující látky (TZL)",0
2022,210842522,"oxid uhelnatý (CO)",4.8580
2022,210842522,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.2660
2022,210842522,"tuhé znečišťující látky (TZL)",1.0830
2022,210842552,"těkavé organické látky (VOC)",0.3440
2022,210842612,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.0570
2022,210842612,"tuhé znečišťující látky (TZL)",0.0030
2022,210842612,"těkavé organické látky (VOC)",0.7130
2022,210842622,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.32
2022,210842622,"oxid uhelnatý (CO)",0
2022,210842622,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,210842622,"tuhé znečišťující látky (TZL)",0.0010
2022,210870102,"oxid uhelnatý (CO)",0.0030
2022,210870102,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0310
2022,210870102,"těkavé organické látky (VOC)",0.01
2022,210870122,"tuhé znečišťující látky (TZL)",0.8490
2022,210870142,"těkavé organické látky (VOC)",6.8280
2022,210870242,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0080
2022,210870242,"oxid uhelnatý (CO)",0.0120
2022,210870242,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0470
2022,210870272,"tuhé znečišťující látky (TZL)",0.0010
2022,210900272,"oxid uhelnatý (CO)",0.52
2022,210900272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.9750
2022,210901212,"oxid uhelnatý (CO)",0.0110
2022,210901212,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2550
2022,210901262,"oxid uhelnatý (CO)",0
2022,210901262,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2022,210901392,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,210901392,"oxid uhelnatý (CO)",0.20
2022,210901392,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.0290
2022,210901392,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0110
2022,210901392,"tuhé znečišťující látky (TZL)",0.0220
2022,210901392,"těkavé organické látky (VOC)",0.07
2022,210901492,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.06
2022,210901492,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0220
2022,210901492,"oxid uhelnatý (CO)",0.5410
2022,210901492,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3740
2022,210901492,"tuhé znečišťující látky (TZL)",0.0050
