"ROK","ICP","ICO","NACE"
2022,210300842,25668731,"293200"
2022,210300882,62909134,"310100"
2022,210300902,62958887,"353010"
2022,210300912,25656635,"360000"
2022,210300992,60193531,"521000"
2022,210301062,27156711,"473000"
2022,210301112,62958887,"353010"
2022,210301132,46353283,"467300"
2022,210301362,25619578,"222200"
2022,210301412,45280355,"683200"
2022,210304202,48038687,"473000"
2022,210304242,25137026,"236300"
2022,210304272,27900649,"433400"
2022,210304312,27407781,"256100"
2022,210304442,216208,"854200"
2022,210304462,26178541,"471100"
2022,210304492,27108775,"452000"
2022,210304542,62958887,"353010"
2022,210304552,62958887,"353010"
2022,210304562,62914910,"451100"
2022,210304672,64945880,"471100"
2022,210304722,45308314,"471100"
2022,210370042,62024922,"265100"
2022,210370142,46349618,"293200"
2022,210370172,26177005,"421100"
2022,210370232,25069497,"464500"
2022,210370252,45148210,"462100"
2022,210370262,27892638,"236300"
2022,210370272,47546701,"222100"
2022,210370282,25006096,"390000"
2022,210370292,8702,"282200"
2022,210370302,45308314,"471100"
2022,210370342,47543787,"381100"
2022,210370652,48025569,"204100"
2022,210370662,61388939,"853120"
2022,210370672,60196351,"182000"
2022,210370772,26781026,"749090"
2022,210370802,28510011,"353010"
2022,210370812,27590747,"310200"
2022,210400052,60110872,"473000"
2022,210400062,60110872,"473000"
2022,210400092,47542098,"473000"
2022,210400112,25479733,"467120"
2022,210400122,26489678,"353020"
2022,210400132,26489678,"353020"
2022,210400182,26489678,"353020"
2022,210400192,26489678,"353020"
2022,210400202,26489678,"353020"
2022,210400222,60193531,"521000"
2022,210400242,49823329,"236100"
2022,210400302,44706952,"467120"
2022,210400372,25261282,"421100"
2022,210400382,25261282,"421100"
2022,210400412,14801973,"853210"
2022,210400442,44699042,"283000"
2022,210400452,48952974,"283000"
2022,210400502,46356967,"360000"
2022,210400532,47048034,"015000"
2022,210400552,44707070,"204100"
2022,210400562,104540,"015000"
2022,210400672,71002758,"853110"
2022,210400682,61682331,"181200"
2022,210400702,60193531,"521000"
2022,210400742,26489678,"353020"
2022,210400762,26489678,"353020"
2022,210440622,26489678,"353020"
2022,210440642,49356089,"381100"
2022,210470052,26170892,"245300"
2022,210470132,46355821,"014600"
2022,210500042,27073,"721900"
