Rok,Orgán finanční správy,Druh příjmu,Počet evidovaných DS celkem,Evidovaných DS "FO",Evidovaných DS "PO",Evidovaných DS "PP"_"ZO",Evidovaných DS "O"_"K",Počet aktivních DS celkem,Aktivních DS "FO",Aktivních DS "PO",Aktivních DS "PP"_"ZO",Aktivních DS "O"_"K"
2015,Celá ČR,Daň z přidané hodnoty - tuzemské osoby - registrované,805124,491696,310537,0,2631,531549,291133,237754,0,2446
2015,Celá ČR,Daň z přidané hodnoty - zahraniční osoby,4372,348,4024,0,0,4372,348,4024,0,0
2015,Celá ČR,Daň z přidané hodnoty - tuzemské osoby - OID,6180,4668,1502,0,10,6180,4668,1502,0,10
2015,Celá ČR,Daň z přidané hodnoty - ostatní,24450,2905,868,20209,468,21687,2589,223,18875,0
2015,Celá ČR,Daň z přidané hodnoty - celkem,839236,499506,316577,20209,2684,563736,298728,243461,18875,2456
2015,Celá ČR,Daň z příjmů PO,574074,0,567795,1,6278,567865,0,561603,0,6262
2015,Celá ČR,Daň z příjmů FO - podnikatelé,2108547,2108547,0,0,0,957185,957185,0,0,0
2015,Celá ČR,Daň z příjmů FO - bez příjmu podle § 7,402045,402045,0,0,0,348462,348462,0,0,0
2015,Celá ČR,Daň z příjmů FO - nepodnikatelé,893605,893605,0,0,0,841627,841627,0,0,0
2015,Celá ČR,Daň z příjmů FO - celkem,3404197,3404197,0,0,0,2147274,2147274,0,0,0
2015,Celá ČR,Daň z příjmů FO - závislá činnost,673100,311898,349760,5090,6352,540273,219868,309444,4630,6331
2015,Celá ČR,Daň z příjmů PO - srážkou dle zvláštní sazby,71907,5501,63560,616,2230,52884,4579,46783,532,990
2015,Celá ČR,Daň z příjmů FO - srážkou dle zvláštní sazby,482733,189337,283170,3886,6340,409442,149565,250039,3536,6302
2015,Celá ČR,Daň silniční,1110097,843156,265138,0,1803,819694,590948,227529,0,1217
2015,Celá ČR,Daně s povinnou registrací - celkem,4044468,3443589,589266,5255,6358,2893709,2307513,575076,4772,6348
2015,Celá ČR,Daň z nemovitých věcí,4714829,4547448,161837,0,5544,3893619,3782728,106797,0,4094
2015,Celá ČR,Daň dědická,44391,44048,248,0,95,1482,1471,11,0,0
2015,Celá ČR,Daň darovací,86037,75530,7872,0,2635,1305,1210,92,0,3
2015,Celá ČR,Daň z převodu nemovitostí,495140,455951,33255,0,5934,3532,2963,453,0,116
2015,Celá ČR,Daň z nabytí nemovitých věcí,292064,268084,19135,0,4844,210418,191652,14546,0,4220
2015,Celá ČR,Majetkové daně - celkem,4937080,4756812,173743,0,6524,3945798,3830917,109354,0,5527
2015,Celá ČR,Loterie a jiné podobné hry,910,0,848,0,62,477,0,446,0,31
2015,Celá ČR,Pokuty v blokovém a správním řízení,19687,17144,2403,0,140,,,,,
2015,Celá ČR,Odvody za porušení rozpočtové kázně,13535,4649,6184,0,2702,,,,,
2015,Celá ČR,Ekologické druhy příjmů,5714,2604,1972,0,1138,,,,,
2015,Celá ČR,Depozitní druhy příjmů,124890,94722,29976,34,152,,,,,
2015,Celá ČR,Daně staré daňové soustavy,72378,66167,5965,18,228,,,,,
2015,Celá ČR,Druhy příjmů nezahrnuté,330914,214138,111050,979,4726,,,,,
2015,Celá ČR,Celkem počet DS,7108047,6404159,671397,25470,6758,5596241,4946982,618805,23647,6591
2015,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - tuzemské osoby - registrované,190323,67621,122557,0,57,135168,41588,93457,0,53
2015,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - zahraniční osoby,4234,313,3921,0,0,4234,313,3921,0,0
2015,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - tuzemské osoby - OID,1996,1186,810,0,0,1996,1186,810,0,0
2015,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - ostatní,18510,1224,446,16840,0,16795,1129,160,15506,0
2015,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - celkem,214942,70337,127620,16840,57,158169,44216,98324,15506,53
2015,FÚ pro hlavní město Prahu,Daň z příjmů PO,210201,0,210162,0,39,208500,0,208464,0,36
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - podnikatelé,339129,339129,0,0,0,160359,160359,0,0,0
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - bez příjmu podle § 7,68469,68469,0,0,0,59072,59072,0,0,0
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - nepodnikatelé,116762,116762,0,0,0,107893,107893,0,0,0
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - celkem,524360,524360,0,0,0,327324,327324,0,0,0
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - závislá činnost,158524,36788,121032,646,58,133688,26295,106766,569,58
2015,FÚ pro hlavní město Prahu,Daň z příjmů PO - srážkou dle zvláštní sazby,23485,946,22450,69,20,17684,797,16820,57,10
2015,FÚ pro hlavní město Prahu,Daň z příjmů FO - srážkou dle zvláštní sazby,115612,25855,89232,467,58,99873,21327,78063,425,58
2015,FÚ pro hlavní město Prahu,Daň silniční,205374,114182,91173,0,19,155940,79068,76863,0,9
2015,FÚ pro hlavní město Prahu,Daně s povinnou registrací - celkem,745214,528103,216383,670,58,560768,347994,212123,593,58
2015,FÚ pro hlavní město Prahu,Daň z nemovitých věcí,450665,421904,28693,0,68,367076,348509,18514,0,53
2015,FÚ pro hlavní město Prahu,Daň dědická,4839,4777,58,0,4,171,168,3,0,0
2015,FÚ pro hlavní město Prahu,Daň darovací,7259,5760,1483,0,16,170,152,18,0,0
2015,FÚ pro hlavní město Prahu,Daň z převodu nemovitostí,30832,25306,5497,0,29,837,638,199,0,0
2015,FÚ pro hlavní město Prahu,Daň z nabytí nemovitých věcí,22418,19560,2854,0,4,13862,11925,1936,0,1
2015,FÚ pro hlavní město Prahu,Majetkové daně - celkem,470816,439734,31007,0,75,371516,352559,18904,0,53
2015,FÚ pro hlavní město Prahu,Loterie a jiné podobné hry,151,0,148,0,3,84,0,82,0,2
2015,FÚ pro hlavní město Prahu,Pokuty v blokovém a správním řízení,1516,1049,460,0,7,,,,,
2015,FÚ pro hlavní město Prahu,Odvody za porušení rozpočtové kázně,1094,151,931,0,12,,,,,
2015,FÚ pro hlavní město Prahu,Ekologické druhy příjmů,124,26,93,0,5,,,,,
2015,FÚ pro hlavní město Prahu,Depozitní druhy příjmů,20809,10171,10629,1,7,,,,,
2015,FÚ pro hlavní město Prahu,Daně staré daňové soustavy,13072,11583,1484,1,4,,,,,
2015,FÚ pro hlavní město Prahu,Druhy příjmů nezahrnuté,67011,28622,38187,116,80,,,,,
2015,FÚ pro hlavní město Prahu,Celkem počet DS,1012838,764207,230924,17512,107,797705,560449,221011,16099,76
2015,FÚ pro Středočeský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,93688,68777,24484,0,415,61001,41533,19076,0,381
2015,FÚ pro Středočeský kraj,Daň z přidané hodnoty - zahraniční osoby,14,0,14,0,0,14,0,14,0,0
2015,FÚ pro Středočeský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,580,520,60,0,0,580,520,60,0,0
2015,FÚ pro Středočeský kraj,Daň z přidané hodnoty - ostatní,240,178,25,0,37,140,136,4,0,0
2015,FÚ pro Středočeský kraj,Daň z přidané hodnoty - celkem,94458,69456,24567,0,423,61732,42189,19151,0,381
2015,FÚ pro Středočeský kraj,Daň z příjmů PO,48912,0,47787,0,1125,48506,0,47385,0,1121
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - podnikatelé,266016,266016,0,0,0,128095,128095,0,0,0
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - bez příjmu podle § 7,58458,58458,0,0,0,47253,47253,0,0,0
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - nepodnikatelé,113500,113500,0,0,0,104702,104702,0,0,0
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - celkem,437974,437974,0,0,0,280050,280050,0,0,0
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - závislá činnost,67588,37667,28268,510,1143,52336,25736,25022,440,1138
2015,FÚ pro Středočeský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,7961,1346,6074,78,463,6200,1221,4647,63,269
2015,FÚ pro Středočeský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,46982,21773,23686,380,1143,39609,17221,20934,332,1122
2015,FÚ pro Středočeský kraj,Daň silniční,135212,112972,21946,0,294,97195,78079,18920,0,196
2015,FÚ pro Středočeský kraj,Daně s povinnou registrací - celkem,493932,442963,49296,529,1144,348688,298939,48150,455,1144
2015,FÚ pro Středočeský kraj,Daň z nemovitých věcí,745409,723438,21060,0,911,595132,580902,13540,0,690
2015,FÚ pro Středočeský kraj,Daň dědická,6107,6074,23,0,10,512,509,3,0,0
2015,FÚ pro Středočeský kraj,Daň darovací,11040,9893,752,0,395,238,214,22,0,2
2015,FÚ pro Středočeský kraj,Daň z převodu nemovitostí,76616,70872,4670,0,1074,360,291,44,0,25
2015,FÚ pro Středočeský kraj,Daň z nabytí nemovitých věcí,43698,40174,2693,0,831,29653,26944,1994,0,715
2015,FÚ pro Středočeský kraj,Majetkové daně - celkem,781738,758025,22571,0,1142,602893,588053,13897,0,943
2015,FÚ pro Středočeský kraj,Loterie a jiné podobné hry,40,0,36,0,4,17,0,16,0,1
2015,FÚ pro Středočeský kraj,Pokuty v blokovém a správním řízení,2420,2245,151,0,24,,,,,
2015,FÚ pro Středočeský kraj,Odvody za porušení rozpočtové kázně,1453,346,611,0,496,,,,,
2015,FÚ pro Středočeský kraj,Ekologické druhy příjmů,769,412,247,0,110,,,,,
2015,FÚ pro Středočeský kraj,Depozitní druhy příjmů,16394,13417,2953,3,20,,,,,
2015,FÚ pro Středočeský kraj,Daně staré daňové soustavy,7922,7371,456,4,91,,,,,
2015,FÚ pro Středočeský kraj,Druhy příjmů nezahrnuté,36117,26503,8820,102,691,,,,,
2015,FÚ pro Středočeský kraj,Celkem počet DS,1023695,959054,62929,530,1170,782631,725560,55439,455,1166
2015,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,43139,30775,12093,0,263,29110,18833,10013,0,257
2015,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - zahraniční osoby,22,18,4,0,0,22,18,4,0,0
2015,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,314,280,34,0,0,314,280,34,0,0
2015,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - ostatní,225,129,42,0,54,114,112,2,0,0
2015,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - celkem,43612,31192,12148,0,264,29556,19241,10051,0,257
2015,FÚ pro Jihočeský kraj,Daň z příjmů PO,25334,0,24715,0,619,24941,0,24324,0,617
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - podnikatelé,131057,131057,0,0,0,60251,60251,0,0,0
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - bez příjmu podle § 7,24702,24702,0,0,0,22119,22119,0,0,0
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - nepodnikatelé,57150,57150,0,0,0,53481,53481,0,0,0
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - celkem,212909,212909,0,0,0,135851,135851,0,0,0
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - závislá činnost,37190,20453,15725,389,623,29794,14763,14060,351,620
2015,FÚ pro Jihočeský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,3084,384,2501,68,131,2260,331,1815,67,47
2015,FÚ pro Jihočeský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,25534,11036,13564,311,623,21146,8352,11893,283,618
2015,FÚ pro Jihočeský kraj,Daň silniční,66727,55333,11245,0,149,48106,38444,9571,0,91
2015,FÚ pro Jihočeský kraj,Daně s povinnou registrací - celkem,242910,215802,26086,399,623,172759,146514,25262,360,623
2015,FÚ pro Jihočeský kraj,Daň z nemovitých věcí,322952,312014,10404,0,534,267528,259991,7096,0,441
2015,FÚ pro Jihočeský kraj,Daň dědická,2345,2322,14,0,9,100,100,0,0,0
2015,FÚ pro Jihočeský kraj,Daň darovací,5028,4446,396,0,186,39,37,1,0,1
2015,FÚ pro Jihočeský kraj,Daň z převodu nemovitostí,35092,32447,2097,0,548,90,80,7,0,3
2015,FÚ pro Jihočeský kraj,Daň z nabytí nemovitých věcí,20653,18843,1364,0,446,15667,14188,1084,0,395
2015,FÚ pro Jihočeský kraj,Majetkové daně - celkem,337439,325805,11009,0,625,270917,263140,7244,0,533
2015,FÚ pro Jihočeský kraj,Loterie a jiné podobné hry,55,0,48,0,7,22,0,19,0,3
2015,FÚ pro Jihočeský kraj,Pokuty v blokovém a správním řízení,751,640,109,0,2,,,,,
2015,FÚ pro Jihočeský kraj,Odvody za porušení rozpočtové kázně,828,268,334,0,226,,,,,
2015,FÚ pro Jihočeský kraj,Ekologické druhy příjmů,425,220,136,0,69,,,,,
2015,FÚ pro Jihočeský kraj,Depozitní druhy příjmů,5784,4629,1146,2,5,,,,,
2015,FÚ pro Jihočeský kraj,Daně staré daňové soustavy,3823,3626,186,2,9,,,,,
2015,FÚ pro Jihočeský kraj,Druhy příjmů nezahrnuté,19176,14430,4379,62,304,,,,,
2015,FÚ pro Jihočeský kraj,Celkem počet DS,450814,418654,31102,400,650,355170,326421,27737,360,645
2015,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,39700,27509,11912,0,265,24857,15860,8731,0,252
2015,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - zahraniční osoby,3,0,3,0,0,3,0,3,0,0
2015,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,256,207,49,0,0,256,207,49,0,0
2015,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - ostatní,188,102,16,0,70,96,94,2,0,0
2015,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - celkem,40060,27810,11969,0,267,25208,16159,8783,0,252
2015,FÚ pro Plzeňský kraj,Daň z příjmů PO,24550,0,24047,0,503,24285,0,23782,0,503
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - podnikatelé,124048,124048,0,0,0,50546,50546,0,0,0
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - bez příjmu podle § 7,23785,23785,0,0,0,21448,21448,0,0,0
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - nepodnikatelé,46912,46912,0,0,0,44759,44759,0,0,0
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - celkem,194745,194745,0,0,0,116753,116753,0,0,0
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - závislá činnost,32518,17186,14563,263,506,26054,12353,12957,239,505
2015,FÚ pro Plzeňský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,3051,215,2688,38,110,2343,168,2080,36,59
2015,FÚ pro Plzeňský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,23716,10378,12626,208,504,20039,8114,11231,190,504
2015,FÚ pro Plzeňský kraj,Daň silniční,59527,48386,10970,0,171,44417,34882,9398,0,137
2015,FÚ pro Plzeňský kraj,Daně s povinnou registrací - celkem,222490,196895,24818,271,506,152335,127393,24190,246,506
2015,FÚ pro Plzeňský kraj,Daň z nemovitých věcí,291487,282531,8498,0,458,231575,225887,5285,0,403
2015,FÚ pro Plzeňský kraj,Daň dědická,2296,2282,9,0,5,24,24,0,0,0
2015,FÚ pro Plzeňský kraj,Daň darovací,4625,4180,284,0,161,53,45,8,0,0
2015,FÚ pro Plzeňský kraj,Daň z převodu nemovitostí,27185,25078,1657,0,450,137,118,14,0,5
2015,FÚ pro Plzeňský kraj,Daň z nabytí nemovitých věcí,17064,15688,995,0,381,12326,11236,764,0,326
2015,FÚ pro Plzeňský kraj,Majetkové daně - celkem,303414,293884,9027,0,503,234155,228278,5425,0,452
2015,FÚ pro Plzeňský kraj,Loterie a jiné podobné hry,47,0,44,0,3,35,0,33,0,2
2015,FÚ pro Plzeňský kraj,Pokuty v blokovém a správním řízení,658,494,142,0,22,,,,,
2015,FÚ pro Plzeňský kraj,Odvody za porušení rozpočtové kázně,762,253,272,0,237,,,,,
2015,FÚ pro Plzeňský kraj,Ekologické druhy příjmů,320,123,128,0,69,,,,,
2015,FÚ pro Plzeňský kraj,Depozitní druhy příjmů,9304,7696,1556,3,48,,,,,
2015,FÚ pro Plzeňský kraj,Daně staré daňové soustavy,3875,3599,258,0,18,,,,,
2015,FÚ pro Plzeňský kraj,Druhy příjmů nezahrnuté,19874,15423,4089,56,306,,,,,
2015,FÚ pro Plzeňský kraj,Celkem počet DS,412742,382621,29313,272,522,312204,285186,26242,246,516
2015,FÚ pro Karlovarský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,18304,12577,5659,0,62,10805,6635,4105,0,60
2015,FÚ pro Karlovarský kraj,Daň z přidané hodnoty - zahraniční osoby,1,0,1,0,0,1,0,1,0,0
2015,FÚ pro Karlovarský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,215,168,47,0,0,215,168,47,0,0
2015,FÚ pro Karlovarský kraj,Daň z přidané hodnoty - ostatní,93,54,18,0,21,51,50,1,0,0
2015,FÚ pro Karlovarský kraj,Daň z přidané hodnoty - celkem,18591,12797,5719,0,69,11072,6853,4154,0,60
2015,FÚ pro Karlovarský kraj,Daň z příjmů PO,13872,0,13740,0,132,13764,0,13632,0,132
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - podnikatelé,63839,63839,0,0,0,23881,23881,0,0,0
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - bez příjmu podle § 7,10509,10509,0,0,0,9558,9558,0,0,0
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - nepodnikatelé,20260,20260,0,0,0,19239,19239,0,0,0
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - celkem,94608,94608,0,0,0,52678,52678,0,0,0
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - závislá činnost,17913,9874,7711,196,132,13658,6518,6825,183,132
2015,FÚ pro Karlovarský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,1415,106,1231,20,58,968,65,865,15,23
2015,FÚ pro Karlovarský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,13216,6060,6862,163,131,11056,4660,6118,147,131
2015,FÚ pro Karlovarský kraj,Daň silniční,27489,21912,5518,0,59,19367,14647,4670,0,50
2015,FÚ pro Karlovarský kraj,Daně s povinnou registrací - celkem,110470,95711,14425,202,132,71763,57296,14147,188,132
2015,FÚ pro Karlovarský kraj,Daň z nemovitých věcí,127481,121667,5679,0,135,108168,104125,3934,0,109
2015,FÚ pro Karlovarský kraj,Daň dědická,736,732,2,0,2,5,5,0,0,0
2015,FÚ pro Karlovarský kraj,Daň darovací,2076,1791,232,0,53,96,90,6,0,0
2015,FÚ pro Karlovarský kraj,Daň z převodu nemovitostí,14732,13482,1119,0,131,46,38,7,0,1
2015,FÚ pro Karlovarský kraj,Daň z nabytí nemovitých věcí,8534,7728,685,0,121,5876,5305,474,0,97
2015,FÚ pro Karlovarský kraj,Majetkové daně - celkem,133366,127178,6047,0,141,109519,105369,4022,0,128
2015,FÚ pro Karlovarský kraj,Loterie a jiné podobné hry,79,0,73,0,6,41,0,38,0,3
2015,FÚ pro Karlovarský kraj,Pokuty v blokovém a správním řízení,597,547,40,0,10,,,,,
2015,FÚ pro Karlovarský kraj,Odvody za porušení rozpočtové kázně,429,170,172,0,87,,,,,
2015,FÚ pro Karlovarský kraj,Ekologické druhy příjmů,208,106,73,0,29,,,,,
2015,FÚ pro Karlovarský kraj,Depozitní druhy příjmů,3937,3235,697,1,4,,,,,
2015,FÚ pro Karlovarský kraj,Daně staré daňové soustavy,1722,1515,200,1,6,,,,,
2015,FÚ pro Karlovarský kraj,Druhy příjmů nezahrnuté,10749,8395,2204,34,115,,,,,
2015,FÚ pro Karlovarský kraj,Celkem počet DS,188987,171863,16772,203,143,148211,132368,15515,188,135
2015,FÚ pro Ústecký kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,44906,31652,13093,0,156,26588,17488,8967,0,130
2015,FÚ pro Ústecký kraj,Daň z přidané hodnoty - zahraniční osoby,9,3,6,0,0,9,3,6,0,0
2015,FÚ pro Ústecký kraj,Daň z přidané hodnoty - tuzemské osoby - OID,250,215,35,0,0,250,215,35,0,0
2015,FÚ pro Ústecký kraj,Daň z přidané hodnoty - ostatní,205,116,32,0,57,97,97,0,0,0
2015,FÚ pro Ústecký kraj,Daň z přidané hodnoty - celkem,45285,31973,13145,0,162,26944,17803,9008,0,130
2015,FÚ pro Ústecký kraj,Daň z příjmů PO,26887,0,26533,0,354,26507,0,26155,0,352
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - podnikatelé,149067,149067,0,0,0,58058,58058,0,0,0
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - bez příjmu podle § 7,22748,22748,0,0,0,19968,19968,0,0,0
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - nepodnikatelé,52009,52009,0,0,0,49075,49075,0,0,0
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - celkem,223824,223824,0,0,0,127101,127101,0,0,0
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - závislá činnost,42298,23951,17596,395,356,31985,16105,15165,360,355
2015,FÚ pro Ústecký kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,3537,237,3084,42,174,2251,169,1993,32,57
2015,FÚ pro Ústecký kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,27949,13249,14038,306,356,22011,9342,12037,277,355
2015,FÚ pro Ústecký kraj,Daň silniční,66695,54079,12504,0,112,45551,35219,10271,0,61
2015,FÚ pro Ústecký kraj,Daně s povinnou registrací - celkem,255931,227028,28136,411,356,165790,137649,27413,373,355
2015,FÚ pro Ústecký kraj,Daň z nemovitých věcí,310031,298498,11224,0,309,257471,250280,7082,0,109
2015,FÚ pro Ústecký kraj,Daň dědická,3068,3042,17,0,9,74,74,0,0,0
2015,FÚ pro Ústecký kraj,Daň darovací,5939,5068,668,0,203,66,64,2,0,0
2015,FÚ pro Ústecký kraj,Daň z převodu nemovitostí,38336,35518,2471,0,347,81,72,6,0,3
2015,FÚ pro Ústecký kraj,Daň z nabytí nemovitých věcí,21120,19630,1200,0,290,16056,14872,918,0,266
2015,FÚ pro Ústecký kraj,Majetkové daně - celkem,327677,315192,12122,0,363,261819,254276,7247,0,296
2015,FÚ pro Ústecký kraj,Loterie a jiné podobné hry,69,0,63,0,6,29,0,26,0,3
2015,FÚ pro Ústecký kraj,Pokuty v blokovém a správním řízení,2615,2355,250,0,10,,,,,
2015,FÚ pro Ústecký kraj,Odvody za porušení rozpočtové kázně,1592,730,640,0,222,,,,,
2015,FÚ pro Ústecký kraj,Ekologické druhy příjmů,351,159,141,0,51,,,,,
2015,FÚ pro Ústecký kraj,Depozitní druhy příjmů,10511,9166,1333,3,9,,,,,
2015,FÚ pro Ústecký kraj,Daně staré daňové soustavy,5675,5338,334,0,3,,,,,
2015,FÚ pro Ústecký kraj,Druhy příjmů nezahrnuté,25245,18973,5777,96,399,,,,,
2015,FÚ pro Ústecký kraj,Celkem počet DS,461795,427392,33620,411,367,354616,323658,30221,373,361
2015,FÚ pro Liberecký kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,29799,20984,8700,0,114,18187,11918,6177,0,91
2015,FÚ pro Liberecký kraj,Daň z přidané hodnoty - zahraniční osoby,3,0,3,0,0,3,0,3,0,0
2015,FÚ pro Liberecký kraj,Daň z přidané hodnoty - tuzemské osoby - OID,164,141,23,0,0,164,141,23,0,0
2015,FÚ pro Liberecký kraj,Daň z přidané hodnoty - ostatní,171,98,25,0,48,84,84,0,0,0
2015,FÚ pro Liberecký kraj,Daň z přidané hodnoty - celkem,30064,21216,8731,0,116,18438,12143,6203,0,91
2015,FÚ pro Liberecký kraj,Daň z příjmů PO,16194,0,15979,0,215,15995,0,15780,0,215
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - podnikatelé,93295,93295,0,0,0,39374,39374,0,0,0
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - bez příjmu podle § 7,14260,14260,0,0,0,12259,12259,0,0,0
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - nepodnikatelé,31672,31672,0,0,0,30014,30014,0,0,0
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - celkem,139227,139227,0,0,0,81647,81647,0,0,0
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - závislá činnost,23857,12749,10510,381,217,18053,8406,9077,354,216
2015,FÚ pro Liberecký kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,2033,164,1773,29,67,1300,114,1136,24,26
2015,FÚ pro Liberecký kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,15887,6958,8494,219,216,12641,5072,7171,182,216
2015,FÚ pro Liberecký kraj,Daň silniční,42528,34261,8191,0,76,28950,22131,6775,0,44
2015,FÚ pro Liberecký kraj,Daně s povinnou registrací - celkem,158151,140727,16818,389,217,104886,87974,16335,361,216
2015,FÚ pro Liberecký kraj,Daň z nemovitých věcí,196054,188027,7824,0,203,161254,156306,4826,0,122
2015,FÚ pro Liberecký kraj,Daň dědická,2040,2027,7,0,6,35,35,0,0,0
2015,FÚ pro Liberecký kraj,Daň darovací,4314,3724,467,0,123,161,152,9,0,0
2015,FÚ pro Liberecký kraj,Daň z převodu nemovitostí,22629,20797,1621,0,211,211,187,18,0,6
2015,FÚ pro Liberecký kraj,Daň z nabytí nemovitých věcí,11392,10456,758,0,178,7633,6916,558,0,159
2015,FÚ pro Liberecký kraj,Majetkové daně - celkem,207277,198591,8456,0,230,163392,158256,4949,0,187
2015,FÚ pro Liberecký kraj,Loterie a jiné podobné hry,29,0,27,0,2,14,0,13,0,1
2015,FÚ pro Liberecký kraj,Pokuty v blokovém a správním řízení,711,590,116,0,5,,,,,
2015,FÚ pro Liberecký kraj,Odvody za porušení rozpočtové kázně,479,164,196,0,119,,,,,
2015,FÚ pro Liberecký kraj,Ekologické druhy příjmů,305,151,112,0,42,,,,,
2015,FÚ pro Liberecký kraj,Depozitní druhy příjmů,5614,4603,1002,0,9,,,,,
2015,FÚ pro Liberecký kraj,Daně staré daňové soustavy,4352,3897,454,0,1,,,,,
2015,FÚ pro Liberecký kraj,Druhy příjmů nezahrnuté,11092,7945,2913,44,190,,,,,
2015,FÚ pro Liberecký kraj,Celkem počet DS,290136,268069,21442,389,235,221631,202444,18596,361,229
2015,FÚ pro Královéhradecký kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,35648,25742,9750,0,155,25227,17061,8023,0,142
2015,FÚ pro Královéhradecký kraj,Daň z přidané hodnoty - zahraniční osoby,7,3,4,0,0,7,3,4,0,0
2015,FÚ pro Královéhradecký kraj,Daň z přidané hodnoty - tuzemské osoby - OID,220,193,27,0,0,220,193,27,0,0
2015,FÚ pro Královéhradecký kraj,Daň z přidané hodnoty - ostatní,131,100,13,0,18,92,92,0,0,0
2015,FÚ pro Královéhradecký kraj,Daň z přidané hodnoty - celkem,35977,26034,9787,0,155,25545,17348,8054,0,142
2015,FÚ pro Královéhradecký kraj,Daň z příjmů PO,20799,0,20350,0,449,20521,0,20072,0,449
2015,FÚ pro Královéhradecký kraj,Daň z příjmů FO - podnikatelé,105820,105820,0,0,0,51512,51512,0,0,0
2015,FÚ pro Královéhradecký kraj,Daň z příjmů FO - bez příjmu podle § 7,19197,19197,0,0,0,17443,17443,0,0,0
2015,FÚ pro Královéhradecký kraj,Daň z příjmů FO - nepodnikatelé,51063,51063,0,0,0,48463,48463,0,0,0
2015,FÚ pro Královéhradecký kraj,Daň z příjmů FO - celkem,176080,176080,0,0,0,117418,117418,0,0,0
2015,FÚ pro Královéhradecký kraj,Daň z příjmů FO - závislá činnost,29962,15644,13413,456,449,25382,12246,12274,413,449
