Rok,Orgán finanční správy,Druh příjmu,Počet evidovaných DS celkem,Evidovaných DS "FO",Evidovaných DS "PO",Evidovaných DS "PP"_"ZO",Evidovaných DS "O"_"K",Počet aktivních DS celkem,Aktivních DS "FO",Aktivních DS "PO",Aktivních DS "PP"_"ZO",Aktivních DS "O"_"K"
2017,FÚ pro Jihomoravský kraj,Odvody za porušení rozpočtové kázně,1295,487,580,0,228,,,,,
2017,FÚ pro Jihomoravský kraj,Ekologické druhy příjmů,458,219,154,0,85,,,,,
2017,FÚ pro Jihomoravský kraj,Depozitní druhy příjmů,13043,8832,4197,3,11,,,,,
2017,FÚ pro Jihomoravský kraj,Daně staré daňové soustavy,9078,8344,713,1,20,,,,,
2017,FÚ pro Jihomoravský kraj,Druhy příjmů nezahrnuté,43025,26570,15896,28,525,,,,,
2017,FÚ pro Jihomoravský kraj,Celkem počet DS,837464,750090,80521,6126,727,654986,574086,74077,6110,713
2017,FÚ pro Olomoucký kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,41424,29430,11780,0,205,25105,15561,9338,0,199
2017,FÚ pro Olomoucký kraj,Daň z přidané hodnoty - zahraniční osoby,10,1,9,0,0,10,1,9,0,0
2017,FÚ pro Olomoucký kraj,Daň z přidané hodnoty - tuzemské osoby - OID,433,354,79,0,0,433,354,79,0,0
2017,FÚ pro Olomoucký kraj,Daň z přidané hodnoty - ostatní,161,99,32,0,30,89,88,1,0,0
2017,FÚ pro Olomoucký kraj,Daň z přidané hodnoty - celkem,41975,29881,11878,0,207,25636,16004,9426,0,199
2017,FÚ pro Olomoucký kraj,Daň z příjmů PO,24198,0,23796,0,402,23895,0,23493,0,402
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - podnikatelé,119275,119275,0,0,0,49900,49900,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - bez příjmu podle § 7,16147,16147,0,0,0,14046,14046,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - nepodnikatelé,54486,54486,0,0,0,51706,51706,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - celkem,189908,189908,0,0,0,115652,115652,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - závislá činnost,37516,20951,15883,280,402,29210,14498,14054,256,402
2017,FÚ pro Olomoucký kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,3249,280,2732,30,207,2369,234,2003,28,104
2017,FÚ pro Olomoucký kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,27475,12603,14247,223,402,23068,9714,12747,205,402
2017,FÚ pro Olomoucký kraj,Daň silniční,61118,49774,11229,0,115,43586,33745,9769,0,72
2017,FÚ pro Olomoucký kraj,Daně s povinnou registrací - celkem,218698,193196,24816,284,402,151207,126513,24035,257,402
2017,FÚ pro Olomoucký kraj,Daň z nemovitých věcí,279428,271014,8030,0,384,240918,234592,6021,0,305
2017,FÚ pro Olomoucký kraj,Daň dědická,2820,2796,18,0,6,52,52,0,0,0
2017,FÚ pro Olomoucký kraj,Daň darovací,5592,5097,304,0,191,0,0,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z převodu nemovitostí,25437,23671,1404,0,362,1,1,0,0,0
2017,FÚ pro Olomoucký kraj,Daň z nabytí nemovitých věcí,22696,20702,1668,0,326,12580,11505,985,0,90
2017,FÚ pro Olomoucký kraj,Majetkové daně - celkem,292036,283020,8598,0,418,245423,238841,6259,0,323
2017,FÚ pro Olomoucký kraj,Loterie a jiné podobné hry,69,0,64,0,5,41,0,39,0,2
2017,FÚ pro Olomoucký kraj,Daň z hazardních her,0,0,0,0,0,0,0,0,0,0
2017,FÚ pro Olomoucký kraj,Pokuty v blokovém a správním řízení,369,281,78,0,10,,,,,
2017,FÚ pro Olomoucký kraj,Odvody za porušení rozpočtové kázně,901,360,376,0,165,,,,,
2017,FÚ pro Olomoucký kraj,Ekologické druhy příjmů,310,146,105,0,59,,,,,
2017,FÚ pro Olomoucký kraj,Depozitní druhy příjmů,7925,6339,1579,3,2,,,,,
2017,FÚ pro Olomoucký kraj,Daně staré daňové soustavy,3458,3267,176,4,11,,,,,
2017,FÚ pro Olomoucký kraj,Druhy příjmů nezahrnuté,16520,11537,4603,14,366,,,,,
2017,FÚ pro Olomoucký kraj,Celkem počet DS,392800,363816,28271,284,429,320789,293779,26332,257,421
2017,FÚ pro Moravskoslezský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,75320,48895,26222,0,193,44654,24927,19533,0,186
2017,FÚ pro Moravskoslezský kraj,Daň z přidané hodnoty - zahraniční osoby,5658,670,4988,0,0,5658,670,4988,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,986,781,202,0,3,986,781,202,0,3
2017,FÚ pro Moravskoslezský kraj,Daň z přidané hodnoty - ostatní,356,267,50,0,39,238,237,1,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z přidané hodnoty - celkem,82244,50597,31437,0,200,51532,26611,24724,0,189
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů PO,47346,0,47045,1,300,46751,0,46451,0,300
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - podnikatelé,218193,218193,0,0,0,85882,85882,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - bez příjmu podle § 7,27440,27440,0,0,0,22027,22027,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - nepodnikatelé,91445,91445,0,0,0,85723,85723,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - celkem,337078,337078,0,0,0,193632,193632,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - závislá činnost,69617,38242,30711,358,306,54040,26324,27074,338,304
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,6118,483,5432,54,149,4535,409,4028,52,46
2017,FÚ pro Moravskoslezský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,53873,25974,27292,300,307,44789,20096,24107,282,304
2017,FÚ pro Moravskoslezský kraj,Daň silniční,111481,87890,23484,0,107,79268,58781,20412,0,75
2017,FÚ pro Moravskoslezský kraj,Daně s povinnou registrací - celkem,392681,343342,48660,371,308,262436,214604,47176,351,305
2017,FÚ pro Moravskoslezský kraj,Daň z nemovitých věcí,425904,412121,13517,0,266,342465,332943,9347,0,175
2017,FÚ pro Moravskoslezský kraj,Daň dědická,4459,4432,22,0,5,16,16,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň darovací,8215,7431,591,0,193,0,0,0,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z převodu nemovitostí,36599,34442,1854,0,303,2,1,1,0,0
2017,FÚ pro Moravskoslezský kraj,Daň z nabytí nemovitých věcí,30206,27691,2231,0,284,17511,16163,1284,0,64
2017,FÚ pro Moravskoslezský kraj,Majetkové daně - celkem,446063,431295,14435,0,333,348912,339010,9705,0,197
2017,FÚ pro Moravskoslezský kraj,Loterie a jiné podobné hry,27,0,21,0,6,8,0,4,0,4
2017,FÚ pro Moravskoslezský kraj,Daň z hazardních her,3,0,2,0,1,2,0,1,0,1
2017,FÚ pro Moravskoslezský kraj,Pokuty v blokovém a správním řízení,4022,3908,107,0,7,,,,,
2017,FÚ pro Moravskoslezský kraj,Odvody za porušení rozpočtové kázně,1549,721,678,0,150,,,,,
2017,FÚ pro Moravskoslezský kraj,Ekologické druhy příjmů,548,299,155,0,94,,,,,
2017,FÚ pro Moravskoslezský kraj,Depozitní druhy příjmů,11837,9231,2601,0,5,,,,,
2017,FÚ pro Moravskoslezský kraj,Daně staré daňové soustavy,5771,5327,428,0,16,,,,,
2017,FÚ pro Moravskoslezský kraj,Druhy příjmů nezahrnuté,31109,20134,10577,31,363,,,,,
2017,FÚ pro Moravskoslezský kraj,Celkem počet DS,671501,611078,59716,371,336,511314,455643,55004,351,316
2017,FÚ pro Zlínský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,39814,27209,12422,0,173,24771,14975,9619,0,167
2017,FÚ pro Zlínský kraj,Daň z přidané hodnoty - zahraniční osoby,5,0,5,0,0,5,0,5,0,0
2017,FÚ pro Zlínský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,560,464,94,0,2,560,464,94,0,2
2017,FÚ pro Zlínský kraj,Daň z přidané hodnoty - ostatní,133,114,15,0,4,105,105,0,0,0
2017,FÚ pro Zlínský kraj,Daň z přidané hodnoty - celkem,40496,27785,12526,0,175,25441,15544,9718,0,169
2017,FÚ pro Zlínský kraj,Daň z příjmů PO,23316,0,23008,0,308,22958,0,22650,0,308
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - podnikatelé,113924,113924,0,0,0,52738,52738,0,0,0
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - bez příjmu podle § 7,17206,17206,0,0,0,13017,13017,0,0,0
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - nepodnikatelé,48826,48826,0,0,0,44961,44961,0,0,0
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - celkem,179956,179956,0,0,0,110716,110716,0,0,0
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - závislá činnost,34098,17761,15776,253,308,26490,12098,13859,225,308
2017,FÚ pro Zlínský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,2490,148,2185,15,142,1738,120,1534,14,70
2017,FÚ pro Zlínský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,23917,10158,13236,215,308,20198,7946,11754,190,308
2017,FÚ pro Zlínský kraj,Daň silniční,61588,49233,12226,0,129,46709,35740,10870,0,99
2017,FÚ pro Zlínský kraj,Daně s povinnou registrací - celkem,206934,182097,24265,264,308,146115,122101,23473,233,308
2017,FÚ pro Zlínský kraj,Daň z nemovitých věcí,280283,272109,7854,0,320,245261,239363,5608,0,290
2017,FÚ pro Zlínský kraj,Daň dědická,2544,2529,12,0,3,21,21,0,0,0
2017,FÚ pro Zlínský kraj,Daň darovací,4658,4249,274,0,135,0,0,0,0,0
2017,FÚ pro Zlínský kraj,Daň z převodu nemovitostí,25216,23534,1396,0,286,0,0,0,0,0
2017,FÚ pro Zlínský kraj,Daň z nabytí nemovitých věcí,23019,21055,1710,0,254,12627,11536,1006,0,85
2017,FÚ pro Zlínský kraj,Majetkové daně - celkem,289828,281106,8391,0,331,249125,243008,5822,0,295
2017,FÚ pro Zlínský kraj,Loterie a jiné podobné hry,27,0,24,0,3,8,0,6,0,2
2017,FÚ pro Zlínský kraj,Daň z hazardních her,0,0,0,0,0,0,0,0,0,0
2017,FÚ pro Zlínský kraj,Pokuty v blokovém a správním řízení,786,698,85,0,3,,,,,
2017,FÚ pro Zlínský kraj,Odvody za porušení rozpočtové kázně,663,161,364,0,138,,,,,
2017,FÚ pro Zlínský kraj,Ekologické druhy příjmů,231,108,79,0,44,,,,,
2017,FÚ pro Zlínský kraj,Depozitní druhy příjmů,6703,5459,1237,2,5,,,,,
2017,FÚ pro Zlínský kraj,Daně staré daňové soustavy,4046,3664,367,0,15,,,,,
2017,FÚ pro Zlínský kraj,Druhy příjmů nezahrnuté,15914,11290,4469,20,133,,,,,
2017,FÚ pro Zlínský kraj,Celkem počet DS,379124,350814,27711,264,335,320417,294349,25506,233,329
2017,Specializovaný FÚ,Daň z přidané hodnoty - tuzemské osoby - registrované,1491,0,1418,0,0,1159,0,1093,0,0
2017,Specializovaný FÚ,Daň z přidané hodnoty - zahraniční osoby,5,0,5,0,0,5,0,5,0,0
2017,Specializovaný FÚ,Daň z přidané hodnoty - tuzemské osoby - OID,37,0,37,0,0,37,0,37,0,0
2017,Specializovaný FÚ,Daň z přidané hodnoty - ostatní,4,0,4,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z přidané hodnoty - celkem,1533,0,1460,0,0,1201,0,1135,0,0
2017,Specializovaný FÚ,Daň z příjmů PO,1981,0,1981,0,0,1960,0,1960,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - podnikatelé,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - bez příjmu podle § 7,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - nepodnikatelé,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - celkem,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - závislá činnost,1524,0,1522,2,0,1473,0,1471,2,0
2017,Specializovaný FÚ,Daň z příjmů PO - srážkou dle zvláštní sazby,1119,0,1119,0,0,874,0,874,0,0
2017,Specializovaný FÚ,Daň z příjmů FO - srážkou dle zvláštní sazby,1487,0,1485,2,0,1412,0,1410,2,0
2017,Specializovaný FÚ,Daň silniční,1384,0,1384,0,0,1306,0,1306,0,0
2017,Specializovaný FÚ,Daně s povinnou registrací - celkem,1990,0,1988,2,0,1967,0,1965,2,0
2017,Specializovaný FÚ,Daň z nemovitých věcí,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň dědická,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň darovací,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z převodu nemovitostí,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Daň z nabytí nemovitých věcí,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Majetkové daně - celkem,0,0,0,0,0,0,0,0,0,0
2017,Specializovaný FÚ,Loterie a jiné podobné hry,123,0,122,0,1,116,0,116,0,0
2017,Specializovaný FÚ,Daň z hazardních her,131,0,131,0,0,124,0,124,0,0
2017,Specializovaný FÚ,Pokuty v blokovém a správním řízení,85,9,76,0,0,,,,,
2017,Specializovaný FÚ,Odvody za porušení rozpočtové kázně,199,0,199,0,0,,,,,
2017,Specializovaný FÚ,Ekologické druhy příjmů,0,0,0,0,0,,,,,
2017,Specializovaný FÚ,Depozitní druhy příjmů,578,3,575,0,0,,,,,
2017,Specializovaný FÚ,Daně staré daňové soustavy,3,0,3,0,0,,,,,
2017,Specializovaný FÚ,Druhy příjmů nezahrnuté,2073,23,2016,1,15,,,,,
2017,Specializovaný FÚ,Celkem počet DS,2142,30,2094,2,16,1984,0,1982,2,0
2018,Celá ČR,Daň z přidané hodnoty - tuzemské osoby - registrované,853340,509973,340158,0,2902,536229,277913,255307,0,2741
2018,Celá ČR,Daň z přidané hodnoty - zahraniční osoby,7728,940,6788,0,0,7728,940,6788,0,0
2018,Celá ČR,Daň z přidané hodnoty - tuzemské osoby - OID,16408,12280,4111,0,17,16408,12280,4111,0,17
2018,Celá ČR,Daň z přidané hodnoty - ostatní,31008,2953,543,27130,382,28487,2732,212,25543,0
2018,Celá ČR,Daň z přidané hodnoty - celkem,907815,526028,351396,27130,2954,588813,293845,266399,25543,2758
2018,Celá ČR,Daň z příjmů PO,646186,0,639892,0,6294,637968,0,631686,0,6282
2018,Celá ČR,Daň z příjmů FO - podnikatelé,2224862,2224862,0,0,0,968682,968682,0,0,0
2018,Celá ČR,Daň z příjmů FO - bez příjmu podle § 7,333519,333519,0,0,0,265846,265846,0,0,0
2018,Celá ČR,Daň z příjmů FO - nepodnikatelé,966794,966794,0,0,0,902106,902106,0,0,0
2018,Celá ČR,Daň z příjmů FO - celkem,3525175,3525175,0,0,0,2136634,2136634,0,0,0
2018,Celá ČR,Daň z příjmů FO - závislá činnost,716380,315999,389472,4550,6359,568338,215795,342159,4036,6348
2018,Celá ČR,Daň z příjmů PO - srážkou dle zvláštní sazby,69641,4886,61794,557,2404,52845,4262,47135,499,949
2018,Celá ČR,Daň z příjmů FO - srážkou dle zvláštní sazby,530279,192934,327517,3481,6347,446365,149338,287593,3109,6325
2018,Celá ČR,Daň silniční,1156836,861945,293079,0,1812,818634,566508,250817,0,1309
2018,Celá ČR,Daně s povinnou registrací - celkem,4250521,3573193,666239,4725,6364,2974367,2315503,648331,4179,6354
2018,Celá ČR,Daň z nemovitých věcí,4957212,4782574,168947,0,5691,4054423,3936379,113329,0,4715
2018,Celá ČR,Daň dědická,37951,37701,180,0,70,451,449,2,0,0
2018,Celá ČR,Daň darovací,70399,64088,4392,0,1919,0,0,0,0,0
2018,Celá ČR,Daň z převodu nemovitostí,413283,382887,24707,0,5689,8,6,2,0,0
2018,Celá ČR,Daň z nabytí nemovitých věcí,432975,396212,32237,0,4526,229452,213207,16149,0,96
2018,Celá ČR,Majetkové daně - celkem,5176457,4989682,180209,0,6566,4126441,4004353,117365,0,4723
2018,Celá ČR,Loterie a jiné podobné hry,761,0,697,0,64,0,0,0,0,0
2018,Celá ČR,Daň z hazardních her,181,14,166,0,1,136,3,133,0,0
2018,Celá ČR,Pokuty v blokovém a správním řízení,13499,11787,1602,0,110,,,,,
2018,Celá ČR,Odvody za porušení rozpočtové kázně,11764,3692,5779,0,2293,,,,,
2018,Celá ČR,Ekologické druhy příjmů,4880,2388,1613,0,879,,,,,
2018,Celá ČR,Depozitní druhy příjmů,151802,110016,41617,28,133,,,,,
2018,Celá ČR,Daně staré daňové soustavy,68248,62769,5259,17,203,,,,,
2018,Celá ČR,Druhy příjmů nezahrnuté,381851,232952,144740,290,3776,,,,,
2018,Celá ČR,Celkem počet DS,7430708,6638547,753530,31860,6771,5835511,5101045,698112,29722,6632
2018,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - tuzemské osoby - registrované,202887,71002,131715,0,57,135462,40803,94511,0,53
2018,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - zahraniční osoby,228,27,201,0,0,228,27,201,0,0
2018,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - tuzemské osoby - OID,6140,3953,2187,0,0,6140,3953,2187,0,0
2018,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - ostatní,21598,1176,233,20189,0,19865,1113,150,18602,0
2018,FÚ pro hlavní město Prahu,Daň z přidané hodnoty - celkem,230800,76151,134290,20189,57,161682,45896,97036,18602,53
2018,FÚ pro hlavní město Prahu,Daň z příjmů PO,240834,0,240796,0,38,238143,0,238107,0,36
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - podnikatelé,354735,354735,0,0,0,169491,169491,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - bez příjmu podle § 7,60255,60255,0,0,0,49269,49269,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - nepodnikatelé,129212,129212,0,0,0,120018,120018,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - celkem,544202,544202,0,0,0,338778,338778,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - závislá činnost,170596,36005,133988,545,58,141186,25259,115398,471,58
2018,FÚ pro hlavní město Prahu,Daň z příjmů PO - srážkou dle zvláštní sazby,22205,837,21288,58,22,17003,725,16217,54,7
2018,FÚ pro hlavní město Prahu,Daň z příjmů FO - srážkou dle zvláštní sazby,128869,25760,102654,397,58,110444,20967,89063,356,58
2018,FÚ pro hlavní město Prahu,Daň silniční,214605,114507,100082,0,16,157759,74772,82978,0,9
2018,FÚ pro hlavní město Prahu,Daně s povinnou registrací - celkem,797773,548667,248476,572,58,604139,360746,242842,493,58
2018,FÚ pro hlavní město Prahu,Daň z nemovitých věcí,487232,457811,29353,0,68,400878,382093,18727,0,58
2018,FÚ pro hlavní město Prahu,Daň dědická,3294,3256,36,0,2,50,49,1,0,0
2018,FÚ pro hlavní město Prahu,Daň darovací,4759,4054,693,0,12,0,0,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z převodu nemovitostí,20353,16749,3584,0,20,1,1,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z nabytí nemovitých věcí,43448,39182,4262,0,4,24597,22909,1688,0,0
2018,FÚ pro hlavní město Prahu,Majetkové daně - celkem,507438,476009,31355,0,74,409138,389841,19239,0,58
2018,FÚ pro hlavní město Prahu,Loterie a jiné podobné hry,77,0,75,0,2,0,0,0,0,0
2018,FÚ pro hlavní město Prahu,Daň z hazardních her,9,1,8,0,0,4,0,4,0,0
2018,FÚ pro hlavní město Prahu,Pokuty v blokovém a správním řízení,457,178,279,0,0,,,,,
2018,FÚ pro hlavní město Prahu,Odvody za porušení rozpočtové kázně,1062,137,919,0,6,,,,,
2018,FÚ pro hlavní město Prahu,Ekologické druhy příjmů,89,16,67,0,6,,,,,
2018,FÚ pro hlavní město Prahu,Depozitní druhy příjmů,24251,9886,14359,1,2,,,,,
2018,FÚ pro hlavní město Prahu,Daně staré daňové soustavy,12182,10834,1343,1,4,,,,,
2018,FÚ pro hlavní město Prahu,Druhy příjmů nezahrnuté,90277,32598,57550,45,55,,,,,
2018,FÚ pro hlavní město Prahu,Celkem počet DS,1078151,798841,258456,20761,93,864241,597011,248061,19095,74
2018,FÚ pro Středočeský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,100909,73001,27416,0,481,62584,40718,21402,0,453
2018,FÚ pro Středočeský kraj,Daň z přidané hodnoty - zahraniční osoby,14,0,14,0,0,14,0,14,0,0
2018,FÚ pro Středočeský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,1714,1488,225,0,1,1714,1488,225,0,1
2018,FÚ pro Středočeský kraj,Daň z přidané hodnoty - ostatní,219,182,12,0,25,153,153,0,0,0
2018,FÚ pro Středočeský kraj,Daň z přidané hodnoty - celkem,102815,74657,27659,0,488,64463,42357,21641,0,454
2018,FÚ pro Středočeský kraj,Daň z příjmů PO,55082,0,53947,0,1135,54539,0,53407,0,1132
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - podnikatelé,287502,287502,0,0,0,133114,133114,0,0,0
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - bez příjmu podle § 7,51870,51870,0,0,0,37330,37330,0,0,0
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - nepodnikatelé,124494,124494,0,0,0,113115,113115,0,0,0
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - celkem,463866,463866,0,0,0,283559,283559,0,0,0
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - závislá činnost,72691,39140,31923,484,1144,55485,25818,28115,408,1144
2018,FÚ pro Středočeský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,7661,1190,5959,70,442,6136,1098,4729,64,245
2018,FÚ pro Středočeský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,52597,23120,27984,349,1144,44239,18039,24756,306,1138
2018,FÚ pro Středočeský kraj,Daň silniční,145002,119746,24957,0,299,98061,76614,21246,0,201
2018,FÚ pro Středočeský kraj,Daně s povinnou registrací - celkem,527741,470195,55904,498,1144,361510,305480,54464,422,1144
2018,FÚ pro Středočeský kraj,Daň z nemovitých věcí,797490,773488,23014,0,988,625703,610289,14569,0,845
2018,FÚ pro Středočeský kraj,Daň dědická,5321,5300,12,0,9,134,133,1,0,0
2018,FÚ pro Středočeský kraj,Daň darovací,9481,8710,471,0,300,0,0,0,0,0
2018,FÚ pro Středočeský kraj,Daň z převodu nemovitostí,66293,61505,3742,0,1046,1,0,1,0,0
2018,FÚ pro Středočeský kraj,Daň z nabytí nemovitých věcí,66972,61420,4731,0,821,35090,32784,2299,0,7
2018,FÚ pro Středočeský kraj,Majetkové daně - celkem,835968,810112,24699,0,1157,637969,621895,15226,0,848
2018,FÚ pro Středočeský kraj,Loterie a jiné podobné hry,33,0,25,0,8,0,0,0,0,0
2018,FÚ pro Středočeský kraj,Daň z hazardních her,3,0,3,0,0,0,0,0,0,0
2018,FÚ pro Středočeský kraj,Pokuty v blokovém a správním řízení,1851,1711,124,0,16,,,,,
2018,FÚ pro Středočeský kraj,Odvody za porušení rozpočtové kázně,1042,219,465,0,358,,,,,
2018,FÚ pro Středočeský kraj,Ekologické druhy příjmů,704,388,208,0,108,,,,,
2018,FÚ pro Středočeský kraj,Depozitní druhy příjmů,22462,18399,4034,5,23,,,,,
2018,FÚ pro Středočeský kraj,Daně staré daňové soustavy,7487,7006,408,4,69,,,,,
2018,FÚ pro Středočeský kraj,Druhy příjmů nezahrnuté,39765,27755,11386,36,586,,,,,
2018,FÚ pro Středočeský kraj,Celkem počet DS,1086959,1014001,71276,499,1183,822634,758462,62574,422,1176
2018,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,45531,32054,13176,0,291,29143,17937,10916,0,281
2018,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - zahraniční osoby,20,16,4,0,0,20,16,4,0,0
2018,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - tuzemské osoby - OID,714,614,100,0,0,714,614,100,0,0
2018,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - ostatní,178,101,24,0,53,93,91,2,0,0
2018,FÚ pro Jihočeský kraj,Daň z přidané hodnoty - celkem,46363,32775,13286,0,292,29965,18655,11020,0,281
2018,FÚ pro Jihočeský kraj,Daň z příjmů PO,27311,0,26690,0,621,27027,0,26406,0,621
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - podnikatelé,138817,138817,0,0,0,59681,59681,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - bez příjmu podle § 7,19554,19554,0,0,0,16809,16809,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - nepodnikatelé,59690,59690,0,0,0,55626,55626,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - celkem,218061,218061,0,0,0,132116,132116,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - závislá činnost,39006,20882,17125,375,624,31118,14709,15462,323,624
2018,FÚ pro Jihočeský kraj,Daň z příjmů PO - srážkou dle zvláštní sazby,3143,347,2555,63,178,2321,310,1909,62,40
2018,FÚ pro Jihočeský kraj,Daň z příjmů FO - srážkou dle zvláštní sazby,27769,11371,15483,291,624,22830,8502,13442,262,624
2018,FÚ pro Jihočeský kraj,Daň silniční,69717,57156,12405,0,156,48328,37494,10733,0,101
2018,FÚ pro Jihočeský kraj,Daně s povinnou registrací - celkem,251069,221719,28340,386,624,172717,144193,27567,333,624
2018,FÚ pro Jihočeský kraj,Daň z nemovitých věcí,341713,330246,10906,0,561,277892,269914,7471,0,507
2018,FÚ pro Jihočeský kraj,Daň dědická,2119,2105,7,0,7,14,14,0,0,0
2018,FÚ pro Jihočeský kraj,Daň darovací,4504,4076,276,0,152,0,0,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z převodu nemovitostí,31770,29564,1668,0,538,0,0,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z nabytí nemovitých věcí,29978,27472,2109,0,397,15687,14557,1128,0,2
2018,FÚ pro Jihočeský kraj,Majetkové daně - celkem,356749,344571,11553,0,625,282216,273990,7719,0,507
2018,FÚ pro Jihočeský kraj,Loterie a jiné podobné hry,42,0,37,0,5,0,0,0,0,0
2018,FÚ pro Jihočeský kraj,Daň z hazardních her,1,0,1,0,0,1,0,1,0,0
2018,FÚ pro Jihočeský kraj,Pokuty v blokovém a správním řízení,258,177,78,0,3,,,,,
2018,FÚ pro Jihočeský kraj,Odvody za porušení rozpočtové kázně,850,260,367,0,223,,,,,
2018,FÚ pro Jihočeský kraj,Ekologické druhy příjmů,403,208,124,0,71,,,,,
2018,FÚ pro Jihočeský kraj,Depozitní druhy příjmů,8177,6415,1755,0,7,,,,,
2018,FÚ pro Jihočeský kraj,Daně staré daňové soustavy,3740,3563,166,2,9,,,,,
2018,FÚ pro Jihočeský kraj,Druhy příjmů nezahrnuté,22694,17451,4937,26,278,,,,,
2018,FÚ pro Jihočeský kraj,Celkem počet DS,471434,436687,33712,387,648,365752,334473,30300,333,646
2018,FÚ pro Plzeňský kraj,Daň z přidané hodnoty - tuzemské osoby - registrované,41781,28488,12999,0,283,25221,15091,9847,0,274
