"Ukazatel","IndicatorType","Pohlaví","POHL2","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Praha","CZ01","1267173"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Střední Čechy","CZ02","1380006"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Jihozápad","CZ03","1213476"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Severozápad","CZ04","1083172"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Severovýchod","CZ05","1493917"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Jihovýchod","CZ06","1686226"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Střední Morava","CZ07","1196700"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Moravskoslezsko","CZ08","1180180"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Hlavní město Praha","CZ010","1267173"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Středočeský kraj","CZ020","1380006"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Jihočeský kraj","CZ031","636286"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Plzeňský kraj","CZ032","577190"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Karlovarský kraj","CZ041","283677"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Ústecký kraj","CZ042","799495"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Liberecký kraj","CZ051","437131"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Královéhradecký kraj","CZ052","542892"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Pardubický kraj","CZ053","513894"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Kraj Vysočina","CZ063","503738"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Jihomoravský kraj","CZ064","1182488"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Olomoucký kraj","CZ071","623686"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Zlínský kraj","CZ072","573014"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2021","2021","Moravskoslezský kraj","CZ080","1180180"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Česko","CZ","10759525"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Praha","CZ01","1338530"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Střední Čechy","CZ02","1427394"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Jihozápad","CZ03","1247713"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Severozápad","CZ04","1101505"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Severovýchod","CZ05","1525437"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Jihovýchod","CZ06","1722082"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Střední Morava","CZ07","1209088"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Moravskoslezsko","CZ08","1187776"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Hlavní město Praha","CZ010","1338530"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Středočeský kraj","CZ020","1427394"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Jihočeský kraj","CZ031","649455"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Plzeňský kraj","CZ032","598258"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Karlovarský kraj","CZ041","291398"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Ústecký kraj","CZ042","810107"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Liberecký kraj","CZ051","446850"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Královéhradecký kraj","CZ052","552724"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Pardubický kraj","CZ053","525863"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Kraj Vysočina","CZ063","512701"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Jihomoravský kraj","CZ064","1209381"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Olomoucký kraj","CZ071","629823"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Zlínský kraj","CZ072","579265"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2022","2022","Moravskoslezský kraj","CZ080","1187776"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Česko","CZ","10878042"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Praha","CZ01","1374334"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Střední Čechy","CZ02","1450379"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Jihozápad","CZ03","1264226"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Severozápad","CZ04","1107740"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Severovýchod","CZ05","1537321"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Jihovýchod","CZ06","1740143"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Střední Morava","CZ07","1213756"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Moravskoslezsko","CZ08","1190143"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Hlavní město Praha","CZ010","1374334"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Středočeský kraj","CZ020","1450379"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Jihočeský kraj","CZ031","654078"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Plzeňský kraj","CZ032","610148"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Karlovarský kraj","CZ041","294964"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Ústecký kraj","CZ042","812776"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Liberecký kraj","CZ051","450450"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Královéhradecký kraj","CZ052","556633"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Pardubický kraj","CZ053","530238"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Kraj Vysočina","CZ063","517019"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Jihomoravský kraj","CZ064","1223124"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Olomoucký kraj","CZ071","632790"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Zlínský kraj","CZ072","580966"
"Počet obyvatel k 1. 7. (střední stav)","9379","Celkem","0","2023","2023","Moravskoslezský kraj","CZ080","1190143"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Česko","CZ","10266546"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Praha","CZ01","1181126"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Střední Čechy","CZ02","1115038"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Jihozápad","CZ03","1177155"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Severozápad","CZ04","1131413"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Severovýchod","CZ05","1488467"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Jihovýchod","CZ06","1656349"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Střední Morava","CZ07","1238962"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Moravskoslezsko","CZ08","1278036"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Hlavní město Praha","CZ010","1181126"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Středočeský kraj","CZ020","1115038"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Jihočeský kraj","CZ031","625874"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Plzeňský kraj","CZ032","551281"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Karlovarský kraj","CZ041","304400"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Ústecký kraj","CZ042","827013"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Liberecký kraj","CZ051","429121"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Královéhradecký kraj","CZ052","550780"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Pardubický kraj","CZ053","508566"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Kraj Vysočina","CZ063","520763"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Jihomoravský kraj","CZ064","1135586"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Olomoucký kraj","CZ071","641072"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Zlínský kraj","CZ072","597890"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2000","2000","Moravskoslezský kraj","CZ080","1278036"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Česko","CZ","10206436"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Praha","CZ01","1160118"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Střední Čechy","CZ02","1123931"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Jihozápad","CZ03","1174168"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Severozápad","CZ04","1123164"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Severovýchod","CZ05","1483901"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Jihovýchod","CZ06","1642808"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Střední Morava","CZ07","1232434"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Moravskoslezsko","CZ08","1265912"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Hlavní město Praha","CZ010","1160118"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Středočeský kraj","CZ020","1123931"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Jihočeský kraj","CZ031","624568"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Plzeňský kraj","CZ032","549600"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Karlovarský kraj","CZ041","303714"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Ústecký kraj","CZ042","819450"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Liberecký kraj","CZ051","427396"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Královéhradecký kraj","CZ052","549329"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Pardubický kraj","CZ053","507176"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Kraj Vysočina","CZ063","518315"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Jihomoravský kraj","CZ064","1124493"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Olomoucký kraj","CZ071","638374"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Zlínský kraj","CZ072","594060"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2001","2001","Moravskoslezský kraj","CZ080","1265912"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Česko","CZ","10203269"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Praha","CZ01","1161938"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Střední Čechy","CZ02","1128674"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Jihozápad","CZ03","1174471"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Severozápad","CZ04","1123932"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Severovýchod","CZ05","1482292"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Jihovýchod","CZ06","1639422"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Střední Morava","CZ07","1229880"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Moravskoslezsko","CZ08","1262660"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Hlavní město Praha","CZ010","1161938"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Středočeský kraj","CZ020","1128674"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Jihočeský kraj","CZ031","625097"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Plzeňský kraj","CZ032","549374"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Karlovarský kraj","CZ041","304220"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Ústecký kraj","CZ042","819712"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Liberecký kraj","CZ051","427321"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Královéhradecký kraj","CZ052","548437"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Pardubický kraj","CZ053","506534"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Kraj Vysočina","CZ063","517630"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Jihomoravský kraj","CZ064","1121792"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Olomoucký kraj","CZ071","636750"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Zlínský kraj","CZ072","593130"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2002","2002","Moravskoslezský kraj","CZ080","1262660"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Česko","CZ","10211455"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Praha","CZ01","1165581"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Střední Čechy","CZ02","1135795"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Jihozápad","CZ03","1175654"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Severozápad","CZ04","1125117"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Severovýchod","CZ05","1480771"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Jihovýchod","CZ06","1640081"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Střední Morava","CZ07","1228179"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Moravskoslezsko","CZ08","1260277"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Hlavní město Praha","CZ010","1165581"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Středočeský kraj","CZ020","1135795"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Jihočeský kraj","CZ031","625541"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Plzeňský kraj","CZ032","550113"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Karlovarský kraj","CZ041","304249"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Ústecký kraj","CZ042","820868"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Liberecký kraj","CZ051","427722"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Královéhradecký kraj","CZ052","547563"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Pardubický kraj","CZ053","505486"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Kraj Vysočina","CZ063","517511"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Jihomoravský kraj","CZ064","1122570"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Olomoucký kraj","CZ071","636313"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Zlínský kraj","CZ072","591866"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2003","2003","Moravskoslezský kraj","CZ080","1260277"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Česko","CZ","10220577"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Praha","CZ01","1170571"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Střední Čechy","CZ02","1144071"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Jihozápad","CZ03","1175330"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Severozápad","CZ04","1126721"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Severovýchod","CZ05","1480144"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Jihovýchod","CZ06","1640354"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Střední Morava","CZ07","1225832"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Moravskoslezsko","CZ08","1257554"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Hlavní město Praha","CZ010","1170571"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Středočeský kraj","CZ020","1144071"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Jihočeský kraj","CZ031","625712"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Plzeňský kraj","CZ032","549618"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Karlovarský kraj","CZ041","304588"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Ústecký kraj","CZ042","822133"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Liberecký kraj","CZ051","427563"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Královéhradecký kraj","CZ052","547296"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Pardubický kraj","CZ053","505285"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Kraj Vysočina","CZ063","517153"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Jihomoravský kraj","CZ064","1123201"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Olomoucký kraj","CZ071","635126"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Zlínský kraj","CZ072","590706"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2004","2004","Moravskoslezský kraj","CZ080","1257554"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Česko","CZ","10251079"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Praha","CZ01","1181610"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Střední Čechy","CZ02","1158108"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Jihozápad","CZ03","1179294"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Severozápad","CZ04","1127447"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Severovýchod","CZ05","1483423"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Jihovýchod","CZ06","1641125"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Střední Morava","CZ07","1229303"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Moravskoslezsko","CZ08","1250769"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Hlavní město Praha","CZ010","1181610"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Středočeský kraj","CZ020","1158108"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Jihočeský kraj","CZ031","627766"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Plzeňský kraj","CZ032","551528"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Karlovarský kraj","CZ041","304274"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Ústecký kraj","CZ042","823173"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Liberecký kraj","CZ051","429031"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Královéhradecký kraj","CZ052","548368"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Pardubický kraj","CZ053","506024"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Kraj Vysočina","CZ063","510767"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Jihomoravský kraj","CZ064","1130358"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Olomoucký kraj","CZ071","639161"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Zlínský kraj","CZ072","590142"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2005","2005","Moravskoslezský kraj","CZ080","1250769"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Česko","CZ","10287189"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Praha","CZ01","1188126"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Střední Čechy","CZ02","1175254"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Jihozápad","CZ03","1184543"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Severozápad","CZ04","1127867"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Severovýchod","CZ05","1488168"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Jihovýchod","CZ06","1644208"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Střední Morava","CZ07","1229733"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Moravskoslezsko","CZ08","1249290"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Hlavní město Praha","CZ010","1188126"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Středočeský kraj","CZ020","1175254"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Jihočeský kraj","CZ031","630006"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Plzeňský kraj","CZ032","554537"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Karlovarský kraj","CZ041","304602"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Ústecký kraj","CZ042","823265"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Liberecký kraj","CZ051","430774"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Královéhradecký kraj","CZ052","549643"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Pardubický kraj","CZ053","507751"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Kraj Vysočina","CZ063","511645"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Jihomoravský kraj","CZ064","1132563"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Olomoucký kraj","CZ071","639894"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Zlínský kraj","CZ072","589839"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2006","2006","Moravskoslezský kraj","CZ080","1249290"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2007","2007","Česko","CZ","10381130"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2007","2007","Praha","CZ01","1212097"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2007","2007","Střední Čechy","CZ02","1201827"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2007","2007","Jihozápad","CZ03","1194338"
"Počet obyvatel k 31. 12. (koncový stav)","2406K2","Celkem","0","2007","2007","Severozápad","CZ04","1138629"
