"ROK","ICP","ICO","NACE"
2023,119805782,45193410,"353010"
2023,119805792,45193410,"353010"
2023,119805802,45193410,"353010"
2023,119805812,45193410,"353010"
2023,119805822,45193410,"353010"
2023,119805832,45193410,"353010"
2023,119805852,45193410,"353010"
2023,119805902,1279,"181200"
2023,119805912,1279,"181200"
2023,119805922,48026841,"682000"
2023,119806202,24797995,"682000"
2023,119806382,24738875,"612090"
2023,119806682,25541617,"452000"
2023,119806702,70837911,"853220"
2023,119806852,507351,"683200"
2023,119806892,26204673,"873010"
2023,119806922,23281,"910200"
2023,119806932,23281,"910200"
2023,119806942,27182568,"702200"
2023,119807042,18562,"841300"
2023,119807082,24571,"842300"
2023,119807112,45193410,"353010"
2023,119807132,45193410,"353010"
2023,119807142,45193410,"353010"
2023,119807582,7064,"841100"
2023,119807692,72080043,"841100"
2023,119807712,72080043,"841100"
2023,119807722,72080043,"841100"
2023,119807872,48038687,"473000"
2023,119807982,27387852,"682000"
2023,119807992,27387852,"682000"
2023,119808042,25602179,"683200"
2023,119808062,27892638,"236300"
2023,119808072,27892638,"236300"
2023,119808082,27892638,"236300"
2023,119808112,27161030,"682000"
2023,119808202,23281,"910200"
2023,119808232,28373057,"353000"
2023,119808432,25768646,"181200"
2023,119808572,25511939,"303000"
2023,119808582,45795223,"682020"
2023,119808782,64572,"910400"
2023,119808822,47124652,"451100"
2023,119809022,70889660,"841100"
2023,119809072,49823574,"473000"
2023,119809172,73634085,"861000"
2023,119809762,26496178,"473000"
2023,119810362,26772574,"473000"
2023,119810552,45193410,"353010"
2023,119810592,45193410,"353010"
2023,119810622,45788677,"353010"
2023,119810682,46887202,"682000"
2023,119810692,45193410,"353010"
2023,119810702,45193410,"353010"
2023,119810852,45193410,"353010"
2023,119810882,28093020,"473000"
2023,119810962,28510011,"353010"
2023,119810972,26493993,"920000"
2023,119810982,26493993,"920000"
2023,119811012,43005560,"421100"
2023,119811082,28510011,"353010"
2023,119811102,28510011,"353010"
2023,119811112,28510011,"353010"
2023,119811122,28510011,"353010"
2023,119811132,28510011,"353010"
2023,119811142,28510011,"353010"
2023,119811172,28510011,"353010"
2023,119811182,28510011,"353010"
2023,119811202,28510011,"353010"
2023,119811212,28510011,"353010"
2023,119811262,28510011,"353010"
2023,119811272,28510011,"353010"
2023,119811282,28510011,"353010"
2023,119811302,28510011,"353010"
2023,119811312,28510011,"353010"
2023,119811332,28510011,"353010"
2023,119811352,28510011,"353010"
2023,119811362,28510011,"353010"
2023,119811382,28510011,"353010"
2023,119811392,28510011,"353010"
2023,119811402,28510011,"353010"
2023,119811412,28510011,"353010"
2023,119811422,28510011,"353010"
2023,119811432,28510011,"353010"
2023,119811442,28510011,"353010"
2023,119811452,28510011,"353010"
2023,119811462,28510011,"353010"
2023,119811492,28510011,"353010"
2023,119811502,28510011,"353010"
2023,119811522,28510011,"353010"
2023,119811532,28510011,"353010"
2023,119811542,28510011,"353010"
2023,119811552,28510011,"353010"
2023,119811562,28510011,"353010"
2023,119811572,28510011,"353010"
2023,119811582,28510011,"353010"
2023,119811592,28510011,"353010"
2023,119811602,28510011,"353010"
2023,119811612,28510011,"353010"
2023,119811632,28510011,"353010"
2023,119811642,28510011,"353010"
2023,119811652,28510011,"353010"
2023,119811662,28510011,"353010"
2023,119811672,28510011,"353010"
2023,119811692,28510011,"353010"
2023,119811732,28510011,"353010"
2023,119811742,28510011,"353010"
2023,119811752,28510011,"353010"
2023,119811782,28510011,"353010"
2023,119811792,28510011,"353010"
2023,119811802,28510011,"353010"
2023,119812042,24832502,"682020"
2023,119812322,507351,"683200"
2023,119812332,24738875,"612090"
2023,119812352,27144020,"452000"
2023,119812382,26140217,"451100"
2023,119812452,45308314,"471100"
2023,119812462,45308314,"471100"
2023,119812472,45308314,"471100"
2023,119812542,49240960,"682000"
2023,119812632,67779999,"841100"
2023,119812802,67779999,"841100"
2023,119812852,15890554,"473000"
2023,119813122,67779999,"841100"
2023,119813262,45308314,"471100"
2023,119813302,28484126,"682020"
2023,119813322,25115171,"353010"
2023,119813332,28484126,"682020"
2023,119813372,28484126,"682020"
2023,119813382,28484126,"682020"
2023,119813392,28387252,"683200"
2023,119813402,18628966,"683200"
2023,119813422,23337,"900100"
2023,119813432,64949681,"612030"
2023,119813502,27164829,"353010"
2023,119813512,27164829,"353010"
2023,119813562,26202808,"353010"
2023,119813742,28483553,"682000"
2023,119813822,63986752,"853200"
2023,119813832,27609383,"551010"
2023,119813912,25115171,"353010"
2023,119813922,25115171,"353010"
2023,119813972,49707701,"432200"
2023,119814282,26178559,"452000"
2023,119814402,28199448,"682020"
2023,119814412,28199448,"682020"
2023,119814422,24832502,"682020"
2023,119814432,24832502,"682020"
2023,119814442,24832502,"682020"
2023,119814462,27440150,"682020"
2023,119814642,1807935,"683200"
2023,119814652,1807935,"683200"
2023,119814662,1807935,"683200"
2023,210100722,60193531,"521000"
2023,210100922,49968076,"107100"
2023,210101012,47535865,"360000"
2023,210101562,69797111,"841100"
2023,210101742,27135004,"109100"
2023,210102042,61664651,"853220"
2023,210102422,49452011,"081200"
2023,210102572,26207451,"467100"
2023,210102752,18620442,"853210"
2023,210103402,43792553,"421100"
2023,210103622,45144290,"284100"
2023,210104402,47534826,"452000"
2023,210104672,70890293,"855990"
2023,210105322,60193531,"521000"
2023,210105662,46349197,"259400"
2023,210106072,47538902,"293200"
2023,210106092,45147698,"261100"
2023,210106132,46356886,"412000"
2023,210106682,48038687,"473000"
2023,210106912,25777769,"353020"
2023,210107142,48026590,"222200"
2023,210107692,48950726,"257300"
2023,210107932,47535865,"360000"
2023,210144532,25110161,"471100"
2023,210144602,46357343,"015000"
2023,210144622,26487985,"731100"
2023,210144692,48038687,"473000"
2023,210144762,25137026,"236300"
2023,210144782,49452011,"081200"
2023,210144802,45793964,"282900"
2023,210170022,75151481,"842400"
2023,210170072,48038687,"473000"
2023,210170432,47048522,"015000"
2023,210170442,28510011,"353010"
2023,210170452,28510011,"353010"
2023,210170472,46356142,"014600"
2023,210170512,65048,"910200"
2023,210170532,24818283,"473000"
2023,210170542,27164829,"353010"
2023,210200052,47551992,"473000"
2023,210200112,60193531,"521000"
2023,210200122,60193531,"521000"
2023,210200132,27902455,"682000"
2023,210200162,75009897,"873010"
2023,210200292,26730758,"251200"
2023,210200312,26688981,"243200"
2023,210200332,61465569,"081100"
2023,210200342,61465569,"081100"
2023,210200352,47544384,"862100"
2023,210200392,20478,"841100"
2023,210200412,47558415,"853220"
2023,210200432,69797111,"841100"
2023,210200442,48038687,"473000"
2023,210200452,46349014,"293100"
2023,210200592,60838744,"421100"
2023,210200632,61683426,"236500"
2023,210200652,45078904,"473000"
2023,210200762,28512090,"462100"
2023,210200782,45148082,"462100"
2023,210200842,43763081,"310900"
2023,210200902,47515767,"853110"
2023,210200982,47114983,"531000"
2023,210201542,14762838,"256100"
2023,210201562,48038687,"473000"
2023,210201582,48038687,"473000"
2023,210202272,103004,"015000"
2023,210202292,46350420,"282500"
2023,210202312,26205521,"259400"
2023,210202452,40743187,"236300"
2023,210202522,49551272,"236300"
2023,210202732,27994961,"236400"
2023,210202762,233579,"841100"
2023,210202992,25110161,"471100"
2023,210203002,26209578,"235100"
2023,210270022,45193410,"353010"
2023,210270042,67290108,"024000"
2023,210270082,49824082,"222900"
2023,210270122,27459098,"107100"
2023,210270202,61465569,"081100"
2023,210270222,27892638,"236300"
2023,210270242,26122219,"182000"
2023,210270272,24242438,"181200"
2023,210300142,12229385,"181200"
2023,210300162,64211,"861000"
2023,210300172,25656635,"360000"
2023,210300232,40612724,"172900"
2023,210300302,44012373,"471100"
2023,210300432,48950670,"107200"
2023,210300452,49823574,"473000"
2023,210300472,49823574,"473000"
2023,210300502,60193531,"521000"
2023,210300582,49823574,"473000"
2023,210300592,63983222,"081200"
2023,210300612,47052945,"422100"
2023,210300712,25639641,"293200"
2023,210300732,62958887,"353010"
2023,210300742,62958887,"353010"
2023,210300752,62958887,"353010"
2023,210300762,62958887,"353010"
2023,210300782,62958887,"353010"
2023,210300822,515,"331600"
2023,210300842,25668731,"293200"
2023,210300882,62909134,"310100"
2023,210300902,62958887,"353010"
2023,210300912,25656635,"360000"
2023,210300992,60193531,"521000"
2023,210301062,27156711,"473000"
2023,210301112,62958887,"353010"
2023,210301132,46353283,"467300"
2023,210301362,25619578,"222200"
2023,210301412,45280355,"683200"
2023,210304202,48038687,"473000"
2023,210304242,25137026,"236300"
2023,210304272,27900649,"433400"
2023,210304312,27407781,"256100"
2023,210304442,216208,"854200"
2023,210304462,26178541,"471100"
2023,210304492,27108775,"452000"
2023,210304542,62958887,"353010"
2023,210304552,62958887,"353010"
2023,210304562,62914910,"451100"
2023,210304672,64945880,"471100"
2023,210304722,45308314,"471100"
2023,210370042,62024922,"265100"
2023,210370142,46349618,"293200"
2023,210370172,26177005,"421100"
2023,210370232,25069497,"464500"
2023,210370252,45148210,"462100"
2023,210370262,27892638,"236300"
2023,210370272,47546701,"222100"
2023,210370282,25006096,"390000"
2023,210370292,8702,"282200"
2023,210370302,45308314,"471100"
2023,210370342,47543787,"381100"
2023,210370662,61388939,"853120"
2023,210370672,60196351,"182000"
2023,210370772,26781026,"749090"
2023,210370802,28510011,"353010"
2023,210370812,27590747,"310200"
2023,210400092,47542098,"473000"
2023,210400112,25479733,"467120"
2023,210400122,26489678,"353020"
2023,210400132,26489678,"353020"
2023,210400172,26489678,"353020"
2023,210400182,26489678,"353020"
2023,210400192,26489678,"353020"
2023,210400202,26489678,"353020"
2023,210400222,60193531,"521000"
2023,210400242,49823329,"236100"
2023,210400372,25261282,"421100"
2023,210400382,25261282,"421100"
2023,210400412,14801973,"853210"
2023,210400442,44699042,"283000"
2023,210400452,48952974,"283000"
2023,210400502,46356967,"360000"
2023,210400532,47048034,"015000"
2023,210400552,44707070,"204100"
2023,210400562,104540,"015000"
2023,210400682,61682331,"181200"
2023,210400702,60193531,"521000"
2023,210400742,26489678,"353020"
2023,210400762,26489678,"353020"
2023,210440622,26489678,"353020"
2023,210440642,49356089,"381100"
2023,210470052,26170892,"245300"
2023,210470132,46355821,"014600"
2023,210500042,27073,"721900"
2023,210500062,27073,"721900"
2023,210500342,27140199,"473000"
2023,210500362,44685181,"873010"
2023,210500702,47539801,"353010"
2023,210500762,45144290,"284100"
2023,210500922,47005319,"853110"
2023,210500992,16367740,"256200"
2023,210501002,49710371,"522300"
2023,210501212,49370227,"841100"
2023,210501232,70107017,"853110"
2023,210501252,26734664,"682000"
2023,210501382,44685165,"872010"
2023,210502382,44794258,"281400"
2023,210502692,67985939,"721900"
2023,210502892,48035424,"201200"
2023,210503002,44684525,"107200"
2023,210503032,62577123,"172900"
2023,210503042,26468590,"473000"
2023,210503072,42729548,"252100"
2023,210503252,65993390,"522100"
2023,210503452,49240200,"212000"
2023,210503612,26213991,"682020"
2023,210503852,46356657,"015000"
2023,210503882,46356657,"015000"
2023,210504152,71214011,"841100"
2023,210504212,60193531,"521000"
2023,210557082,48950301,"289900"
2023,210557172,45809712,"381100"
2023,210557262,582,"552000"
2023,210557272,27069753,"682020"
2023,210557402,25479733,"467120"
2023,210557422,62955128,"452000"
2023,210557452,49823574,"473000"
2023,210557562,27079864,"101300"
2023,210557972,46356606,"212000"
2023,210558072,25686925,"162300"
2023,210558162,25710257,"464900"
2023,210558512,63999722,"172900"
2023,210558552,25137026,"236300"
2023,210558572,25137026,"236300"
2023,210558642,26755165,"473000"
2023,210558762,45193410,"353010"
2023,210558962,63989069,"711290"
2023,210559032,27891577,"473000"
2023,210559272,49099451,"360000"
2023,210559282,49099451,"360000"
2023,210559752,43082751,"473000"
2023,210559792,675261,"551000"
2023,210559842,41938658,"236300"
2023,210570102,43099459,"381100"
2023,210570122,26489929,"682000"
2023,210570132,49546422,"256100"
2023,210570202,18630189,"181300"
2023,210570342,64942503,"464900"
2023,210570392,16471636,"813000"
2023,210570482,46356657,"015000"
2023,210570512,45806497,"494100"
2023,210570532,26210967,"473000"
2023,210570712,46356487,"381100"
2023,210570802,28510011,"353010"
2023,210570812,28510011,"353010"
2023,210570822,28510011,"353010"
2023,210570832,28510011,"353010"
2023,210570842,28510011,"353010"
2023,210570852,24738875,"612090"
2023,210570942,45274649,"351100"
2023,210570982,26178559,"452000"
2023,210600012,65993390,"522100"
2023,210600122,61501786,"473000"
2023,210600142,26699940,"682000"
2023,210600182,26190982,"275200"
2023,210600322,61673021,"101100"
2023,210600352,46355821,"014600"
2023,210600522,873497,"872010"
2023,210620062,873713,"873010"
2023,210620952,14751372,"452000"
2023,210621022,63668262,"204100"
2023,210621032,27935311,"701000"
2023,210670092,25029673,"236400"
2023,210670102,26687445,"236300"
2023,210700022,43003397,"383200"
2023,210700052,15890554,"473000"
2023,210700092,45148155,"109100"
2023,210700102,42727201,"873010"
2023,210700432,25112287,"257300"
2023,210700452,47535156,"015000"
2023,210700492,108146,"015000"
2023,210700532,61672904,"302000"
2023,210700592,670081,"162300"
2023,210700622,47535156,"015000"
2023,210700692,40899233,"494100"
2023,210770012,26468590,"473000"
2023,210770032,44264721,"081100"
2023,210770052,49549677,"360000"
2023,210770232,24149225,"682000"
2023,210770292,28510011,"353010"
2023,210800172,25793187,"353000"
2023,210800482,25793187,"353000"
2023,210800572,10208470,"473000"
2023,210800812,49823299,"432200"
2023,210800852,60193531,"521000"
2023,210800912,49823299,"432200"
2023,210800972,25793187,"353000"
2023,210801342,25793187,"353000"
2023,210801352,25793187,"353000"
2023,210801832,27112713,"473000"
2023,210801962,25793187,"353000"
2023,210802102,62417215,"281500"
2023,210802312,49823299,"432200"
2023,210802442,27872963,"861000"
2023,210802452,27459098,"107100"
2023,210802732,26117274,"222300"
2023,210802772,25793187,"353000"
2023,210802842,28240,"309900"
2023,210812012,26178541,"471100"
2023,210842522,103004,"015000"
2023,210842552,67291147,"433400"
2023,210842612,25760912,"322000"
2023,210842622,45241759,"272000"
2023,210842762,27650995,"473000"
2023,210870052,49356089,"381100"
2023,210870062,70539456,"873010"
2023,210870102,62417215,"281500"
2023,210870122,49452011,"081200"
2023,210870142,61856495,"293200"
2023,210870242,49100840,"257200"
2023,210870272,27994929,"081200"
2023,210900092,61888524,"473000"
2023,210900102,26496178,"473000"
2023,210900132,47048786,"682000"
2023,210900192,60193531,"521000"
2023,210900202,60193531,"521000"
2023,210900212,47114983,"531000"
2023,210900272,25544551,"107100"
2023,210900382,46351141,"522900"
2023,210900592,45317054,"641900"
2023,210900982,15890554,"473000"
2023,210900992,15890554,"473000"
2023,210901142,27935311,"701000"
2023,210901212,26196620,"360000"
2023,210901392,49900501,"107100"
2023,210901492,25149318,"282500"
2023,210901652,49823574,"473000"
2023,210901702,45308314,"471100"
2023,210901712,47541563,"452000"
2023,210901732,15890554,"473000"
2023,210901752,12381187,"473000"
2023,210901782,27161536,"293200"
2023,210901862,48038687,"473000"
2023,210901892,26128209,"324000"
2023,210901912,49551272,"236300"
2023,210902002,26500299,"243100"
2023,210902052,26196620,"360000"
2023,210902152,25110161,"471100"
2023,210902172,47906201,"081200"
2023,210902182,46351558,"271200"
2023,210902302,45148082,"462100"
2023,210902322,46359168,"451100"
2023,210902372,62437488,"201400"
2023,210902452,46357467,"310900"
2023,210902592,13293516,"351100"
2023,210902602,47539801,"353010"
2023,210902772,48038687,"473000"
2023,210902852,26422425,"252900"
2023,210902872,49823574,"473000"
2023,210902882,49823574,"473000"
2023,210902922,46351558,"271200"
2023,210902942,46351558,"271200"
2023,210902992,26154170,"931100"
2023,210903002,26154170,"931100"
2023,210903022,49366076,"749000"
2023,210903172,27661440,"281500"
2023,210903192,16977246,"853210"
2023,210903202,61894371,"853220"
2023,210903282,69797111,"841100"
2023,210903292,47535431,"110700"
2023,210970082,25137026,"236300"
2023,210970092,26128209,"324000"
2023,210970122,47539801,"353010"
2023,210970162,25719980,"432100"
2023,210970172,47543647,"452000"
2023,210970192,28938836,"431200"
2023,210970222,46969691,"259100"
2023,210970242,27407730,"011100"
2023,210970312,27900797,"682000"
2023,210970382,14799430,"451100"
2023,210970512,28674286,"383200"
2023,211000022,40875504,"107100"
2023,211000062,60193531,"521000"
2023,211000072,60193531,"521000"
2023,211000082,60193531,"521000"
2023,211000092,60193531,"521000"
2023,211000142,177032,"853220"
2023,211000262,25110161,"471100"
2023,211000272,49862456,"853110"
2023,211000312,67779999,"841100"
2023,211000332,48038687,"473000"
2023,211000342,46383433,"853110"
2023,211000352,25145428,"494100"
2023,211000392,10135316,"222300"
2023,211000422,47714018,"682020"
2023,211000472,41197518,"843000"
2023,211000502,27096670,"081200"
2023,211000542,27888754,"104100"
2023,211000582,26500329,"522900"
2023,211000692,26416417,"271200"
2023,211000792,45148210,"462100"
2023,211000832,41972791,"181200"
2023,211000882,45274924,"421100"
2023,211000892,27257258,"712090"
2023,211000922,62414259,"181200"
2023,211000952,48133990,"841100"
2023,211000982,47538457,"360000"
2023,211001032,27450171,"473000"
2023,211001052,27935311,"701000"
2023,211001082,66001,"522100"
2023,211001192,26433885,"161000"
2023,211001242,45149755,"331700"
2023,211001282,46356541,"281300"
2023,211001302,26186292,"172900"
2023,211001342,235661,"841100"
2023,211001352,235661,"841100"
2023,211001362,62576615,"351100"
2023,211001372,47538457,"360000"
2023,211001402,61681407,"281400"
2023,211001502,25225227,"293200"
2023,211001522,45308314,"471100"
2023,211001542,47048361,"012900"
2023,211001632,25144430,"011100"
2023,211001662,25705695,"473000"
2023,211001752,46357254,"015000"
2023,211001762,60470968,"475200"
2023,211001792,27115313,"241020"
2023,211001832,47542098,"473000"
2023,211001842,62954237,"201300"
2023,211001882,15890554,"473000"
2023,211001932,60471778,"236300"
2023,211001972,473057,"331300"
2023,211002052,25479733,"467120"
2023,211002182,25702556,"351200"
2023,211002212,45147612,"281300"
2023,211002222,49452011,"081200"
2023,211002242,25137026,"236300"
2023,211002292,25502247,"081200"
2023,211002322,43001343,"108900"
2023,211070012,45148210,"462100"
2023,211070022,45148210,"462100"
2023,211070052,25479733,"467120"
2023,211070072,62958500,"015000"
2023,211070162,27946576,"931100"
2023,211070292,27890201,"289900"
2023,211070302,62485253,"162300"
2023,211070322,60935081,"256200"
2023,211070332,28947509,"682020"
2023,211070352,46356118,"014600"
2023,211070372,27892638,"236300"
2023,211070392,46357254,"015000"
2023,211070562,43144136,"015000"
2023,211070612,235661,"841100"
2023,211070622,41189671,"467120"
2023,211100182,61683736,"473000"
2023,211100232,49679597,"467130"
2023,211100252,26196620,"360000"
2023,211100292,65993390,"522100"
2023,211100302,15890554,"473000"
2023,211100362,49823574,"473000"
2023,211100422,26775611,"473000"
2023,211100452,60193468,"495010"
2023,211100462,25074466,"259300"
2023,211100602,45308314,"471100"
2023,211100652,60471778,"236300"
2023,211170052,220159,"431100"
2023,211170062,7064,"841100"
2023,211170102,27584534,"081200"
2023,211170112,62956833,"467400"
2023,211170132,26479893,"110700"
2023,211170192,49452011,"081200"
2023,211170272,45308314,"471100"
2023,211200012,25745042,"015000"
2023,211200042,25714350,"015000"
2023,211200102,47542098,"473000"
2023,211200112,47542098,"473000"
2023,211200212,60193531,"521000"
2023,211200282,46357483,"271100"
2023,211200312,45307385,"282500"
2023,211200402,28514980,"107100"
2023,211200562,75032911,"853110"
2023,211200642,75034964,"853110"
2023,211200732,48950874,"284100"
2023,211200762,509965,"853210"
2023,211200802,49825526,"283000"
2023,211200842,47535229,"172300"
2023,211200852,47538902,"293200"
2023,211200932,48677752,"872010"
2023,211200952,46356967,"360000"
2023,211201072,70877572,"853110"
2023,211201182,25767712,"015000"
2023,211201282,25110161,"471100"
2023,211201352,25669265,"222100"
2023,211201362,27942201,"256100"
2023,211201382,10242252,"452000"
2023,211201402,70979391,"910100"
2023,211201622,27407667,"281200"
2023,211201692,27124568,"271100"
2023,211201922,25767101,"259900"
2023,211202012,48666114,"473000"
2023,211202052,27450171,"473000"
2023,211202082,25261282,"421100"
2023,211202092,25261282,"421100"
2023,211202132,28201850,"292000"
2023,211202152,15890554,"473000"
2023,211202192,47542098,"473000"
2023,211202342,27516032,"262000"
2023,211270052,45148210,"462100"
2023,211270062,45148210,"462100"
2023,211270112,25479733,"467120"
2023,211270132,29060109,"351100"
2023,211270142,75151481,"842400"
2023,211270192,25719068,"015000"
2023,211270262,48587010,"467690"
2023,211270272,49623877,"382100"
2023,211270282,48365289,"473000"
2023,211270312,69922,"910200"
2023,211270462,27079741,"011100"
2023,211270502,28510011,"353010"
2023,211270522,46504940,"109100"
2023,211270552,25714350,"015000"
2023,211300022,47124628,"522900"
2023,211300062,49534963,"873010"
2023,211300072,45148350,"236100"
2023,211300112,47052945,"422100"
2023,211300322,47546131,"011000"
2023,211300362,49534971,"872010"
2023,211300472,46348034,"353010"
2023,211300492,46348034,"353010"
2023,211300562,62959221,"466900"
2023,211300602,47539801,"353010"
2023,211300642,47539801,"353010"
2023,211300692,62958887,"353010"
2023,211300892,14801884,"310100"
2023,211370022,212423,"842300"
2023,211370072,27892638,"236300"
2023,211370082,24655368,"473000"
2023,211370152,46348034,"353010"
2023,211400012,46357238,"015000"
2023,211400042,60457856,"559000"
2023,211400092,60777133,"236900"
2023,211400112,45270805,"282500"
2023,211400132,47535709,"162400"
2023,211400242,62967789,"473000"
2023,211400282,25103709,"466900"
2023,211400402,71000241,"853110"
2023,211400422,71209271,"873010"
2023,211400482,26429471,"221900"
2023,211400492,15890554,"473000"
2023,211400722,26704382,"473000"
2023,211400752,45144290,"284100"
2023,211400792,46710311,"261100"
2023,211400962,62438174,"782000"
2023,211401712,15880486,"161000"
2023,211401792,26196620,"360000"
2023,211402082,61681857,"452000"
2023,211402102,86595351,"873010"
2023,211402432,49356089,"381100"
2023,211402452,25110161,"471100"
2023,211402462,41329350,"221100"
2023,211402492,25707311,"353000"
2023,211402502,48365289,"473000"
2023,211402552,45308314,"471100"
2023,211402562,26780020,"452000"
2023,211402592,47544309,"222100"
2023,211470052,49245589,"452000"
2023,211470062,28395581,"081200"
2023,211470072,49452011,"081200"
2023,211470112,45148210,"462100"
2023,211470152,25735586,"323000"
2023,211500032,60193531,"521000"
2023,211500042,60193531,"521000"
2023,211500052,60193531,"521000"
2023,211500162,105601,"015000"
2023,211500282,177041,"291000"
2023,211500302,177041,"291000"
2023,211500382,238295,"841100"
2023,211500392,238295,"841100"
2023,211500412,75032899,"853110"
2023,211500502,27256456,"861000"
2023,211500562,11303344,"252100"
2023,211500772,25639587,"293200"
2023,211500852,26156491,"256100"
2023,211500992,43224555,"161000"
2023,211501172,46349219,"521000"
2023,211501182,46351175,"015000"
2023,211501302,46356983,"360000"
2023,211501312,46356983,"360000"
2023,211501572,47543761,"105100"
2023,211501672,48683884,"853220"
2023,211501742,25479733,"467120"
2023,211501752,25479733,"467120"
2023,211501762,49823574,"473000"
2023,211501772,49823574,"473000"
2023,211501892,60498021,"879000"
2023,211502082,48038687,"473000"
2023,211502102,15890554,"473000"
2023,211502132,48038687,"473000"
2023,211502142,48038687,"473000"
2023,211502292,75034981,"853110"
2023,211502302,26163667,"110500"
2023,211502402,42714478,"682020"
2023,211502422,26496178,"473000"
2023,211502462,40743187,"236300"
2023,211502522,75034042,"853110"
2023,211502642,48036021,"469000"
2023,211511712,47551984,"381100"
2023,211511752,11303344,"252100"
2023,211512122,25137026,"236300"
2023,211512332,60108151,"451100"
2023,211512342,60470968,"475200"
2023,211512352,25110161,"471100"
2023,211512382,27256456,"861000"
2023,211512522,25749137,"682000"
2023,211512562,26286955,"352200"
2023,211570082,220159,"431100"
2023,211570092,40524604,"293200"
2023,211570142,48365289,"473000"
2023,211570182,27098591,"011100"
2023,211570202,45148465,"275100"
2023,211570212,45148210,"462100"
2023,211570222,45148210,"462100"
2023,211570232,46356118,"014600"
2023,211570252,27892638,"236300"
2023,211570322,27862470,"274000"
2023,211570522,47551984,"381100"
2023,211570612,45308314,"471100"
2023,211570632,26438577,"452000"
2023,211570752,26207451,"467100"
2023,211600232,25142216,"251100"
2023,211600292,27256456,"861000"
2023,211600342,69566,"853210"
2023,211600642,47545950,"293200"
2023,211600822,25704567,"293200"
2023,211600922,28214862,"683200"
2023,211670102,45148210,"462100"
2023,211670122,46356118,"014600"
2023,211670172,27238695,"381100"
2023,211670232,25174363,"467130"
2023,211670242,28510011,"353010"
2023,211670252,28510011,"353010"
2023,211670282,28510011,"353010"
2023,211670292,25655108,"432900"
2023,211700322,49546694,"172100"
2023,211700332,27260364,"495020"
2023,211700402,14451263,"222300"
2023,211700512,75033861,"853110"
2023,211700562,48953890,"139500"
2023,211700602,40230295,"382100"
2023,211700752,26295474,"205990"
2023,211700812,25137026,"236300"
2023,211700892,49822381,"081200"
2023,211714512,49452011,"081200"
2023,211770062,61680532,"222900"
2023,211770102,48365289,"473000"
2023,211801242,49534955,"873010"
2023,211801262,48028711,"310900"
2023,211801272,47535512,"015000"
2023,211801372,25765728,"551010"
2023,211801512,61676578,"222900"
2023,211801532,75151481,"842400"
2023,211801572,49823574,"473000"
2023,211801582,49823574,"473000"
2023,211801642,49549227,"494100"
2023,211801742,11254785,"011100"
2023,211801862,25666479,"015000"
2023,211801892,26186861,"289900"
2023,211801922,16577604,"281200"
2023,211802022,49822926,"101100"
2023,211802392,45149909,"422200"
2023,211802662,49551272,"236300"
2023,211802832,28196678,"492000"
2023,211802842,25765728,"551010"
2023,211803152,28762886,"861000"
2023,211803162,25110161,"471100"
2023,211870022,45148210,"462100"
2023,211870162,25081616,"274000"
2023,211870212,469548,"931100"
2023,211870262,25006096,"390000"
2023,211870272,48949434,"222900"
2023,211900142,45147833,"861000"
2023,211900162,45147833,"861000"
2023,211900182,45147833,"861000"
2023,211900352,46358692,"172900"
2023,211900372,48038687,"473000"
2023,211900382,48038687,"473000"
