"ROK","IDFPROV","EMISE","EMI_MNO_T"
2023,648830053,"tuhé znečišťující látky (TZL)",0.7420
2023,648830161,"oxid uhelnatý (CO)",0.1170
2023,648830161,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1230
2023,648830161,"tuhé znečišťující látky (TZL)",0.01
2023,648838031,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.4260
2023,648838031,"oxid uhelnatý (CO)",0.0010
2023,648838031,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0150
2023,648838031,"těkavé organické látky (VOC)",0.3910
2023,649300013,"těkavé organické látky (VOC)",0.4210
2023,649300021,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.90
2023,649300021,"oxid uhelnatý (CO)",0.0250
2023,649300021,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1330
2023,649300021,"tuhé znečišťující látky (TZL)",0.06
2023,649300021,"těkavé organické látky (VOC)",0.6370
2023,649300023,"tuhé znečišťující látky (TZL)",0.0240
2023,649300043,"oxid uhelnatý (CO)",0.0020
2023,649300043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0060
2023,649300043,"těkavé organické látky (VOC)",2.0420
2023,649300053,"tuhé znečišťující látky (TZL)",0.0550
2023,649300083,"tuhé znečišťující látky (TZL)",0.0570
2023,649300093,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.06
2023,649300371,"oxid uhelnatý (CO)",1.19
2023,649300371,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.2340
2023,649300371,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.5010
2023,649300371,"tuhé znečišťující látky (TZL)",0.1380
2023,649308143,"oxid uhelnatý (CO)",3.36
2023,649308143,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7090
2023,649308143,"tuhé znečišťující látky (TZL)",0.03
2023,649320053,"oxid uhelnatý (CO)",0
2023,649320053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0110
2023,649320063,"oxid uhelnatý (CO)",0.0010
2023,649320063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0290
2023,649320063,"těkavé organické látky (VOC)",0.1670
2023,649320073,"tuhé znečišťující látky (TZL)",0
2023,649320093,"oxid uhelnatý (CO)",0.4180
2023,649320093,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1160
2023,649320113,"těkavé organické látky (VOC)",0.4990
2023,649320171,"oxid uhelnatý (CO)",4.0610
2023,649320171,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.0330
2023,649320171,"tuhé znečišťující látky (TZL)",0.3970
2023,649320223,"oxid uhelnatý (CO)",0.0040
2023,649320223,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0950
2023,649320223,"tuhé znečišťující látky (TZL)",0.4520
2023,649320243,"oxid uhelnatý (CO)",0.0350
2023,649320243,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0740
2023,649320243,"tuhé znečišťující látky (TZL)",0.04
2023,649320511,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.08
2023,649320511,"nikl",0.000003
2023,649320511,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0920
2023,649320511,"oxid uhelnatý (CO)",0.0020
2023,649320511,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3190
2023,649320511,"zinek",0.000370
2023,649320691,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.5170
2023,649320691,"oxid uhelnatý (CO)",0.1340
2023,649320691,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9170
2023,649320691,"tuhé znečišťující látky (TZL)",0.0670
2023,649320691,"těkavé organické látky (VOC)",6.8290
2023,649320771,"oxid uhelnatý (CO)",0.0160
2023,649320771,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6960
2023,649320831,"organické látky vyjádřené jako celkový organický uhlík (TOC)",3.1790
2023,649320831,"oxid uhelnatý (CO)",0.0370
2023,649320831,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2210
2023,649320831,"tuhé znečišťující látky (TZL)",1.4590
2023,649320831,"těkavé organické látky (VOC)",1.4920
2023,649328211,"oxid uhelnatý (CO)",0.1880
2023,649328211,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.21
2023,649328243,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0150
2023,649328243,"oxid uhelnatý (CO)",0.0010
2023,649328243,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0070
2023,649520013,"oxid uhelnatý (CO)",3.5920
2023,649520013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2670
2023,649520013,"tuhé znečišťující látky (TZL)",0.0640
2023,649670033,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.04
2023,649670033,"oxid uhelnatý (CO)",0.9810
2023,649670033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.9630
2023,649670033,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0080
2023,649670033,"tuhé znečišťující látky (TZL)",0.03
2023,649670053,"oxid uhelnatý (CO)",0.7780
2023,649670053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.7380
2023,649760013,"tuhé znečišťující látky (TZL)",0.0080
2023,649850013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2110
2023,649850013,"tuhé znečišťující látky (TZL)",0.0150
2023,649850013,"těkavé organické látky (VOC)",1.4520
2023,649860013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0320
2023,649860013,"tuhé znečišťující látky (TZL)",0.0110
2023,649860043,"oxid uhelnatý (CO)",0.0180
2023,649860043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9780
2023,649860101,"oxid uhelnatý (CO)",6.7810
2023,649860101,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.99
2023,649860101,"tuhé znečišťující látky (TZL)",0.0460
2023,649860101,"těkavé organické látky (VOC)",1.0630
2023,649860501,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.245410
2023,649860501,"oxid uhelnatý (CO)",0.1050
2023,649860501,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2330
2023,649860501,"tuhé znečišťující látky (TZL)",0.6320
2023,649860501,"zinek",0.111450
2023,649860601,"organické látky vyjádřené jako celkový organický uhlík (TOC)",6.57
2023,649860601,"oxid uhelnatý (CO)",50.60
2023,649860601,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.28
2023,649860601,"tuhé znečišťující látky (TZL)",2.02
2023,649868141,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0560
2023,649868141,"oxid uhelnatý (CO)",0.0570
2023,649868141,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2230
2023,649980033,"tuhé znečišťující látky (TZL)",0.0130
2023,649990013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6030
2023,649990013,"těkavé organické látky (VOC)",0.2330
2023,649990023,"oxid uhelnatý (CO)",0
2023,649990023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0080
2023,649990023,"těkavé organické látky (VOC)",0.0020
2023,650010013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0710
2023,650230013,"oxid uhelnatý (CO)",0
2023,650230013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0050
2023,650230013,"tuhé znečišťující látky (TZL)",0
2023,650320023,"tuhé znečišťující látky (TZL)",0.0260
2023,650490063,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.005273
2023,650490063,"oxid uhelnatý (CO)",0.0350
2023,650490063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1810
2023,650490063,"tuhé znečišťující látky (TZL)",0.0060
2023,650490181,"oxid uhelnatý (CO)",0.5690
2023,650490181,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0630
2023,650490181,"tuhé znečišťující látky (TZL)",0.03
2023,650630171,"oxid uhelnatý (CO)",76.4630
2023,650630171,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",72.7720
2023,650630171,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.8920
2023,650630171,"tuhé znečišťující látky (TZL)",7.2690
2023,650740023,"tuhé znečišťující látky (TZL)",1.14
2023,650910013,"těkavé organické látky (VOC)",0.7040
2023,650910053,"tuhé znečišťující látky (TZL)",0.54
2023,650910111,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.23
2023,650910111,"tuhé znečišťující látky (TZL)",0.02
2023,650910111,"těkavé organické látky (VOC)",0.2340
2023,650910121,"oxid uhelnatý (CO)",0.48
2023,650910121,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.9980
2023,650910121,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0910
2023,650910121,"tuhé znečišťující látky (TZL)",0.02
2023,650910131,"oxid uhelnatý (CO)",0.9470
2023,650910131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.54
2023,650910131,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0140
2023,650910131,"tuhé znečišťující látky (TZL)",0.0190
2023,650910221,"oxid uhelnatý (CO)",0.3150
2023,650910221,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.19
2023,650910221,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,650910221,"tuhé znečišťující látky (TZL)",0.0120
2023,650910251,"oxid uhelnatý (CO)",0.8830
2023,650910251,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.29
2023,650910251,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0160
2023,650910251,"tuhé znečišťující látky (TZL)",0.0080
2023,650910273,"těkavé organické látky (VOC)",0.11
2023,650910313,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2023,650910313,"oxid uhelnatý (CO)",2.57
2023,650910313,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.97
2023,650910313,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,650910313,"tuhé znečišťující látky (TZL)",0
2023,650910343,"oxid uhelnatý (CO)",0.0340
2023,650910343,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3610
2023,651020033,"tuhé znečišťující látky (TZL)",0.7610
2023,651020053,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2630
2023,651020053,"oxid uhelnatý (CO)",0.1030
2023,651020053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0950
2023,651020053,"těkavé organické látky (VOC)",0.1850
2023,651020241,"oxid uhelnatý (CO)",4.6550
2023,651020241,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.2080
2023,651020241,"tuhé znečišťující látky (TZL)",0.1530
2023,651050671,"oxid uhelnatý (CO)",0.0010
2023,651050671,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.02
2023,651050671,"těkavé organické látky (VOC)",4.1060
2023,651070013,"tuhé znečišťující látky (TZL)",0.38
2023,651110871,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2023,651110871,"oxid uhelnatý (CO)",19.9910
2023,651110871,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",12.99
2023,651110871,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",4.8610
2023,651110871,"tuhé znečišťující látky (TZL)",1.0880
2023,651110883,"oxid uhelnatý (CO)",3.1070
2023,651110883,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4770
2023,651110883,"tuhé znečišťující látky (TZL)",0.2320
2023,651151081,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0360
2023,651151081,"oxid uhelnatý (CO)",0
2023,651151081,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1280
2023,651180301,"oxid uhelnatý (CO)",0.7950
2023,651180301,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2220
2023,651180301,"tuhé znečišťující látky (TZL)",0.0520
2023,651270023,"oxid uhelnatý (CO)",2.21
2023,651270023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.30
2023,651630073,"oxid uhelnatý (CO)",0.0720
2023,651630073,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5550
2023,651730021,"oxid uhelnatý (CO)",0.17
2023,651730021,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.7180
2023,651730021,"těkavé organické látky (VOC)",0.7690
2023,651730051,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",4.3920
2023,651730051,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",1.3890
2023,651730051,"oxid uhelnatý (CO)",102.8980
2023,651730051,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",32.08
2023,651730051,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",20.7880
2023,651730051,"tuhé znečišťující látky (TZL)",39.2650
2023,651730051,"těkavé organické látky (VOC)",1.5410
2023,651730063,"oxid uhelnatý (CO)",11.9150
2023,651730063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",13.8060
2023,651800033,"benzen",0.02
2023,651800033,"oxid uhelnatý (CO)",0.0010
2023,651800033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2023,651800033,"těkavé organické látky (VOC)",3.43
2023,651800073,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.4250
2023,651800073,"tuhé znečišťující látky (TZL)",0.0040
2023,651800073,"těkavé organické látky (VOC)",0.1570
2023,651800093,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0060
2023,651800093,"tuhé znečišťující látky (TZL)",0.0290
2023,651970093,"těkavé organické látky (VOC)",0.9250
2023,651970131,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0040
2023,651970131,"oxid uhelnatý (CO)",0.0010
2023,651970131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0610
2023,651970131,"tuhé znečišťující látky (TZL)",0.0910
2023,651970131,"těkavé organické látky (VOC)",2.7510
2023,651970721,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.2810
2023,651970721,"oxid uhelnatý (CO)",0
2023,651970721,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0160
2023,651970721,"tuhé znečišťující látky (TZL)",0.0150
2023,651970721,"těkavé organické látky (VOC)",1.5770
2023,652170061,"tuhé znečišťující látky (TZL)",0
2023,652170061,"těkavé organické látky (VOC)",1.74
2023,652210291,"oxid uhelnatý (CO)",0.1160
2023,652210291,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2650
2023,652218061,"oxid uhelnatý (CO)",0.2650
2023,652218061,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1610
2023,652218061,"těkavé organické látky (VOC)",0.3150
2023,652450053,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.87
2023,652450083,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2740
2023,652450083,"tuhé znečišťující látky (TZL)",0.1110
2023,652450103,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.2630
2023,652450103,"těkavé organické látky (VOC)",0.8730
2023,652450203,"oxid uhelnatý (CO)",0.0590
2023,652450203,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.8020
2023,652450213,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.02
2023,652450213,"oxid uhelnatý (CO)",0.98
2023,652450213,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1780
2023,652450271,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.014718
2023,652450271,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.025422
2023,652450271,"oxid uhelnatý (CO)",1.81
2023,652450271,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",12.44
2023,652450271,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",47.3510
2023,652450271,"rtuť",0.000121
2023,652450271,"tuhé znečišťující látky (TZL)",0.1540
2023,652450281,"oxid uhelnatý (CO)",4.6790
2023,652450281,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.7230
2023,652450281,"tuhé znečišťující látky (TZL)",2.2130
2023,652450331,"těkavé organické látky (VOC)",0.09
2023,652450441,"oxid uhelnatý (CO)",0.0170
2023,652450441,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5410
2023,652450441,"tuhé znečišťující látky (TZL)",0.1220
2023,652450441,"těkavé organické látky (VOC)",0.0750
2023,652450441,"zinek",0.0014
2023,652458083,"tuhé znečišťující látky (TZL)",0
2023,652458093,"oxid uhelnatý (CO)",0.0010
2023,652458093,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0150
2023,652458113,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.6990
2023,652458113,"oxid uhelnatý (CO)",0.01
2023,652458113,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0230
2023,652458113,"těkavé organické látky (VOC)",0.16
2023,652720033,"oxid uhelnatý (CO)",0.35
2023,652720033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3450
2023,652720043,"tuhé znečišťující látky (TZL)",0.05
2023,652830013,"tuhé znečišťující látky (TZL)",0.9380
2023,652830013,"těkavé organické látky (VOC)",0.3750
2023,652830033,"oxid uhelnatý (CO)",0.0010
2023,652830033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2023,652830053,"těkavé organické látky (VOC)",0.1170
2023,652830063,"těkavé organické látky (VOC)",0.0530
2023,652830071,"oxid uhelnatý (CO)",0.3540
2023,652830071,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.6250
2023,652830071,"tuhé znečišťující látky (TZL)",0.0010
2023,652950013,"těkavé organické látky (VOC)",0.6160
2023,653180013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0260
2023,653180013,"oxid uhelnatý (CO)",0.0070
2023,653180013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0670
2023,653230043,"oxid uhelnatý (CO)",4.5420
2023,653230043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.1590
2023,653250033,"oxid uhelnatý (CO)",8.6480
2023,653250033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.4120
2023,653250033,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.9060
2023,653250033,"tuhé znečišťující látky (TZL)",0.0080
2023,653270043,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",0.1390
2023,653270043,"antimon",0.002830
2023,653270043,"arsen",0.002830
2023,653270043,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.04
2023,653270043,"chrom (bez šestimocného chromu)",0.0017
2023,653270043,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.0770
2023,653270043,"kadmium",0.002830
2023,653270043,"kobalt (Co)",0.002830
2023,653270043,"mangan",0.004060
2023,653270043,"měď",0.002930
2023,653270043,"nikl",0.002270
2023,653270043,"olovo",0.002550
2023,653270043,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0860
2023,653270043,"oxid uhelnatý (CO)",7.8870
2023,653270043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",51.6680
2023,653270043,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",5.2060
2023,653270043,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.000000002240
2023,653270043,"rtuť",0.002830
2023,653270043,"thallium",0.002830
2023,653270043,"tuhé znečišťující látky (TZL)",0.0710
2023,653270043,"vanad",0.002830
2023,653278051,"těkavé organické látky (VOC)",0.14
2023,653330013,"tuhé znečišťující látky (TZL)",2.4860
2023,653340013,"tuhé znečišťující látky (TZL)",0.3480
2023,653400013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.7950
2023,653400013,"oxid uhelnatý (CO)",2.5320
2023,653400013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.99
2023,653400013,"tuhé znečišťující látky (TZL)",0.2160
2023,653410043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0030
2023,653410043,"tuhé znečišťující látky (TZL)",0.2450
2023,653501661,"oxid uhelnatý (CO)",6.5840
2023,653501661,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.6520
2023,653530013,"tuhé znečišťující látky (TZL)",0.6510
2023,653550161,"oxid uhelnatý (CO)",3.0920
2023,653550161,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4330
2023,653550161,"tuhé znečišťující látky (TZL)",0.0660
2023,653640023,"oxid uhelnatý (CO)",0.0280
2023,653640023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3660
2023,653740013,"tuhé znečišťující látky (TZL)",1.9520
2023,653740023,"tuhé znečišťující látky (TZL)",0.1720
2023,653750013,"oxid uhelnatý (CO)",1.0980
2023,653750013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6460
2023,653780013,"těkavé organické látky (VOC)",0
2023,653780033,"oxid uhelnatý (CO)",0.0120
2023,653780033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0580
2023,653780033,"tuhé znečišťující látky (TZL)",0.0120
2023,653780033,"těkavé organické látky (VOC)",0.0310
2023,653790033,"tuhé znečišťující látky (TZL)",0.0010
2023,653790033,"těkavé organické látky (VOC)",1.1460
2023,653820043,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.002512
2023,653820043,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.000096
2023,653820043,"kyselina sírová",0.000016
2023,653820043,"oxid uhelnatý (CO)",0.0050
2023,653820043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1070
2023,653820043,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,653820063,"tuhé znečišťující látky (TZL)",0.0010
2023,653828023,"oxid uhelnatý (CO)",0.9410
2023,653828023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5420
2023,653828023,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.2110
2023,653828023,"tuhé znečišťující látky (TZL)",0.0810
2023,653841191,"kyselina sírová",0.0070
2023,653841191,"oxid uhelnatý (CO)",0.0460
2023,653841191,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.0870
2023,653841191,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0290
2023,653841191,"tuhé znečišťující látky (TZL)",0.3730
2023,653841191,"těkavé organické látky (VOC)",1.8690
2023,653841203,"oxid uhelnatý (CO)",0.42
2023,653841203,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.0820
2023,653850461,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.7020
2023,653850461,"oxid uhelnatý (CO)",0.0520
2023,653850461,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0670
2023,653850461,"tuhé znečišťující látky (TZL)",0.03
2023,653850461,"těkavé organické látky (VOC)",0.5020
2023,653851061,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2230
2023,653851061,"oxid uhelnatý (CO)",0.0270
2023,653851061,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2170
2023,654008141,"oxid uhelnatý (CO)",9.8350
2023,654008141,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",11.5630
2023,654008141,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.3070
2023,654010053,"oxid uhelnatý (CO)",1.5130
2023,654010053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2090
2023,654010053,"těkavé organické látky (VOC)",6.4740
2023,654010133,"oxid uhelnatý (CO)",0.0360
2023,654010133,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0620
2023,654018063,"oxid uhelnatý (CO)",14.5350
2023,654018063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.2660
2023,654018063,"tuhé znečišťující látky (TZL)",1.02
2023,654060013,"oxid uhelnatý (CO)",9.4690
2023,654060013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.5980
2023,654060013,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.3860
2023,654130063,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.05
2023,654130063,"oxid uhelnatý (CO)",0.1170
2023,654130063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6180
2023,654130063,"tuhé znečišťující látky (TZL)",0.1490
2023,654130351,"tuhé znečišťující látky (TZL)",0.0120
2023,654130371,"oxid uhelnatý (CO)",7.1260
2023,654130371,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",14.9080
2023,654130371,"tuhé znečišťující látky (TZL)",0.8130
2023,654130383,"tuhé znečišťující látky (TZL)",3.0540
2023,654130393,"tuhé znečišťující látky (TZL)",2.68
2023,654140013,"oxid uhelnatý (CO)",3.3330
2023,654140013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.6440
2023,654230041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.8680
2023,654230041,"oxid uhelnatý (CO)",0.4270
2023,654230041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.7080
2023,654230041,"tuhé znečišťující látky (TZL)",0.0040
2023,654230041,"těkavé organické látky (VOC)",0.2040
2023,654230461,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0920
2023,654230461,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.3440
2023,654230461,"oxid uhelnatý (CO)",0.1290
2023,654230461,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1860
2023,654230461,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0230
2023,654230461,"těkavé organické látky (VOC)",1.1990
2023,654290043,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0140
2023,654290043,"oxid uhelnatý (CO)",0.0070
2023,654290043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1640
2023,654290043,"tuhé znečišťující látky (TZL)",0.0150
2023,654290071,"oxid uhelnatý (CO)",0
2023,654290071,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2023,654290131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.22
2023,654290133,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0690
2023,654290133,"těkavé organické látky (VOC)",1.2820
2023,654290153,"tuhé znečišťující látky (TZL)",0.0490
2023,654290371,"tuhé znečišťující látky (TZL)",0.4250
2023,654290371,"těkavé organické látky (VOC)",15.8220
2023,654298041,"oxid uhelnatý (CO)",0.0050
2023,654298041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0990
2023,654298041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0050
2023,654298041,"tuhé znečišťující látky (TZL)",0.0110
2023,654298183,"oxid uhelnatý (CO)",1.7680
2023,654298183,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0250
2023,654298183,"tuhé znečišťující látky (TZL)",0.0150
2023,654298193,"oxid uhelnatý (CO)",0.0430
2023,654298193,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1130
2023,654430013,"těkavé organické látky (VOC)",1.81
