"ROK","IDFPROV","EMISE","EMI_MNO_T"
2023,531000232,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0630
2023,531000232,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,531000232,"tuhé znečišťující látky (TZL)",0.0020
2023,531000272,"tuhé znečišťující látky (TZL)",0.4820
2023,531000332,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2520
2023,531000362,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.02
2023,531000362,"oxid uhelnatý (CO)",0.0120
2023,531000362,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0570
2023,531000362,"tuhé znečišťující látky (TZL)",0.0560
2023,531000422,"oxid uhelnatý (CO)",0.02
2023,531000422,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2080
2023,531000432,"oxid uhelnatý (CO)",0.0020
2023,531000432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0070
2023,531000432,"těkavé organické látky (VOC)",0.4590
2023,531000442,"tuhé znečišťující látky (TZL)",3.8340
2023,531000582,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.9380
2023,531000752,"tuhé znečišťující látky (TZL)",0.1360
2023,531000782,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",0.0420
2023,531070032,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0020
2023,531100082,"těkavé organické látky (VOC)",0.1440
2023,531100342,"tuhé znečišťující látky (TZL)",0
2023,531100362,"těkavé organické látky (VOC)",1.7630
2023,531100562,"oxid uhelnatý (CO)",0.0150
2023,531100562,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0620
2023,531100642,"oxid uhelnatý (CO)",0.0010
2023,531100642,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0260
2023,531100752,"tuhé znečišťující látky (TZL)",1.2780
2023,531170062,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1820
2023,531170062,"oxid uhelnatý (CO)",0.0010
2023,531170062,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0110
2023,531170172,"tuhé znečišťující látky (TZL)",2.4040
2023,531170252,"oxid uhelnatý (CO)",0.0570
2023,531170252,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2023,531170252,"těkavé organické látky (VOC)",0.34
2023,531200122,"těkavé organické látky (VOC)",0.0540
2023,531200422,"oxid uhelnatý (CO)",0.0020
2023,531200422,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0540
2023,531200422,"tuhé znečišťující látky (TZL)",0.2580
2023,531200432,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.02
2023,531200432,"oxid uhelnatý (CO)",0.0450
2023,531200432,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1730
2023,531200432,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0030
2023,531200432,"tuhé znečišťující látky (TZL)",0.0060
2023,531200592,"oxid uhelnatý (CO)",0
2023,531200592,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2023,531200932,"oxid uhelnatý (CO)",0.3050
2023,531200932,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1880
2023,531200932,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0070
2023,531200932,"tuhé znečišťující látky (TZL)",0.0480
2023,531201142,"oxid uhelnatý (CO)",0.2310
2023,531201142,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2730
2023,531201142,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0280
2023,531201142,"tuhé znečišťující látky (TZL)",0.08
2023,531201202,"oxid uhelnatý (CO)",0.0010
2023,531201202,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0430
2023,531201332,"tuhé znečišťující látky (TZL)",0.1360
2023,531201352,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.009135
2023,531201352,"zinek",0.007308
2023,531201542,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.7980
2023,531201542,"oxid uhelnatý (CO)",5.34
2023,531201542,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",14.9550
2023,531201542,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",21.1990
2023,531201542,"tuhé znečišťující látky (TZL)",1.8580
2023,531201592,"oxid uhelnatý (CO)",0.01
2023,531201592,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0490
2023,531270092,"oxid uhelnatý (CO)",0.4160
2023,531270092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.88
2023,531270102,"oxid uhelnatý (CO)",0.85
2023,531270102,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.1820
2023,531270172,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0240
2023,531270172,"oxid uhelnatý (CO)",0.1640
2023,531270172,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1850
2023,531270172,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.1330
2023,531270172,"tuhé znečišťující látky (TZL)",0.0170
2023,531270272,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0190
2023,531270352,"oxid uhelnatý (CO)",17.6510
2023,531270352,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",12.3780
2023,531270382,"oxid uhelnatý (CO)",0.0290
2023,531270382,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0440
2023,531270382,"tuhé znečišťující látky (TZL)",0.0970
2023,531270492,"tuhé znečišťující látky (TZL)",0.3250
2023,531300092,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.01
2023,531300092,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0780
2023,531300172,"tuhé znečišťující látky (TZL)",0.0360
2023,531300172,"těkavé organické látky (VOC)",0.0010
2023,531300302,"oxid uhelnatý (CO)",0.03
2023,531300302,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.10
2023,531300302,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.01
2023,531300302,"tuhé znečišťující látky (TZL)",0.0170
2023,531300302,"těkavé organické látky (VOC)",0.5260
2023,531300552,"oxid uhelnatý (CO)",2.2730
2023,531300552,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.99
2023,531300572,"oxid uhelnatý (CO)",0.0020
2023,531300572,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0430
2023,531300612,"oxid uhelnatý (CO)",0.1560
2023,531300612,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2440
2023,531300612,"tuhé znečišťující látky (TZL)",0.0370
2023,531370252,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1420
2023,531370252,"těkavé organické látky (VOC)",1.20
2023,531400072,"těkavé organické látky (VOC)",0.12
2023,531400242,"oxid uhelnatý (CO)",0.0020
2023,531400242,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0120
2023,531400312,"oxid uhelnatý (CO)",0.0020
2023,531400312,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7170
2023,531400312,"těkavé organické látky (VOC)",0.6730
2023,531400322,"těkavé organické látky (VOC)",0.0020
2023,531400402,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0820
2023,531400552,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0210
2023,531400552,"oxid uhelnatý (CO)",0.2260
2023,531400552,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1440
2023,531400552,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0020
2023,531400552,"tuhé znečišťující látky (TZL)",0.0020
2023,531400582,"oxid uhelnatý (CO)",0.0010
2023,531400582,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0020
2023,531400672,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2940
2023,531400672,"oxid uhelnatý (CO)",0.7140
2023,531400672,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0770
2023,531400822,"oxid uhelnatý (CO)",0.0030
2023,531400822,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.29
2023,531400842,"oxid uhelnatý (CO)",0.0160
2023,531400842,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0910
2023,531401182,"oxid uhelnatý (CO)",0.0050
2023,531401182,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0310
2023,531401212,"tuhé znečišťující látky (TZL)",0.0020
2023,531401222,"oxid uhelnatý (CO)",0.2590
2023,531401222,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",11.1690
2023,531401942,"tuhé znečišťující látky (TZL)",0.1270
2023,531402502,"methan",0
2023,531402612,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0030
2023,531402612,"oxid uhelnatý (CO)",0.0030
2023,531402612,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0630
2023,531402612,"tuhé znečišťující látky (TZL)",0.02
2023,531402642,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.9460
2023,531402642,"tuhé znečišťující látky (TZL)",0.0320
2023,531402642,"těkavé organické látky (VOC)",2.3260
2023,531470012,"oxid uhelnatý (CO)",0.0470
2023,531470012,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0310
2023,531470012,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0030
2023,531470012,"tuhé znečišťující látky (TZL)",0.0460
2023,531470012,"těkavé organické látky (VOC)",0.0050
2023,531470072,"antimon",0
2023,531470072,"arsen",0
2023,531470072,"chrom (bez šestimocného chromu)",0
2023,531470072,"kadmium",0
2023,531470072,"kobalt (Co)",0
2023,531470072,"mangan",0.0010
2023,531470072,"měď",0.0010
2023,531470072,"nikl",0
2023,531470072,"olovo",0.0020
2023,531470072,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0890
2023,531470072,"polychlorované bifenyly (PCB)",0
2023,531470072,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0
2023,531470072,"selen",0
2023,531470072,"thallium",0
2023,531470072,"tuhé znečišťující látky (TZL)",0.2470
2023,531470072,"vanad",0
2023,531470082,"oxid uhelnatý (CO)",0.0090
2023,531470082,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2450
2023,531470312,"oxid uhelnatý (CO)",0.0060
2023,531470312,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1320
2023,531470312,"tuhé znečišťující látky (TZL)",2.56
2023,531470332,"oxid uhelnatý (CO)",0.0560
2023,531470332,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1580
2023,531470332,"těkavé organické látky (VOC)",29.3340
2023,531470372,"oxid uhelnatý (CO)",19.0410
2023,531470372,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",9.9610
2023,531470372,"tuhé znečišťující látky (TZL)",0.0350
2023,531470382,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.01
2023,531470382,"oxid uhelnatý (CO)",0.03
2023,531470382,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2023,531470462,"těkavé organické látky (VOC)",1.4410
2023,531500152,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.8140
2023,531500152,"oxid uhelnatý (CO)",2.6790
2023,531500152,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8420
2023,531500152,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0630
2023,531500152,"tuhé znečišťující látky (TZL)",0.0620
2023,531500162,"oxid uhelnatý (CO)",0.2980
2023,531500162,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2010
2023,531500162,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0030
2023,531500162,"tuhé znečišťující látky (TZL)",0.0780
2023,531500272,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2640
2023,531500272,"oxid uhelnatý (CO)",0.0010
2023,531500272,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0070
2023,531500272,"tuhé znečišťující látky (TZL)",0
2023,531500272,"těkavé organické látky (VOC)",0.0110
2023,531500352,"oxid uhelnatý (CO)",0.10
2023,531500352,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1410
2023,531500352,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.6850
2023,531500352,"tuhé znečišťující látky (TZL)",0.0260
2023,531500472,"tuhé znečišťující látky (TZL)",0.0410
2023,531500502,"oxid uhelnatý (CO)",0.1040
2023,531500502,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2170
2023,531500502,"tuhé znečišťující látky (TZL)",0.0280
2023,531500532,"tuhé znečišťující látky (TZL)",0.10
2023,531500542,"tuhé znečišťující látky (TZL)",2.8530
2023,531500802,"oxid uhelnatý (CO)",0.0350
2023,531500802,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4990
2023,531500802,"tuhé znečišťující látky (TZL)",0.0880
2023,531500802,"těkavé organické látky (VOC)",0.9510
2023,531500802,"zinek",0.0270
2023,531500882,"oxid uhelnatý (CO)",0.0320
2023,531500882,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6370
2023,531500882,"tuhé znečišťující látky (TZL)",0.1610
2023,531500992,"oxid uhelnatý (CO)",0.60
2023,531500992,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2170
2023,531500992,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0450
2023,531500992,"tuhé znečišťující látky (TZL)",0.1420
2023,531501052,"tuhé znečišťující látky (TZL)",0.1740
2023,531501122,"tuhé znečišťující látky (TZL)",3.5520
2023,531501292,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0010
2023,531501292,"těkavé organické látky (VOC)",0.3260
2023,531570222,"těkavé organické látky (VOC)",2.0050
2023,531570332,"oxid uhelnatý (CO)",24.3850
2023,531570332,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",19.0910
2023,531570352,"oxid uhelnatý (CO)",10.1620
2023,531570352,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.5110
2023,600040013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3940
2023,600040013,"tuhé znečišťující látky (TZL)",0.0110
2023,600040013,"zinek",0.00194616
2023,600048031,"oxid uhelnatý (CO)",0.0280
2023,600048031,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1410
2023,600048051,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.052732
2023,600048051,"oxid uhelnatý (CO)",0.0020
2023,600048051,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0720
2023,600048051,"šestimocný chrom",0.00063240
2023,600048221,"oxid uhelnatý (CO)",1.0730
2023,600048221,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.6570
2023,600520021,"oxid uhelnatý (CO)",0.1040
2023,600520021,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7740
2023,600520021,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,600520021,"tuhé znečišťující látky (TZL)",0.0070
2023,600520491,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3640
2023,600520491,"oxid uhelnatý (CO)",0.0040
2023,600520491,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0210
2023,600520491,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,600520491,"tuhé znečišťující látky (TZL)",0
2023,600520653,"oxid uhelnatý (CO)",0.0030
2023,600520653,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2023,600590013,"tuhé znečišťující látky (TZL)",0.8140
2023,600650013,"tuhé znečišťující látky (TZL)",0.2040
2023,600650023,"oxid uhelnatý (CO)",0.0940
2023,600650023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.1540
2023,600650043,"těkavé organické látky (VOC)",0.3280
2023,600650141,"oxid uhelnatý (CO)",0.0090
2023,600650141,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.94
2023,600838011,"oxid uhelnatý (CO)",0.84
2023,600838011,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3190
2023,600838011,"tuhé znečišťující látky (TZL)",0.0090
2023,600880083,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1460
2023,600880083,"oxid uhelnatý (CO)",0.2120
2023,600880083,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0890
2023,600880083,"tuhé znečišťující látky (TZL)",0.0430
2023,601090023,"oxid uhelnatý (CO)",1.7650
2023,601090023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.04
2023,601100271,"oxid uhelnatý (CO)",5.2620
2023,601100271,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7090
2023,601100271,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,601100271,"tuhé znečišťující látky (TZL)",0.0670
2023,601140691,"oxid uhelnatý (CO)",0.01
2023,601140691,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0680
2023,601140691,"těkavé organické látky (VOC)",3.2580
2023,601150013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.14
2023,601150013,"oxid uhelnatý (CO)",0.0040
2023,601150013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.27
2023,601150013,"tuhé znečišťující látky (TZL)",0.0220
2023,601150013,"těkavé organické látky (VOC)",2.6730
2023,601230011,"oxid uhelnatý (CO)",0.0050
2023,601230011,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4860
2023,601230013,"oxid uhelnatý (CO)",0.3690
2023,601230013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.1530
2023,601420013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.9870
2023,601520053,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.00197540
2023,601520053,"měď",0.00000714
2023,601520053,"nikl",0.00002617
2023,601520053,"silné anorganické kyseliny (kromě HCl) vyjádřené jako H+",0.001552
2023,601520053,"tuhé znečišťující látky (TZL)",0.0010
2023,601520053,"zinek",0.00009044
2023,601520053,"šestimocný chrom",0.001086
2023,601520093,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0510
2023,601520093,"oxid uhelnatý (CO)",0.1480
2023,601520093,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3530
2023,601520093,"tuhé znečišťující látky (TZL)",0.0250
2023,601528873,"oxid uhelnatý (CO)",25.9670
2023,601528873,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.5960
2023,601528873,"tuhé znečišťující látky (TZL)",0.12
2023,601540011,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.8610
2023,601540011,"oxid uhelnatý (CO)",26.3330
2023,601540011,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",9.1120
2023,601540011,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",2.9850
2023,601540011,"tuhé znečišťující látky (TZL)",0.45
2023,601540021,"oxid uhelnatý (CO)",8.32
2023,601540021,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.3550
2023,601540021,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",3.28
2023,601540021,"tuhé znečišťující látky (TZL)",0.15
2023,601680013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0580
2023,601700011,"oxid uhelnatý (CO)",0.0020
2023,601700011,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1050
2023,601700011,"tuhé znečišťující látky (TZL)",0.1370
2023,601708051,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.59
2023,601708051,"těkavé organické látky (VOC)",4.95
2023,601708131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.51
2023,601708131,"tuhé znečišťující látky (TZL)",0.4690
2023,601930023,"tuhé znečišťující látky (TZL)",0.4680
2023,601950013,"tuhé znečišťující látky (TZL)",0.9820
2023,602060013,"kyselina sírová",0.0090
2023,602060013,"oxid uhelnatý (CO)",0.0080
2023,602060013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3770
2023,602060013,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0040
2023,602100023,"oxid uhelnatý (CO)",0.0020
2023,602100023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0660
2023,602100023,"tuhé znečišťující látky (TZL)",0.1020
2023,602100033,"oxid uhelnatý (CO)",0.0010
2023,602100033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0130
2023,602100033,"těkavé organické látky (VOC)",0.70
2023,602120041,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",0.0270
2023,602120041,"fenol",0.001830
2023,602120041,"formaldehyd (methanal)",0.000440
2023,602120041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0940
2023,602120041,"organické sloučeniny fluoru vyjádřené jako F (s výjimkou regulovaných látek a látek ovlivňujících klimatický systém Země)",0.004220
2023,602120041,"oxid uhelnatý (CO)",0.7580
2023,602120041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7360
2023,602120041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.1590
2023,602120041,"tuhé znečišťující látky (TZL)",0.5080
2023,602120561,"oxid uhelnatý (CO)",12.1080
2023,602120561,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.1210
2023,602120811,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2620
2023,602120811,"oxid uhelnatý (CO)",0
2023,602120811,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2023,602120811,"tuhé znečišťující látky (TZL)",0.0520
2023,602120811,"těkavé organické látky (VOC)",2.6820
2023,602120811,"zinek",0.0350
2023,602190033,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.03273760
2023,602190033,"nikl",0.00000240
2023,602190033,"zinek",0.00001160
2023,602190033,"šestimocný chrom",0.00000520
2023,602190041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0250
2023,602190041,"oxid uhelnatý (CO)",0.2840
2023,602190041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3230
2023,602190041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0040
2023,602190041,"tuhé znečišťující látky (TZL)",0.0080
2023,602190053,"tuhé znečišťující látky (TZL)",0.5410
2023,602190081,"antimon",0.00000060
2023,602190081,"arsen",0.00000110
2023,602190081,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0243
2023,602190081,"chrom (bez šestimocného chromu)",0.00000850
2023,602190081,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.0067
2023,602190081,"kadmium",0.00000106
2023,602190081,"kobalt (Co)",0.00000024
2023,602190081,"mangan",0.00002920
2023,602190081,"měď",0.000018
2023,602190081,"nikl",0.00002120
2023,602190081,"olovo",0.000007
2023,602190081,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.03
2023,602190081,"oxid uhelnatý (CO)",0.3640
2023,602190081,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.3650
2023,602190081,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.1550
2023,602190081,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.0000000065
2023,602190081,"rtuť",0.001490
2023,602190081,"thallium",0.00000060
2023,602190081,"tuhé znečišťující látky (TZL)",0.0190
2023,602190081,"vanad",0.00000041
2023,602190083,"oxid uhelnatý (CO)",0.6120
2023,602190083,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.3490
2023,602190103,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2023,602190103,"tuhé znečišťující látky (TZL)",0
2023,602190131,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0760
2023,602190131,"oxid uhelnatý (CO)",0.4530
2023,602190131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.2650
2023,602190131,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2023,602190131,"tuhé znečišťující látky (TZL)",0.01
2023,602190141,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1870
2023,602190141,"oxid uhelnatý (CO)",1.6780
2023,602190141,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.8070
2023,602190141,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0130
2023,602190141,"tuhé znečišťující látky (TZL)",0.0280
2023,602190181,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1450
2023,602190181,"oxid uhelnatý (CO)",0.0080
2023,602190181,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8330
2023,602190181,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.01
2023,602190181,"tuhé znečišťující látky (TZL)",0.0220
2023,602190521,"těkavé organické látky (VOC)",0.08
2023,602198101,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3820
2023,602198101,"těkavé organické látky (VOC)",0.2440
2023,602198191,"tuhé znečišťující látky (TZL)",0.0740
2023,602198191,"těkavé organické látky (VOC)",4.2650
2023,602350013,"oxid uhelnatý (CO)",0.0430
2023,602350013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.7710
2023,602350013,"těkavé organické látky (VOC)",0.4840
2023,602350043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6030
2023,602350043,"tuhé znečišťující látky (TZL)",0.0510
2023,602380023,"tuhé znečišťující látky (TZL)",0.2340
2023,602450883,"oxid uhelnatý (CO)",0.6910
2023,602450883,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.0120
2023,602530013,"oxid uhelnatý (CO)",0.0050
2023,602530013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.04
2023,602600591,"oxid uhelnatý (CO)",0.0170
2023,602600591,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0930
2023,602600591,"tuhé znečišťující látky (TZL)",0.8020
2023,602760023,"tuhé znečišťující látky (TZL)",0.1120
2023,602820023,"těkavé organické látky (VOC)",7.0830
2023,602860091,"oxid uhelnatý (CO)",0.3020
2023,602860091,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.8320
2023,602860151,"oxid uhelnatý (CO)",1.0420
2023,602860151,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.8370
2023,602860161,"oxid uhelnatý (CO)",0.3850
2023,602860161,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6110
2023,603230023,"tuhé znečišťující látky (TZL)",0.0080
2023,603240013,"tuhé znečišťující látky (TZL)",0.0060
2023,603690053,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0750
2023,603690053,"oxid uhelnatý (CO)",0.0530
2023,603690053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2190
2023,603690053,"tuhé znečišťující látky (TZL)",0.0130
2023,603690053,"zinek",0.003560
2023,603910023,"oxid uhelnatý (CO)",3.3140
2023,603910023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4260
2023,603910023,"tuhé znečišťující látky (TZL)",0.1570
2023,604038141,"tuhé znečišťující látky (TZL)",0.1960
2023,604200013,"tuhé znečišťující látky (TZL)",21.62
2023,604340013,"oxid uhelnatý (CO)",0.0040
2023,604340013,"oxid uhličitý",2656.56636220
2023,604340013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9930
